Element 1: (1, (6, 11), ['%', '.', '%', '.'], [(15, 11), (9, 9), (10, 9)], [True, False, True, False], 98, False, [False, True, False, True], 9, 'East', (7, 11))
Element 2: (1, (7, 11), ['', '%', '%', '.'], [(16, 11), (9, 10), (10, 10)], [False, True, True, False], 96, False, [False, False, False, True], 48, 'East', (8, 11))
Element 3: (1, (8, 11), ['', '%', '%', 'G'], [(17, 11), (9, 11), (10, 11)], [False, True, True, False], 94, False, [False, False, False, False], 87, 'West', (7, 11))
Element 4: (1, (7, 11), ['', '%', '%', 'G'], [(18, 11), (8, 11), (11, 11)], [False, True, True, False], 92, False, [False, False, False, False], 96, 'West', (6, 11))
Element 5: (1, (6, 11), ['%', '.', '%', 'G'], [(18, 10), (7, 11), (12, 11)], [True, False, True, False], 90, False, [False, True, False, False], 115, 'South', (6, 10))
Element 6: (1, (6, 10), ['%', '.', 'G', '%'], [(18, 9), (6, 11), (13, 11)], [True, False, False, True], 88, False, [False, True, False, False], 144, 'South', (6, 9))
Element 7: (1, (6, 9), ['.', '.', 'G', '.'], [(18, 8), (6, 10), (13, 10)], [False, False, False, False], 86, False, [True, True, False, True], 173, 'East', (7, 9))
Element 8: (1, (7, 9), ['G', '%', '%', '%'], [(18, 7), (6, 9), (13, 9)], [False, True, True, True], 84, False, [False, False, False, False], 202, 'Stop', (7, 9))
Element 9: (1, (7, 9), ['', '%', '%', '%'], [(18, 6), (6, 8), (14, 9)], [False, True, True, True], 82, False, [False, False, False, False], 231, 'West', (6, 9))
Element 10: (1, (6, 9), ['.', '', '', ''], [(18, 5), (6, 7), (15, 9)], [False, False, False, False], 80, False, [True, False, False, False], 260, 'Stop', (6, 9))
Element 11: (1, (6, 9), ['.', '', '', ''], [(18, 4), (6, 6), (16, 9)], [False, False, False, False], 78, False, [True, False, False, False], 289, 'West', (5, 9))
Element 12: (1, (5, 9), ['.', '%', '%', ''], [(18, 3), (6, 5), (16, 8)], [False, True, True, False], 76, False, [True, False, False, False], 328, 'West', (4, 9))
Element 13: (1, (4, 9), ['.', '%', '.', ''], [(18, 2), (6, 4), (16, 7)], [False, True, False, False], 74, False, [True, False, True, False], 367, 'North', (4, 10))
Element 14: (1, (4, 10), ['%', '', '.', '%'], [(18, 1), (6, 3), (17, 7)], [True, False, False, True], 72, False, [False, False, True, False], 396, 'North', (4, 11))
Element 15: (1, (4, 11), ['.', '', '%', '%'], [(17, 1), (7, 3), (18, 7)], [False, False, True, True], 70, False, [True, False, False, False], 425, 'West', (3, 11))
Element 16: (1, (3, 11), ['.', '%', '%', ''], [(16, 1), (8, 3), (18, 8)], [False, True, True, False], 68, False, [True, False, False, False], 454, 'West', (2, 11))
Element 17: (1, (2, 11), ['', '%', '%', ''], [(15, 1), (9, 3), (18, 9)], [False, True, True, False], 66, False, [False, False, False, False], 483, 'West', (1, 11))
Element 18: (1, (1, 11), ['%', '.', '%', ''], [(15, 2), (10, 3), (18, 10)], [True, False, True, False], 64, False, [False, True, False, False], 502, 'South', (1, 10))
Element 19: (1, (1, 10), ['%', '.', '', '%'], [(15, 3), (11, 3), (18, 11)], [True, False, False, True], 62, False, [False, True, False, False], 531, 'South', (1, 9))
Element 20: (1, (1, 9), ['%', '.', '', '%'], [(16, 3), (12, 3), (17, 11)], [True, False, False, True], 60, False, [False, True, False, False], 560, 'South', (1, 8))
Element 21: (1, (1, 8), ['%', '.', '', '%'], [(16, 4), (13, 3), (16, 11)], [True, False, False, True], 58, False, [False, True, False, False], 589, 'South', (1, 7))
Element 22: (1, (1, 7), ['%', '.', '', '.'], [(16, 5), (13, 4), (15, 11)], [True, False, False, False], 56, False, [False, True, False, True], 618, 'East', (2, 7))
Element 23: (1, (2, 7), ['', '%', '%', '.'], [(16, 6), (13, 5), (15, 10)], [False, True, True, False], 54, False, [False, False, False, True], 647, 'East', (3, 7))
Element 24: (1, (3, 7), ['', '.', '.', '.'], [(15, 6), (13, 6), (15, 11)], [False, False, False, False], 52, False, [False, True, True, True], 676, 'East', (4, 7))
Element 25: (1, (4, 7), ['', '.', '%', '.'], [(15, 7), (13, 7), (16, 11)], [False, False, True, False], 50, False, [False, True, False, True], 705, 'East', (5, 7))
Element 26: (1, (5, 7), ['', '.', '%', ''], [(16, 7), (13, 8), (17, 11)], [False, False, True, False], 48, False, [False, True, False, False], 724, 'South', (5, 6))
Element 27: (1, (5, 6), ['.', '.', '', ''], [(17, 7), (13, 9), (18, 11)], [False, False, False, False], 46, False, [True, True, False, False], 733, 'South', (5, 5))
Element 28: (1, (5, 5), ['.', '.', '', ''], [(16, 7), (12, 9), (18, 10)], [False, False, False, False], 44, False, [True, True, False, False], 752, 'South', (5, 4))
Element 29: (1, (5, 4), ['.', '.', '', ''], [(16, 8), (13, 9), (18, 9)], [False, False, False, False], 42, False, [True, True, False, False], 761, 'South', (5, 3))
Element 30: (1, (5, 3), ['.', '%', '', ''], [(16, 9), (14, 9), (18, 8)], [False, True, False, False], 40, False, [True, False, False, False], 770, 'West', (4, 3))
Element 31: (1, (4, 3), ['.', '.', '.', ''], [(16, 8), (15, 9), (18, 7)], [False, False, False, False], 38, False, [True, True, True, False], 779, 'North', (4, 4))
Element 32: (1, (4, 4), ['.', '', '.', ''], [(16, 7), (16, 9), (18, 6)], [False, False, False, False], 36, False, [True, False, True, False], 788, 'North', (4, 5))
Element 33: (1, (4, 5), ['.', '', '.', ''], [(15, 7), (16, 8), (18, 5)], [False, False, False, False], 34, False, [True, False, True, False], 797, 'North', (4, 6))
Element 34: (1, (4, 6), ['.', '', '', ''], [(15, 6), (16, 7), (18, 4)], [False, False, False, False], 32, False, [True, False, False, False], 806, 'West', (3, 6))
Element 35: (1, (3, 6), ['%', '.', '', ''], [(15, 5), (17, 7), (18, 3)], [True, False, False, False], 30, False, [False, True, False, False], 825, 'South', (3, 5))
Element 36: (1, (3, 5), ['%', '.', '', ''], [(15, 4), (18, 7), (18, 2)], [True, False, False, False], 28, False, [False, True, False, False], 844, 'South', (3, 4))
Element 37: (1, (3, 4), ['%', '.', '', ''], [(15, 5), (18, 8), (18, 1)], [True, False, False, False], 26, False, [False, True, False, False], 853, 'South', (3, 3))
