Element 1: (3, (16, 9), ['.', '.', '%', '%'], [(4, 11), (11, 3), (16, 1)], [False, False, True, True], 98, False, [True, True, False, False], 29, 'South', (16, 8))
Element 2: (3, (16, 8), ['%', '.', '', '%'], [(4, 10), (12, 3), (17, 1)], [True, False, False, True], 96, False, [False, True, False, False], 68, 'South', (16, 7))
Element 3: (3, (16, 7), ['.', '.', '', '.'], [(4, 9), (13, 3), (18, 1)], [False, False, False, False], 94, False, [True, True, False, True], 97, 'East', (17, 7))
Element 4: (3, (17, 7), ['', '%', '%', '.'], [(5, 9), (13, 4), (18, 2)], [False, True, True, False], 92, False, [False, False, False, True], 136, 'East', (18, 7))
Element 5: (3, (18, 7), ['', '.', '.', '%'], [(6, 9), (13, 5), (18, 3)], [False, False, False, True], 90, False, [False, True, True, False], 175, 'North', (18, 8))
Element 6: (3, (18, 8), ['%', '', '.', '%'], [(7, 9), (13, 6), (18, 4)], [True, False, False, True], 88, False, [False, False, True, False], 214, 'North', (18, 9))
Element 7: (3, (18, 9), ['%', '', '.', '%'], [(6, 9), (13, 7), (18, 5)], [True, False, False, True], 86, False, [False, False, True, False], 243, 'North', (18, 10))
Element 8: (3, (18, 10), ['%', '', '', '%'], [(6, 10), (13, 8), (18, 6)], [True, False, False, True], 84, False, [False, False, False, False], 282, 'North', (18, 11))
Element 9: (3, (18, 11), ['.', '', '%', '%'], [(6, 11), (13, 9), (18, 7)], [False, False, True, True], 82, False, [True, False, False, False], 301, 'West', (17, 11))
Element 10: (3, (17, 11), ['.', '%', '%', ''], [(7, 11), (14, 9), (18, 8)], [False, True, True, False], 80, False, [True, False, False, False], 330, 'West', (16, 11))
Element 11: (3, (16, 11), ['.', '%', '%', ''], [(8, 11), (15, 9), (18, 9)], [False, True, True, False], 78, False, [True, False, False, False], 359, 'West', (15, 11))
Element 12: (3, (15, 11), ['%', 'G', '%', ''], [(9, 11), (15, 10), (18, 10)], [True, False, True, False], 76, False, [False, False, False, False], 388, 'East', (16, 11))
Element 13: (3, (16, 11), ['G', '%', '%', ''], [(10, 11), (15, 11), (18, 11)], [False, True, True, False], 74, False, [False, False, False, False], 397, 'East', (17, 11))
Element 14: (3, (17, 11), ['G', '%', '%', ''], [(11, 11), (16, 11), (18, 10)], [False, True, True, False], 72, False, [False, False, False, False], 406, 'East', (18, 11))
Element 15: (3, (18, 11), ['G', '', '%', '%'], [(12, 11), (17, 11), (18, 9)], [False, False, True, True], 70, False, [False, False, False, False], 415, 'South', (18, 10))
Element 16: (3, (18, 10), ['%', '', 'G', '%'], [(13, 11), (18, 11), (18, 8)], [True, False, False, True], 68, False, [False, False, False, False], 424, 'South', (18, 9))
Element 17: (3, (18, 9), ['%', '', 'G', '%'], [(13, 10), (18, 10), (18, 7)], [True, False, False, True], 66, False, [False, False, False, False], 433, 'South', (18, 8))
Element 18: (3, (18, 8), ['%', '', 'G', '%'], [(13, 9), (18, 9), (17, 7)], [True, False, False, True], 64, False, [False, False, False, False], 432, 'South', (18, 7))
Element 19: (3, (18, 7), ['', '', 'G', '%'], [(12, 9), (18, 8), (16, 7)], [False, False, False, True], 62, False, [False, False, False, False], 441, 'South', (18, 6))
Element 20: (3, (18, 6), ['%', '', 'G', '%'], [(13, 9), (18, 7), (16, 6)], [True, False, False, True], 60, False, [False, False, False, False], 450, 'South', (18, 5))
Element 21: (3, (18, 5), ['%', '', 'G', '%'], [(14, 9), (18, 6), (16, 5)], [True, False, False, True], 58, False, [False, False, False, False], 459, 'South', (18, 4))
Element 22: (3, (18, 4), ['%', '', 'G', '%'], [(15, 9), (18, 5), (16, 4)], [True, False, False, True], 56, False, [False, False, False, False], 468, 'South', (18, 3))
