Element 1: (3, (15, 1), ['%', '%', '.', '.'], [(13, 11), (5, 3), (13, 9)], [True, True, False, False], 98, False, [False, False, True, True], 29, 'East', (16, 1))
Element 2: (3, (16, 1), ['', '%', '%', '.'], [(12, 11), (6, 3), (14, 9)], [False, True, True, False], 96, False, [False, False, False, True], 68, 'East', (17, 1))
Element 3: (3, (17, 1), ['', '%', '%', ''], [(11, 11), (7, 3), (15, 9)], [False, True, True, False], 94, False, [False, False, False, False], 107, 'East', (18, 1))
Element 4: (3, (18, 1), ['', '%', '.', '%'], [(10, 11), (8, 3), (16, 9)], [False, True, False, True], 92, False, [False, False, True, False], 136, 'North', (18, 2))
Element 5: (3, (18, 2), ['%', '', '.', '%'], [(10, 10), (9, 3), (16, 8)], [True, False, False, True], 90, False, [False, False, True, False], 175, 'North', (18, 3))
Element 6: (3, (18, 3), ['%', '', '.', '%'], [(10, 9), (10, 3), (16, 7)], [True, False, False, True], 88, False, [False, False, True, False], 214, 'North', (18, 4))
Element 7: (3, (18, 4), ['%', '', '.', '%'], [(9, 9), (11, 3), (17, 7)], [True, False, False, True], 86, False, [False, False, True, False], 253, 'North', (18, 5))
Element 8: (3, (18, 5), ['%', '', '.', '%'], [(9, 10), (12, 3), (18, 7)], [True, False, False, True], 84, False, [False, False, True, False], 292, 'North', (18, 6))
Element 9: (3, (18, 6), ['%', '', '', '%'], [(9, 11), (13, 3), (18, 8)], [True, False, False, True], 82, False, [False, False, False, False], 331, 'North', (18, 7))
Element 10: (3, (18, 7), ['', '', '', '%'], [(8, 11), (13, 4), (18, 9)], [False, False, False, True], 80, False, [False, False, False, False], 360, 'North', (18, 8))
Element 11: (3, (18, 8), ['%', '', '', '%'], [(7, 11), (13, 5), (18, 10)], [True, False, False, True], 78, False, [False, False, False, False], 389, 'North', (18, 9))
Element 12: (3, (18, 9), ['%', '', '', '%'], [(6, 11), (13, 6), (18, 11)], [True, False, False, True], 76, False, [False, False, False, False], 408, 'North', (18, 10))
Element 13: (3, (18, 10), ['%', '', '', '%'], [(6, 10), (13, 7), (17, 11)], [True, False, False, True], 74, False, [False, False, False, False], 437, 'North', (18, 11))
Element 14: (3, (18, 11), ['', '', '%', '%'], [(6, 9), (13, 8), (16, 11)], [False, False, True, True], 72, False, [False, False, False, False], 466, 'West', (17, 11))
Element 15: (3, (17, 11), ['', '%', '%', ''], [(7, 9), (13, 9), (15, 11)], [False, True, True, False], 70, False, [False, False, False, False], 485, 'West', (16, 11))
Element 16: (3, (16, 11), ['', '%', '%', ''], [(6, 9), (14, 9), (15, 10)], [False, True, True, False], 68, False, [False, False, False, False], 494, 'West', (15, 11))
Element 17: (3, (15, 11), ['%', 'G', '%', ''], [(6, 8), (15, 9), (15, 10)], [True, False, True, False], 66, False, [False, False, False, False], 503, 'East', (16, 11))
Element 18: (3, (16, 11), ['', '%', '%', ''], [(6, 7), (16, 9), (15, 9)], [False, True, True, False], 64, False, [False, False, False, False], 512, 'East', (17, 11))
Element 19: (3, (17, 11), ['', '%', '%', ''], [(6, 6), (16, 8), (14, 9)], [False, True, True, False], 62, False, [False, False, False, False], 521, 'East', (18, 11))
Element 20: (3, (18, 11), ['', '', '%', '%'], [(6, 5), (16, 7), (13, 9)], [False, False, True, True], 60, False, [False, False, False, False], 530, 'South', (18, 10))
Element 21: (3, (18, 10), ['%', '', '', '%'], [(6, 4), (16, 6), (12, 9)], [True, False, False, True], 58, False, [False, False, False, False], 549, 'South', (18, 9))
Element 22: (3, (18, 9), ['%', '', '', '%'], [(5, 4), (16, 5), (13, 9)], [True, False, False, True], 56, False, [False, False, False, False], 568, 'South', (18, 8))
Element 23: (3, (18, 8), ['%', '', '', '%'], [(5, 5), (16, 4), (12, 9)], [True, False, False, True], 54, False, [False, False, False, False], 587, 'South', (18, 7))
Element 24: (3, (18, 7), ['', '', '', '%'], [(5, 6), (16, 3), (13, 9)], [False, False, False, True], 52, False, [False, False, False, False], 606, 'West', (17, 7))
Element 25: (3, (17, 7), ['', '%', '%', ''], [(5, 7), (15, 3), (12, 9)], [False, True, True, False], 50, False, [False, False, False, False], 625, 'West', (16, 7))
Element 26: (3, (16, 7), ['.', '', '', ''], [(4, 7), (15, 4), (13, 9)], [False, False, False, False], 48, False, [True, False, False, False], 644, 'West', (15, 7))
Element 27: (3, (15, 7), ['%', '.', '%', ''], [(4, 6), (15, 5), (13, 8)], [True, False, True, False], 46, False, [False, True, False, False], 673, 'South', (15, 6))
Element 28: (3, (15, 6), ['%', '', '', ''], [(4, 5), (15, 4), (13, 7)], [True, False, False, False], 44, False, [False, False, False, False], 692, 'East', (16, 6))
Element 29: (3, (16, 6), ['', '', '', '%'], [(4, 4), (15, 3), (13, 6)], [False, False, False, True], 42, False, [False, False, False, False], 701, 'South', (16, 5))
Element 30: (3, (16, 5), ['', '', '', '%'], [(3, 4), (15, 2), (13, 5)], [False, False, False, True], 40, False, [False, False, False, False], 720, 'South', (16, 4))
Element 31: (3, (16, 4), ['', '', '', '%'], [(3, 5), (15, 1), (13, 4)], [False, False, False, True], 38, False, [False, False, False, False], 729, 'South', (16, 3))
Element 32: (3, (16, 3), ['', '%', '', '%'], [(3, 6), (16, 1), (13, 3)], [False, True, False, True], 36, False, [False, False, False, False], 738, 'West', (15, 3))
Element 33: (3, (15, 3), ['%', '', '', ''], [(3, 7), (17, 1), (13, 2)], [True, False, False, False], 34, False, [False, False, False, False], 757, 'North', (15, 4))
Element 34: (3, (15, 4), ['%', '', '', ''], [(3, 8), (18, 1), (13, 1)], [True, False, False, False], 32, False, [False, False, False, False], 776, 'North', (15, 5))
Element 35: (3, (15, 5), ['%', '', '', ''], [(3, 9), (18, 2), (12, 1)], [True, False, False, False], 30, False, [False, False, False, False], 795, 'South', (15, 4))
Element 36: (3, (15, 4), ['%', '', '', ''], [(4, 9), (18, 3), (11, 1)], [True, False, False, False], 28, False, [False, False, False, False], 814, 'South', (15, 3))
Element 37: (3, (15, 3), ['%', '', '', ''], [(5, 9), (18, 4), (10, 1)], [True, False, False, False], 26, False, [False, False, False, False], 833, 'South', (15, 2))
Element 38: (3, (15, 2), ['%', '', '', '%'], [(4, 9), (18, 5), (9, 1)], [True, False, False, True], 24, False, [False, False, False, False], 842, 'North', (15, 3))
Element 39: (3, (15, 3), ['%', '', '', ''], [(4, 10), (18, 6), (8, 1)], [True, False, False, False], 22, False, [False, False, False, False], 861, 'East', (16, 3))
Element 40: (3, (16, 3), ['', '%', '', '%'], [(4, 11), (18, 7), (7, 1)], [False, True, False, True], 20, False, [False, False, False, False], 880, 'North', (16, 4))
Element 41: (3, (16, 4), ['', '', '', '%'], [(3, 11), (18, 8), (6, 1)], [False, False, False, True], 18, False, [False, False, False, False], 899, 'West', (15, 4))
Element 42: (3, (15, 4), ['%', '', '', ''], [(2, 11), (18, 9), (6, 2)], [True, False, False, False], 16, False, [False, False, False, False], 918, 'East', (16, 4))
Element 43: (3, (16, 4), ['', '', '', '%'], [(1, 11), (18, 10), (6, 3)], [False, False, False, True], 14, False, [False, False, False, False], 917, 'North', (16, 5))
Element 44: (3, (16, 5), ['', '', '', '%'], [(1, 10), (18, 11), (7, 3)], [False, False, False, True], 12, False, [False, False, False, False], 926, 'West', (15, 5))
Element 45: (3, (15, 5), ['%', '', '', ''], [(1, 9), (17, 11), (8, 3)], [True, False, False, False], 10, False, [False, False, False, False], 935, 'East', (16, 5))
Element 46: (3, (16, 5), ['', '', '', '%'], [(1, 8), (16, 11), (9, 3)], [False, False, False, True], 8, False, [False, False, False, False], 944, 'North', (16, 6))
Element 47: (3, (16, 6), ['', '', '', '%'], [(1, 7), (15, 11), (10, 3)], [False, False, False, True], 6, False, [False, False, False, False], 953, 'West', (15, 6))
Element 48: (3, (15, 6), ['%', '', '', ''], [(2, 7), (15, 10), (11, 3)], [True, False, False, False], 4, False, [False, False, False, False], 962, 'South', (15, 5))
Element 49: (3, (15, 5), ['%', '', '', ''], [(1, 7), (15, 11), (12, 3)], [True, False, False, False], 2, False, [False, False, False, False], 961, 'North', (15, 6))
Element 50: (3, (15, 6), ['%', '', '', ''], [(1, 7), (15, 11), (12, 3)], [True, False, False, False], 0, False, [False, False, False, False], 960, 'Stop', (15, 6))
Element 51: #0#
