Element 1: (2, (13, 1), ['.', '%', '.', '%'], [(13, 4), (12, 11), (15, 3)], [False, True, False, True], 98, False, [True, False, True, False], 19, 'North', (13, 2))
Element 2: (2, (13, 2), ['%', '', '', '%'], [(13, 5), (13, 11), (16, 3)], [True, False, False, True], 96, False, [False, False, False, False], 58, 'North', (13, 3))
Element 3: (2, (13, 3), ['.', '', '', '%'], [(13, 6), (13, 10), (16, 4)], [False, False, False, True], 94, False, [True, False, False, False], 87, 'West', (12, 3))
Element 4: (2, (12, 3), ['.', '%', '%', ''], [(13, 7), (13, 9), (16, 5)], [False, True, True, False], 92, False, [True, False, False, False], 126, 'West', (11, 3))
Element 5: (2, (11, 3), ['.', '%', '%', ''], [(13, 8), (14, 9), (16, 6)], [False, True, True, False], 90, False, [True, False, False, False], 165, 'West', (10, 3))
Element 6: (2, (10, 3), ['.', '%', '%', ''], [(13, 9), (15, 9), (16, 7)], [False, True, True, False], 88, False, [True, False, False, False], 194, 'West', (9, 3))
Element 7: (2, (9, 3), ['.', '%', '%', ''], [(12, 9), (16, 9), (17, 7)], [False, True, True, False], 86, False, [True, False, False, False], 233, 'West', (8, 3))
Element 8: (2, (8, 3), ['.', '%', '', ''], [(13, 9), (16, 8), (18, 7)], [False, True, False, False], 84, False, [True, False, False, False], 262, 'West', (7, 3))
Element 9: (2, (7, 3), ['.', '%', '%', ''], [(14, 9), (16, 7), (18, 8)], [False, True, True, False], 82, False, [True, False, False, False], 281, 'West', (6, 3))
Element 10: (2, (6, 3), ['.', '.', '.', ''], [(15, 9), (15, 7), (18, 9)], [False, False, False, False], 80, False, [True, True, True, False], 310, 'North', (6, 4))
Element 11: (2, (6, 4), ['.', '', '.', '%'], [(15, 10), (15, 6), (18, 10)], [False, False, False, True], 78, False, [True, False, True, False], 349, 'North', (6, 5))
Element 12: (2, (6, 5), ['.', '', '.', '%'], [(15, 11), (15, 5), (18, 11)], [False, False, False, True], 76, False, [True, False, True, False], 378, 'North', (6, 6))
