Element 1: (1, (1, 5), ['%', '.', '.', '%'], [(16, 6), (15, 11), (18, 10)], [True, False, False, True], 98, False, [False, True, True, False], 9, 'North', (1, 6))
Element 2: (1, (1, 6), ['%', '', '.', '%'], [(16, 7), (16, 11), (18, 9)], [True, False, False, True], 96, False, [False, False, True, False], 48, 'North', (1, 7))
Element 3: (1, (1, 7), ['%', '', '.', '.'], [(17, 7), (17, 11), (18, 8)], [True, False, False, False], 94, False, [False, False, True, True], 87, 'East', (2, 7))
Element 4: (1, (2, 7), ['', '%', '%', '.'], [(16, 7), (18, 11), (18, 7)], [False, True, True, False], 92, False, [False, False, False, True], 106, 'East', (3, 7))
Element 5: (1, (3, 7), ['', '.', '.', '.'], [(16, 8), (18, 10), (18, 6)], [False, False, False, False], 90, False, [False, True, True, True], 135, 'East', (4, 7))
Element 6: (1, (4, 7), ['', '.', '%', '.'], [(16, 9), (18, 9), (18, 5)], [False, False, True, False], 88, False, [False, True, False, True], 164, 'East', (5, 7))
Element 7: (1, (5, 7), ['', '.', '%', '.'], [(15, 9), (18, 8), (18, 4)], [False, False, True, False], 86, False, [False, True, False, True], 193, 'East', (6, 7))
Element 8: (1, (6, 7), ['', '.', '.', ''], [(15, 10), (18, 7), (18, 3)], [False, False, False, False], 84, False, [False, True, True, False], 222, 'North', (6, 8))
Element 9: (1, (6, 8), ['%', '', '.', '%'], [(15, 11), (18, 6), (18, 2)], [True, False, False, True], 82, False, [False, False, True, False], 241, 'North', (6, 9))
Element 10: (1, (6, 9), ['.', '', '.', '.'], [(16, 11), (18, 5), (18, 1)], [False, False, False, False], 80, False, [True, False, True, True], 250, 'East', (7, 9))
Element 11: (1, (7, 9), ['', '%', '%', '%'], [(17, 11), (18, 4), (17, 1)], [False, True, True, True], 78, False, [False, False, False, False], 269, 'West', (6, 9))
Element 12: (1, (6, 9), ['.', '', '.', ''], [(18, 11), (18, 3), (16, 1)], [False, False, False, False], 76, False, [True, False, True, False], 278, 'North', (6, 10))
Element 13: (1, (6, 10), ['%', '', '.', '%'], [(18, 10), (18, 2), (15, 1)], [True, False, False, True], 74, False, [False, False, True, False], 297, 'North', (6, 11))
Element 14: (1, (6, 11), ['%', '', '%', '.'], [(18, 9), (18, 1), (15, 2)], [True, False, True, False], 72, False, [False, False, False, True], 316, 'East', (7, 11))
Element 15: (1, (7, 11), ['', '%', '%', '.'], [(18, 8), (17, 1), (15, 3)], [False, True, True, False], 70, False, [False, False, False, True], 335, 'East', (8, 11))
Element 16: (1, (8, 11), ['', '%', '%', '.'], [(18, 7), (16, 1), (16, 3)], [False, True, True, False], 68, False, [False, False, False, True], 354, 'East', (9, 11))
Element 17: (1, (9, 11), ['', '.', '%', '.'], [(18, 6), (15, 1), (16, 4)], [False, False, True, False], 66, False, [False, True, False, True], 373, 'East', (10, 11))
Element 18: (1, (10, 11), ['', '.', '%', '.'], [(18, 5), (15, 2), (15, 4)], [False, False, True, False], 64, False, [False, True, False, True], 392, 'East', (11, 11))
Element 19: (1, (11, 11), ['', '%', '%', '.'], [(18, 4), (15, 3), (15, 5)], [False, True, True, False], 62, False, [False, False, False, True], 411, 'East', (12, 11))
Element 20: (1, (12, 11), ['', '%', '%', '.'], [(18, 3), (16, 3), (15, 6)], [False, True, True, False], 60, False, [False, False, False, True], 430, 'East', (13, 11))
Element 21: (1, (13, 11), ['', '.', '%', '%'], [(18, 2), (16, 4), (15, 7)], [False, False, True, True], 58, False, [False, True, False, False], 449, 'South', (13, 10))
Element 22: (1, (13, 10), ['%', '.', '', '%'], [(18, 1), (16, 5), (16, 7)], [True, False, False, True], 56, False, [False, True, False, False], 458, 'South', (13, 9))
Element 23: (1, (13, 9), ['.', '.', '', '.'], [(17, 1), (16, 6), (17, 7)], [False, False, False, False], 54, False, [True, True, False, True], 467, 'East', (14, 9))
Element 24: (1, (14, 9), ['', '%', '%', ''], [(16, 1), (16, 7), (18, 7)], [False, True, True, False], 52, False, [False, False, False, False], 476, 'East', (15, 9))
Element 25: (1, (15, 9), ['', '%', '', ''], [(15, 1), (17, 7), (18, 8)], [False, True, False, False], 50, False, [False, False, False, False], 475, 'East', (16, 9))
Element 26: (1, (16, 9), ['', '', '%', '%'], [(15, 2), (16, 7), (18, 7)], [False, False, True, True], 48, False, [False, False, False, False], 474, 'South', (16, 8))
Element 27: (1, (16, 8), ['%', '', '', '%'], [(15, 3), (15, 7), (17, 7)], [True, False, False, True], 46, False, [False, False, False, False], 473, 'South', (16, 7))
Element 28: (1, (16, 7), ['', '', '', ''], [(16, 3), (15, 6), (18, 7)], [False, False, False, False], 44, False, [False, False, False, False], 472, 'East', (17, 7))
Element 29: (1, (17, 7), ['', '%', '%', ''], [(16, 4), (15, 5), (18, 6)], [False, True, True, False], 42, False, [False, False, False, False], 471, 'East', (18, 7))
Element 30: (1, (18, 7), ['', 'G', '', '%'], [(16, 3), (15, 4), (18, 6)], [False, False, False, True], 40, False, [False, False, False, False], 470, 'North', (18, 8))
Element 31: (1, (18, 8), ['%', '', '', '%'], [(15, 3), (15, 5), (18, 5)], [True, False, False, True], 38, False, [False, False, False, False], 469, 'North', (18, 9))
Element 32: (1, (18, 9), ['%', '', '', '%'], [(15, 4), (15, 6), (18, 5)], [True, False, False, True], 36, False, [False, False, False, False], 468, 'North', (18, 10))
Element 33: (1, (18, 10), ['%', '', '', '%'], [(15, 5), (15, 7), (18, 5)], [True, False, False, True], 34, False, [False, False, False, False], 467, 'North', (18, 11))
Element 34: (1, (18, 11), ['', '', '%', '%'], [(15, 6), (16, 7), (18, 4)], [False, False, True, True], 32, False, [False, False, False, False], 466, 'West', (17, 11))
Element 35: (1, (17, 11), ['', '%', '%', ''], [(15, 5), (15, 7), (18, 4)], [False, True, True, False], 30, False, [False, False, False, False], 465, 'West', (16, 11))
Element 36: (1, (16, 11), ['', '%', '%', ''], [(15, 4), (16, 7), (18, 5)], [False, True, True, False], 28, False, [False, False, False, False], 464, 'West', (15, 11))
Element 37: (1, (15, 11), ['%', '', '%', ''], [(15, 3), (16, 6), (18, 4)], [True, False, True, False], 26, False, [False, False, False, False], 463, 'South', (15, 10))
Element 38: (1, (15, 10), ['%', '', '', '%'], [(15, 2), (15, 6), (18, 3)], [True, False, False, True], 24, False, [False, False, False, False], 462, 'North', (15, 11))
Element 39: (1, (15, 11), ['%', '', '%', ''], [(15, 1), (16, 6), (18, 3)], [True, False, True, False], 22, False, [False, False, False, False], 461, 'East', (16, 11))
Element 40: (1, (16, 11), ['', '%', '%', ''], [(16, 1), (16, 5), (18, 4)], [False, True, True, False], 20, False, [False, False, False, False], 460, 'East', (17, 11))
Element 41: (1, (17, 11), ['', '%', '%', ''], [(17, 1), (15, 5), (18, 3)], [False, True, True, False], 18, False, [False, False, False, False], 459, 'East', (18, 11))
Element 42: (1, (18, 11), ['', '', '%', '%'], [(18, 1), (16, 5), (18, 2)], [False, False, True, True], 16, False, [False, False, False, False], 458, 'South', (18, 10))
Element 43: (1, (18, 10), ['%', '', '', '%'], [(18, 2), (16, 4), (18, 1)], [True, False, False, True], 14, False, [False, False, False, False], 457, 'South', (18, 9))
Element 44: (1, (18, 9), ['%', '', '', '%'], [(18, 3), (15, 4), (17, 1)], [True, False, False, True], 12, False, [False, False, False, False], 456, 'South', (18, 8))
Element 45: (1, (18, 8), ['%', '', '', '%'], [(18, 4), (16, 4), (17, 1)], [True, False, False, True], 10, False, [False, False, False, False], 455, 'South', (18, 7))
