Element 1: (1, (5, 5), ['.', '.', '.', '.'], [(10, 10), (6, 11), (17, 1)], [False, False, False, False], 98, False, [True, True, True, True], 9, 'East', (6, 5))
Element 2: (1, (6, 5), ['', '.', '.', '%'], [(10, 11), (7, 11), (16, 1)], [False, False, False, True], 96, False, [False, True, True, False], 48, 'North', (6, 6))
Element 3: (1, (6, 6), ['.', '', '.', '%'], [(11, 11), (8, 11), (15, 1)], [False, False, False, True], 94, False, [True, False, True, False], 87, 'North', (6, 7))
Element 4: (1, (6, 7), ['.', '', '.', ''], [(12, 11), (9, 11), (15, 2)], [False, False, False, False], 92, False, [True, False, True, False], 126, 'North', (6, 8))
Element 5: (1, (6, 8), ['%', '', '.', '%'], [(13, 11), (9, 10), (15, 3)], [True, False, False, True], 90, False, [False, False, True, False], 165, 'North', (6, 9))
Element 6: (1, (6, 9), ['.', '', '.', '.'], [(13, 10), (9, 9), (16, 3)], [False, False, False, False], 88, False, [True, False, True, True], 204, 'East', (7, 9))
Element 7: (1, (7, 9), ['', '%', '%', '%'], [(13, 9), (10, 9), (16, 4)], [False, True, True, True], 86, False, [False, False, False, False], 233, 'West', (6, 9))
Element 8: (1, (6, 9), ['.', '', '.', ''], [(14, 9), (10, 10), (16, 5)], [False, False, False, False], 84, False, [True, False, True, False], 252, 'North', (6, 10))
Element 9: (1, (6, 10), ['%', '', '', '%'], [(15, 9), (10, 11), (16, 6)], [True, False, False, True], 82, False, [False, False, False, False], 281, 'North', (6, 11))
Element 10: (1, (6, 11), ['%', '', '%', ''], [(16, 9), (11, 11), (16, 7)], [True, False, True, False], 80, False, [False, False, False, False], 300, 'East', (7, 11))
Element 11: (1, (7, 11), ['', '%', '%', ''], [(16, 8), (12, 11), (17, 7)], [False, True, True, False], 78, False, [False, False, False, False], 319, 'East', (8, 11))
Element 12: (1, (8, 11), ['', '%', '%', ''], [(16, 7), (13, 11), (18, 7)], [False, True, True, False], 76, False, [False, False, False, False], 328, 'East', (9, 11))
Element 13: (1, (9, 11), ['', '', '%', ''], [(15, 7), (13, 10), (18, 8)], [False, False, True, False], 74, False, [False, False, False, False], 347, 'East', (10, 11))
Element 14: (1, (10, 11), ['', '', '%', ''], [(15, 6), (13, 9), (18, 9)], [False, False, True, False], 72, False, [False, False, False, False], 366, 'East', (11, 11))
Element 15: (1, (11, 11), ['', '%', '%', ''], [(15, 5), (13, 8), (18, 10)], [False, True, True, False], 70, False, [False, False, False, False], 395, 'East', (12, 11))
Element 16: (1, (12, 11), ['', '%', '%', ''], [(15, 4), (13, 7), (18, 11)], [False, True, True, False], 68, False, [False, False, False, False], 414, 'East', (13, 11))
Element 17: (1, (13, 11), ['', '', '%', '%'], [(16, 4), (13, 6), (17, 11)], [False, False, True, True], 66, False, [False, False, False, False], 433, 'South', (13, 10))
Element 18: (1, (13, 10), ['%', '', '', '%'], [(16, 5), (13, 5), (16, 11)], [True, False, False, True], 64, False, [False, False, False, False], 452, 'South', (13, 9))
Element 19: (1, (13, 9), ['.', '', '', ''], [(16, 6), (13, 4), (15, 11)], [False, False, False, False], 62, False, [True, False, False, False], 471, 'West', (12, 9))
Element 20: (1, (12, 9), ['%', '%', '%', ''], [(16, 5), (13, 3), (15, 10)], [True, True, True, False], 60, False, [False, False, False, False], 500, 'East', (13, 9))
Element 21: (1, (13, 9), ['', '', '', ''], [(16, 4), (13, 2), (15, 9)], [False, False, False, False], 58, False, [False, False, False, False], 509, 'East', (14, 9))
Element 22: (1, (14, 9), ['', '%', '%', ''], [(16, 3), (13, 1), (16, 9)], [False, True, True, False], 56, False, [False, False, False, False], 518, 'East', (15, 9))
Element 23: (1, (15, 9), ['', '%', '', ''], [(15, 3), (12, 1), (16, 8)], [False, True, False, False], 54, False, [False, False, False, False], 527, 'East', (16, 9))
Element 24: (1, (16, 9), ['', '', '%', '%'], [(15, 2), (11, 1), (16, 7)], [False, False, True, True], 52, False, [False, False, False, False], 536, 'South', (16, 8))
Element 25: (1, (16, 8), ['%', '', '', '%'], [(15, 1), (10, 1), (16, 8)], [True, False, False, True], 50, False, [False, False, False, False], 545, 'South', (16, 7))
Element 26: (1, (16, 7), ['', '', '', ''], [(16, 1), (9, 1), (16, 9)], [False, False, False, False], 48, False, [False, False, False, False], 554, 'East', (17, 7))
Element 27: (1, (17, 7), ['', '%', '%', ''], [(17, 1), (8, 1), (16, 9)], [False, True, True, False], 46, False, [False, False, False, False], 563, 'East', (18, 7))
Element 28: (1, (18, 7), ['', '.', '', '%'], [(18, 1), (7, 1), (16, 9)], [False, False, False, True], 44, False, [False, True, False, False], 572, 'South', (18, 6))
Element 29: (1, (18, 6), ['%', '.', '', '%'], [(18, 2), (6, 1), (16, 9)], [True, False, False, True], 42, False, [False, True, False, False], 601, 'South', (18, 5))
Element 30: (1, (18, 5), ['%', '.', '', '%'], [(18, 3), (6, 2), (16, 9)], [True, False, False, True], 40, False, [False, True, False, False], 630, 'South', (18, 4))
Element 31: (1, (18, 4), ['%', '', '', '%'], [(18, 2), (6, 3), (16, 9)], [True, False, False, True], 38, False, [False, False, False, False], 649, 'South', (18, 3))
Element 32: (1, (18, 3), ['%', '', '', '%'], [(18, 1), (7, 3), (16, 9)], [True, False, False, True], 36, False, [False, False, False, False], 658, 'South', (18, 2))
Element 33: (1, (18, 2), ['%', '', '', '%'], [(17, 1), (8, 3), (16, 8)], [True, False, False, True], 34, False, [False, False, False, False], 667, 'South', (18, 1))
Element 34: (1, (18, 1), ['', '%', '', '%'], [(16, 1), (9, 3), (16, 7)], [False, True, False, True], 32, False, [False, False, False, False], 676, 'West', (17, 1))
Element 35: (1, (17, 1), ['', '%', '%', ''], [(15, 1), (10, 3), (16, 6)], [False, True, True, False], 30, False, [False, False, False, False], 685, 'West', (16, 1))
Element 36: (1, (16, 1), ['', '%', '%', ''], [(15, 2), (11, 3), (16, 7)], [False, True, True, False], 28, False, [False, False, False, False], 694, 'West', (15, 1))
Element 37: (1, (15, 1), ['%', '%', '', ''], [(15, 3), (12, 3), (17, 7)], [True, True, False, False], 26, False, [False, False, False, False], 703, 'North', (15, 2))
Element 38: (1, (15, 2), ['%', '', '', '%'], [(16, 3), (11, 3), (16, 7)], [True, False, False, True], 24, False, [False, False, False, False], 702, 'North', (15, 3))
Element 39: (1, (15, 3), ['%', '', '', ''], [(16, 4), (10, 3), (16, 8)], [True, False, False, False], 22, False, [False, False, False, False], 701, 'East', (16, 3))
Element 40: (1, (16, 3), ['', '%', '', '%'], [(15, 4), (9, 3), (16, 7)], [False, True, False, True], 20, False, [False, False, False, False], 700, 'North', (16, 4))
Element 41: (1, (16, 4), ['', '', '', '%'], [(15, 3), (8, 3), (15, 7)], [False, False, False, True], 18, False, [False, False, False, False], 699, 'North', (16, 5))
Element 42: (1, (16, 5), ['', '', '', '%'], [(15, 4), (8, 4), (15, 6)], [False, False, False, True], 16, False, [False, False, False, False], 698, 'North', (16, 6))
Element 43: (1, (16, 6), ['', '', '', '%'], [(15, 3), (8, 5), (15, 5)], [False, False, False, True], 14, False, [False, False, False, False], 697, 'West', (15, 6))
Element 44: (1, (15, 6), ['%', '', '', ''], [(15, 4), (9, 5), (15, 4)], [True, False, False, False], 12, False, [False, False, False, False], 696, 'North', (15, 7))
Element 45: (1, (15, 7), ['%', '', '%', ''], [(15, 3), (10, 5), (15, 5)], [True, False, True, False], 10, False, [False, False, False, False], 695, 'South', (15, 6))
Element 46: (1, (15, 6), ['%', '', '', ''], [(15, 2), (11, 5), (15, 4)], [True, False, False, False], 8, False, [False, False, False, False], 694, 'South', (15, 5))
Element 47: (1, (15, 5), ['%', '', '', ''], [(15, 3), (10, 5), (15, 5)], [True, False, False, False], 6, False, [False, False, False, False], 693, 'South', (15, 4))
Element 48: (1, (15, 4), ['%', '', '', ''], [(15, 2), (9, 5), (15, 6)], [True, False, False, False], 4, False, [False, False, False, False], 692, 'North', (15, 5))
Element 49: (1, (15, 5), ['%', '', '', ''], [(15, 3), (8, 5), (16, 6)], [True, False, False, False], 2, False, [False, False, False, False], 691, 'North', (15, 6))
Element 50: (1, (15, 6), ['%', '', '', ''], [(15, 3), (8, 4), (16, 5)], [True, False, False, False], 0, False, [False, False, False, False], 690, 'Stop', (15, 6))
Element 51: #0#
