Element 1: (2, (15, 6), ['%', '.', '.', '.'], [(13, 11), (9, 3), (18, 6)], [True, False, False, False], 98, False, [False, True, True, True], 19, 'East', (16, 6))
Element 2: (2, (16, 6), ['', '.', '.', '%'], [(12, 11), (10, 3), (18, 7)], [False, False, False, True], 96, False, [False, True, True, False], 58, 'North', (16, 7))
Element 3: (2, (16, 7), ['.', '', '.', '.'], [(11, 11), (11, 3), (18, 8)], [False, False, False, False], 94, False, [True, False, True, True], 97, 'East', (17, 7))
Element 4: (2, (17, 7), ['', '%', '%', ''], [(10, 11), (12, 3), (18, 9)], [False, True, True, False], 92, False, [False, False, False, False], 136, 'East', (18, 7))
Element 5: (2, (18, 7), ['', '', '', '%'], [(10, 10), (13, 3), (18, 10)], [False, False, False, True], 90, False, [False, False, False, False], 165, 'North', (18, 8))
Element 6: (2, (18, 8), ['%', '', '', '%'], [(10, 9), (13, 4), (18, 11)], [True, False, False, True], 88, False, [False, False, False, False], 184, 'North', (18, 9))
Element 7: (2, (18, 9), ['%', '', '', '%'], [(9, 9), (13, 5), (17, 11)], [True, False, False, True], 86, False, [False, False, False, False], 213, 'North', (18, 10))
Element 8: (2, (18, 10), ['%', '', '', '%'], [(9, 10), (13, 6), (16, 11)], [True, False, False, True], 84, False, [False, False, False, False], 242, 'North', (18, 11))
Element 9: (2, (18, 11), ['', '', '%', '%'], [(9, 11), (13, 7), (15, 11)], [False, False, True, True], 82, False, [False, False, False, False], 271, 'West', (17, 11))
Element 10: (2, (17, 11), ['', '%', '%', ''], [(8, 11), (13, 8), (15, 10)], [False, True, True, False], 80, False, [False, False, False, False], 300, 'West', (16, 11))
Element 11: (2, (16, 11), ['', '%', '%', ''], [(7, 11), (13, 9), (15, 9)], [False, True, True, False], 78, False, [False, False, False, False], 329, 'West', (15, 11))
Element 12: (2, (15, 11), ['%', '', '%', ''], [(6, 11), (14, 9), (16, 9)], [True, False, True, False], 76, False, [False, False, False, False], 358, 'South', (15, 10))
Element 13: (2, (15, 10), ['%', 'G', '', '%'], [(6, 10), (15, 9), (16, 8)], [True, False, False, True], 74, False, [False, False, False, False], 377, 'North', (15, 11))
Element 14: (2, (15, 11), ['%', '', '%', ''], [(6, 9), (16, 9), (16, 7)], [True, False, True, False], 72, False, [False, False, False, False], 386, 'East', (16, 11))
Element 15: (2, (16, 11), ['', '%', '%', ''], [(7, 9), (16, 8), (15, 7)], [False, True, True, False], 70, False, [False, False, False, False], 405, 'East', (17, 11))
Element 16: (2, (17, 11), ['', '%', '%', ''], [(6, 9), (16, 7), (15, 6)], [False, True, True, False], 68, False, [False, False, False, False], 404, 'East', (18, 11))
Element 17: (2, (18, 11), ['', '', '%', '%'], [(6, 8), (17, 7), (15, 5)], [False, False, True, True], 66, False, [False, False, False, False], 423, 'South', (18, 10))
Element 18: (2, (18, 10), ['%', '', '', '%'], [(6, 7), (18, 7), (16, 5)], [True, False, False, True], 64, False, [False, False, False, False], 442, 'South', (18, 9))
Element 19: (2, (18, 9), ['%', 'G', '', '%'], [(6, 6), (18, 8), (16, 4)], [True, False, False, True], 62, False, [False, False, False, False], 461, 'North', (18, 10))
Element 20: (2, (18, 10), ['%', 'G', '', '%'], [(6, 5), (18, 9), (16, 3)], [True, False, False, True], 60, False, [False, False, False, False], 480, 'South', (18, 9))
Element 21: (2, (18, 9), ['%', '', 'G', '%'], [(6, 4), (18, 10), (15, 3)], [True, False, False, True], 58, False, [False, False, False, False], 499, 'South', (18, 8))
Element 22: (2, (18, 8), ['%', '', '', '%'], [(6, 3), (18, 11), (15, 4)], [True, False, False, True], 56, False, [False, False, False, False], 518, 'South', (18, 7))
Element 23: (2, (18, 7), ['', '', '', '%'], [(7, 3), (17, 11), (15, 3)], [False, False, False, True], 54, False, [False, False, False, False], 527, 'West', (17, 7))
Element 24: (2, (17, 7), ['', '%', '%', ''], [(8, 3), (16, 11), (15, 2)], [False, True, True, False], 52, False, [False, False, False, False], 536, 'West', (16, 7))
Element 25: (2, (16, 7), ['', '', '', ''], [(9, 3), (15, 11), (15, 1)], [False, False, False, False], 50, False, [False, False, False, False], 545, 'North', (16, 8))
Element 26: (2, (16, 8), ['%', '', '', '%'], [(10, 3), (15, 10), (16, 1)], [True, False, False, True], 48, False, [False, False, False, False], 554, 'North', (16, 9))
Element 27: (2, (16, 9), ['', '', '%', '%'], [(11, 3), (15, 11), (17, 1)], [False, False, True, True], 46, False, [False, False, False, False], 563, 'West', (15, 9))
Element 28: (2, (15, 9), ['', '%', '', ''], [(12, 3), (16, 11), (18, 1)], [False, True, False, False], 44, False, [False, False, False, False], 562, 'West', (14, 9))
Element 29: (2, (14, 9), ['', '%', '%', ''], [(13, 3), (17, 11), (18, 2)], [False, True, True, False], 42, False, [False, False, False, False], 571, 'West', (13, 9))
Element 30: (2, (13, 9), ['.', '', '', ''], [(13, 2), (18, 11), (18, 3)], [False, False, False, False], 40, False, [True, False, False, False], 590, 'West', (12, 9))
Element 31: (2, (12, 9), ['%', '%', '%', ''], [(13, 1), (18, 10), (18, 4)], [True, True, True, False], 38, False, [False, False, False, False], 619, 'East', (13, 9))
Element 32: (2, (13, 9), ['', '', '', ''], [(12, 1), (18, 9), (18, 5)], [False, False, False, False], 36, False, [False, False, False, False], 638, 'North', (13, 10))
Element 33: (2, (13, 10), ['%', '', '', '%'], [(11, 1), (18, 8), (18, 4)], [True, False, False, True], 34, False, [False, False, False, False], 647, 'North', (13, 11))
Element 34: (2, (13, 11), ['', '', '%', '%'], [(10, 1), (18, 7), (18, 3)], [False, False, True, True], 32, False, [False, False, False, False], 656, 'West', (12, 11))
Element 35: (2, (12, 11), ['', '%', '%', ''], [(9, 1), (18, 6), (18, 2)], [False, True, True, False], 30, False, [False, False, False, False], 665, 'West', (11, 11))
Element 36: (2, (11, 11), ['', '%', '%', ''], [(8, 1), (18, 5), (18, 1)], [False, True, True, False], 28, False, [False, False, False, False], 674, 'West', (10, 11))
Element 37: (2, (10, 11), ['', '', '%', ''], [(7, 1), (18, 4), (17, 1)], [False, False, True, False], 26, False, [False, False, False, False], 683, 'South', (10, 10))
Element 38: (2, (10, 10), ['', '', '', '%'], [(6, 1), (18, 3), (16, 1)], [False, False, False, True], 24, False, [False, False, False, False], 692, 'South', (10, 9))
Element 39: (2, (10, 9), ['', '', '', '%'], [(6, 2), (18, 2), (15, 1)], [False, False, False, True], 22, False, [False, False, False, False], 701, 'South', (10, 8))
Element 40: (2, (10, 8), ['', '.', '', '%'], [(6, 1), (18, 1), (15, 2)], [False, False, False, True], 20, False, [False, True, False, False], 700, 'South', (10, 7))
Element 41: (2, (10, 7), ['.', '%', '', '.'], [(7, 1), (17, 1), (15, 3)], [False, True, False, False], 18, False, [True, False, False, True], 709, 'East', (11, 7))
Element 42: (2, (11, 7), ['', '%', '%', '%'], [(8, 1), (16, 1), (16, 3)], [False, True, True, True], 16, False, [False, False, False, False], 718, 'West', (10, 7))
Element 43: (2, (10, 7), ['.', '%', '', ''], [(9, 1), (15, 1), (16, 4)], [False, True, False, False], 14, False, [True, False, False, False], 717, 'West', (9, 7))
Element 44: (2, (9, 7), ['%', '%', '', ''], [(10, 1), (15, 2), (15, 4)], [True, True, False, False], 12, False, [False, False, False, False], 726, 'North', (9, 8))
Element 45: (2, (9, 8), ['%', '', '', ''], [(11, 1), (15, 3), (16, 4)], [True, False, False, False], 10, False, [False, False, False, False], 725, 'North', (9, 9))
Element 46: (2, (9, 9), ['%', '', '', ''], [(12, 1), (16, 3), (16, 5)], [True, False, False, False], 8, False, [False, False, False, False], 724, 'North', (9, 10))
Element 47: (2, (9, 10), ['%', '', '', ''], [(13, 1), (16, 4), (16, 6)], [True, False, False, False], 6, False, [False, False, False, False], 723, 'North', (9, 11))
Element 48: (2, (9, 11), ['', '', '%', ''], [(13, 2), (15, 4), (16, 5)], [False, False, True, False], 4, False, [False, False, False, False], 722, 'West', (8, 11))
Element 49: (2, (8, 11), ['', '%', '%', ''], [(13, 3), (16, 4), (15, 5)], [False, True, True, False], 2, False, [False, False, False, False], 721, 'West', (7, 11))
Element 50: (2, (7, 11), ['', '%', '%', ''], [(13, 3), (16, 4), (15, 4)], [False, True, True, False], 0, False, [False, False, False, False], 720, 'Stop', (7, 11))
Element 51: #0#
