Element 1: (1, (1, 7), ['%', '.', '.', '.'], [(15, 9), (13, 1), (15, 7)], [True, False, False, False], 98, False, [False, True, True, True], 9, 'East', (2, 7))
Element 2: (1, (2, 7), ['', '%', '%', '.'], [(16, 9), (13, 2), (16, 7)], [False, True, True, False], 96, False, [False, False, False, True], 48, 'East', (3, 7))
Element 3: (1, (3, 7), ['', '.', '.', '.'], [(16, 8), (13, 3), (17, 7)], [False, False, False, False], 94, False, [False, True, True, True], 87, 'East', (4, 7))
Element 4: (1, (4, 7), ['', '.', '%', '.'], [(16, 7), (13, 4), (18, 7)], [False, False, True, False], 92, False, [False, True, False, True], 116, 'East', (5, 7))
Element 5: (1, (5, 7), ['', '.', '%', '.'], [(16, 6), (13, 5), (18, 8)], [False, False, True, False], 90, False, [False, True, False, True], 155, 'East', (6, 7))
Element 6: (1, (6, 7), ['', '.', '.', ''], [(16, 5), (13, 6), (18, 9)], [False, False, False, False], 88, False, [False, True, True, False], 194, 'North', (6, 8))
Element 7: (1, (6, 8), ['%', '', '.', '%'], [(16, 4), (13, 7), (18, 10)], [True, False, False, True], 86, False, [False, False, True, False], 233, 'North', (6, 9))
Element 8: (1, (6, 9), ['.', '', '.', '.'], [(16, 3), (13, 8), (18, 11)], [False, False, False, False], 84, False, [True, False, True, True], 262, 'East', (7, 9))
Element 9: (1, (7, 9), ['', '%', '%', '%'], [(15, 3), (13, 9), (17, 11)], [False, True, True, True], 82, False, [False, False, False, False], 301, 'West', (6, 9))
Element 10: (1, (6, 9), ['.', '', '.', ''], [(15, 4), (13, 10), (16, 11)], [False, False, False, False], 80, False, [True, False, True, False], 330, 'North', (6, 10))
Element 11: (1, (6, 10), ['%', '', '.', '%'], [(15, 5), (13, 11), (15, 11)], [True, False, False, True], 78, False, [False, False, True, False], 369, 'North', (6, 11))
Element 12: (1, (6, 11), ['%', '', '%', '.'], [(15, 6), (12, 11), (15, 10)], [True, False, True, False], 76, False, [False, False, False, True], 408, 'East', (7, 11))
Element 13: (1, (7, 11), ['', '%', '%', '.'], [(15, 7), (11, 11), (15, 9)], [False, True, True, False], 74, False, [False, False, False, True], 427, 'East', (8, 11))
Element 14: (1, (8, 11), ['', '%', '%', '.'], [(15, 6), (10, 11), (16, 9)], [False, True, True, False], 72, False, [False, False, False, True], 446, 'East', (9, 11))
Element 15: (1, (9, 11), ['', '.', '%', ''], [(15, 5), (10, 10), (16, 8)], [False, False, True, False], 70, False, [False, True, False, False], 465, 'South', (9, 10))
Element 16: (1, (9, 10), ['%', '.', '', ''], [(15, 4), (10, 9), (16, 9)], [True, False, False, False], 68, False, [False, True, False, False], 484, 'South', (9, 9))
Element 17: (1, (9, 9), ['%', '', '', ''], [(15, 3), (10, 8), (15, 9)], [True, False, False, False], 66, False, [False, False, False, False], 493, 'East', (10, 9))
Element 18: (1, (10, 9), ['', '', '', '%'], [(15, 2), (10, 7), (14, 9)], [False, False, False, True], 64, False, [False, False, False, False], 512, 'North', (10, 10))
Element 19: (1, (10, 10), ['', '', '', '%'], [(15, 1), (11, 7), (13, 9)], [False, False, False, True], 62, False, [False, False, False, False], 531, 'North', (10, 11))
Element 20: (1, (10, 11), ['', '', '%', ''], [(16, 1), (10, 7), (12, 9)], [False, False, True, False], 60, False, [False, False, False, False], 550, 'East', (11, 11))
Element 21: (1, (11, 11), ['', '%', '%', ''], [(17, 1), (9, 7), (13, 9)], [False, True, True, False], 58, False, [False, False, False, False], 569, 'East', (12, 11))
Element 22: (1, (12, 11), ['', '%', '%', ''], [(18, 1), (9, 8), (13, 10)], [False, True, True, False], 56, False, [False, False, False, False], 568, 'East', (13, 11))
Element 23: (1, (13, 11), ['', '', '%', '%'], [(18, 2), (9, 9), (13, 9)], [False, False, True, True], 54, False, [False, False, False, False], 577, 'South', (13, 10))
Element 24: (1, (13, 10), ['%', '', '', '%'], [(18, 3), (9, 10), (13, 8)], [True, False, False, True], 52, False, [False, False, False, False], 586, 'South', (13, 9))
Element 25: (1, (13, 9), ['', '', '', ''], [(18, 4), (9, 11), (13, 7)], [False, False, False, False], 50, False, [False, False, False, False], 595, 'East', (14, 9))
Element 26: (1, (14, 9), ['', '%', '%', ''], [(18, 5), (8, 11), (13, 6)], [False, True, True, False], 48, False, [False, False, False, False], 604, 'East', (15, 9))
Element 27: (1, (15, 9), ['', '%', '', ''], [(18, 6), (7, 11), (13, 5)], [False, True, False, False], 46, False, [False, False, False, False], 613, 'East', (16, 9))
Element 28: (1, (16, 9), ['', '', '%', '%'], [(18, 7), (6, 11), (13, 4)], [False, False, True, True], 44, False, [False, False, False, False], 612, 'South', (16, 8))
Element 29: (1, (16, 8), ['%', '', '', '%'], [(18, 8), (6, 10), (13, 3)], [True, False, False, True], 42, False, [False, False, False, False], 611, 'South', (16, 7))
Element 30: (1, (16, 7), ['', '', '', ''], [(18, 9), (6, 9), (12, 3)], [False, False, False, False], 40, False, [False, False, False, False], 620, 'East', (17, 7))
Element 31: (1, (17, 7), ['', '%', '%', ''], [(18, 10), (5, 9), (11, 3)], [False, True, True, False], 38, False, [False, False, False, False], 639, 'East', (18, 7))
Element 32: (1, (18, 7), ['', '', '', '%'], [(18, 11), (4, 9), (10, 3)], [False, False, False, True], 36, False, [False, False, False, False], 658, 'North', (18, 8))
Element 33: (1, (18, 8), ['%', '', '', '%'], [(17, 11), (4, 10), (9, 3)], [True, False, False, True], 34, False, [False, False, False, False], 677, 'North', (18, 9))
Element 34: (1, (18, 9), ['%', '', '', '%'], [(16, 11), (4, 11), (8, 3)], [True, False, False, True], 32, False, [False, False, False, False], 696, 'North', (18, 10))
Element 35: (1, (18, 10), ['%', '', '', '%'], [(15, 11), (3, 11), (7, 3)], [True, False, False, True], 30, False, [False, False, False, False], 715, 'North', (18, 11))
Element 36: (1, (18, 11), ['', '', '%', '%'], [(15, 10), (2, 11), (6, 3)], [False, False, True, True], 28, False, [False, False, False, False], 734, 'West', (17, 11))
Element 37: (1, (17, 11), ['', '%', '%', ''], [(15, 11), (1, 11), (6, 4)], [False, True, True, False], 26, False, [False, False, False, False], 743, 'West', (16, 11))
Element 38: (1, (16, 11), ['', '%', '%', ''], [(15, 10), (1, 10), (6, 5)], [False, True, True, False], 24, False, [False, False, False, False], 762, 'West', (15, 11))
Element 39: (1, (15, 11), ['%', '', '%', ''], [(15, 11), (1, 9), (6, 6)], [True, False, True, False], 22, False, [False, False, False, False], 781, 'South', (15, 10))
Element 40: (1, (15, 10), ['%', '', '', '%'], [(16, 11), (1, 8), (5, 6)], [True, False, False, True], 20, False, [False, False, False, False], 800, 'North', (15, 11))
Element 41: (1, (15, 11), ['%', '', '%', 'G'], [(16, 11), (1, 7), (5, 5)], [True, False, True, False], 18, False, [False, False, False, False], 809, 'South', (15, 10))
Element 42: (1, (15, 10), ['%', '', '', '%'], [(16, 11), (1, 6), (5, 4)], [True, False, False, True], 16, False, [False, False, False, False], 828, 'North', (15, 11))
