Element 1: (3, (15, 7), ['%', '.', '%', '.'], [(15, 9), (2, 7), (13, 2)], [True, False, True, False], 98, False, [False, True, False, True], 29, 'East', (16, 7))
Element 2: (3, (16, 7), ['', '.', '.', '.'], [(16, 9), (3, 7), (13, 3)], [False, False, False, False], 96, False, [False, True, True, True], 68, 'East', (17, 7))
Element 3: (3, (17, 7), ['', '%', '%', '.'], [(16, 8), (4, 7), (13, 4)], [False, True, True, False], 94, False, [False, False, False, True], 107, 'East', (18, 7))
Element 4: (3, (18, 7), ['', '.', '.', '%'], [(16, 7), (5, 7), (13, 5)], [False, False, False, True], 92, False, [False, True, True, False], 136, 'North', (18, 8))
Element 5: (3, (18, 8), ['%', '', '.', '%'], [(16, 6), (6, 7), (13, 6)], [True, False, False, True], 90, False, [False, False, True, False], 175, 'North', (18, 9))
Element 6: (3, (18, 9), ['%', '', '.', '%'], [(16, 5), (6, 8), (13, 7)], [True, False, False, True], 88, False, [False, False, True, False], 214, 'North', (18, 10))
Element 7: (3, (18, 10), ['%', '', '', '%'], [(16, 4), (6, 9), (13, 8)], [True, False, False, True], 86, False, [False, False, False, False], 253, 'North', (18, 11))
Element 8: (3, (18, 11), ['.', '', '%', '%'], [(16, 3), (7, 9), (13, 9)], [False, False, True, True], 84, False, [True, False, False, False], 282, 'West', (17, 11))
Element 9: (3, (17, 11), ['.', '%', '%', ''], [(15, 3), (6, 9), (13, 10)], [False, True, True, False], 82, False, [True, False, False, False], 311, 'West', (16, 11))
Element 10: (3, (16, 11), ['.', '%', '%', ''], [(15, 4), (6, 10), (13, 11)], [False, True, True, False], 80, False, [True, False, False, False], 350, 'West', (15, 11))
Element 11: (3, (15, 11), ['%', '.', '%', ''], [(15, 5), (6, 11), (12, 11)], [True, False, True, False], 78, False, [False, True, False, False], 389, 'South', (15, 10))
Element 12: (3, (15, 10), ['%', '', '', '%'], [(15, 6), (7, 11), (11, 11)], [True, False, False, True], 76, False, [False, False, False, False], 428, 'South', (15, 9))
Element 13: (3, (15, 9), ['', '%', '', ''], [(15, 7), (8, 11), (10, 11)], [False, True, False, False], 74, False, [False, False, False, False], 447, 'East', (16, 9))
Element 14: (3, (16, 9), ['', '', '%', '%'], [(15, 6), (9, 11), (10, 10)], [False, False, True, True], 72, False, [False, False, False, False], 466, 'South', (16, 8))
Element 15: (3, (16, 8), ['%', '', '', '%'], [(15, 5), (9, 10), (10, 9)], [True, False, False, True], 70, False, [False, False, False, False], 485, 'North', (16, 9))
Element 16: (3, (16, 9), ['', '', '%', '%'], [(15, 4), (9, 9), (10, 8)], [False, False, True, True], 68, False, [False, False, False, False], 494, 'West', (15, 9))
Element 17: (3, (15, 9), ['', '%', '', ''], [(15, 3), (10, 9), (10, 7)], [False, True, False, False], 66, False, [False, False, False, False], 503, 'West', (14, 9))
Element 18: (3, (14, 9), ['', '%', '%', ''], [(15, 2), (10, 10), (11, 7)], [False, True, True, False], 64, False, [False, False, False, False], 522, 'West', (13, 9))
Element 19: (3, (13, 9), ['.', '', '', ''], [(15, 1), (10, 11), (10, 7)], [False, False, False, False], 62, False, [True, False, False, False], 531, 'West', (12, 9))
Element 20: (3, (12, 9), ['%', '%', '%', ''], [(16, 1), (11, 11), (9, 7)], [True, True, True, False], 60, False, [False, False, False, False], 560, 'East', (13, 9))
Element 21: (3, (13, 9), ['', '', '', ''], [(17, 1), (12, 11), (9, 8)], [False, False, False, False], 58, False, [False, False, False, False], 569, 'North', (13, 10))
Element 22: (3, (13, 10), ['%', '', 'G', '%'], [(18, 1), (13, 11), (9, 9)], [True, False, False, True], 56, False, [False, False, False, False], 568, 'South', (13, 9))
Element 23: (3, (13, 9), ['', '', 'G', ''], [(18, 2), (13, 10), (9, 10)], [False, False, False, False], 54, False, [False, False, False, False], 577, 'South', (13, 8))
Element 24: (3, (13, 8), ['%', '', 'G', '%'], [(18, 3), (13, 9), (9, 11)], [True, False, False, True], 52, False, [False, False, False, False], 586, 'South', (13, 7))
Element 25: (3, (13, 7), ['%', '', '', '%'], [(18, 4), (14, 9), (8, 11)], [True, False, False, True], 50, False, [False, False, False, False], 595, 'South', (13, 6))
Element 26: (3, (13, 6), ['%', '', '', '%'], [(18, 5), (15, 9), (7, 11)], [True, False, False, True], 48, False, [False, False, False, False], 604, 'South', (13, 5))
Element 27: (3, (13, 5), ['%', '', '', '%'], [(18, 6), (16, 9), (6, 11)], [True, False, False, True], 46, False, [False, False, False, False], 613, 'South', (13, 4))
Element 28: (3, (13, 4), ['%', '', '', '%'], [(18, 7), (16, 8), (6, 10)], [True, False, False, True], 44, False, [False, False, False, False], 612, 'South', (13, 3))
Element 29: (3, (13, 3), ['.', '', '', '%'], [(18, 8), (16, 7), (6, 9)], [False, False, False, True], 42, False, [True, False, False, False], 611, 'West', (12, 3))
Element 30: (3, (12, 3), ['.', '%', '%', ''], [(18, 9), (17, 7), (5, 9)], [False, True, True, False], 40, False, [True, False, False, False], 630, 'West', (11, 3))
Element 31: (3, (11, 3), ['.', '%', '%', ''], [(18, 10), (18, 7), (4, 9)], [False, True, True, False], 38, False, [True, False, False, False], 649, 'West', (10, 3))
Element 32: (3, (10, 3), ['.', '%', '%', ''], [(18, 11), (18, 8), (4, 10)], [False, True, True, False], 36, False, [True, False, False, False], 668, 'West', (9, 3))
Element 33: (3, (9, 3), ['.', '%', '%', ''], [(17, 11), (18, 9), (4, 11)], [False, True, True, False], 34, False, [True, False, False, False], 687, 'West', (8, 3))
Element 34: (3, (8, 3), ['.', '%', '', ''], [(16, 11), (18, 10), (3, 11)], [False, True, False, False], 32, False, [True, False, False, False], 706, 'West', (7, 3))
Element 35: (3, (7, 3), ['.', '%', '%', ''], [(15, 11), (18, 11), (2, 11)], [False, True, True, False], 30, False, [True, False, False, False], 725, 'West', (6, 3))
Element 36: (3, (6, 3), ['.', '.', '.', ''], [(15, 10), (17, 11), (1, 11)], [False, False, False, False], 28, False, [True, True, True, False], 734, 'North', (6, 4))
Element 37: (3, (6, 4), ['.', '', '.', '%'], [(15, 11), (16, 11), (1, 10)], [False, False, False, True], 26, False, [True, False, True, False], 753, 'North', (6, 5))
Element 38: (3, (6, 5), ['.', '', '.', '%'], [(15, 10), (15, 11), (1, 9)], [False, False, False, True], 24, False, [True, False, True, False], 772, 'North', (6, 6))
Element 39: (3, (6, 6), ['.', '', '', '%'], [(15, 11), (15, 10), (1, 8)], [False, False, False, True], 22, False, [True, False, False, False], 791, 'West', (5, 6))
Element 40: (3, (5, 6), ['.', '.', '', ''], [(16, 11), (15, 11), (1, 7)], [False, False, False, False], 20, False, [True, True, False, False], 800, 'South', (5, 5))
Element 41: (3, (5, 5), ['.', '.', '', ''], [(16, 11), (15, 10), (1, 6)], [False, False, False, False], 18, False, [True, True, False, False], 819, 'South', (5, 4))
Element 42: (3, (5, 4), ['.', '.', '', ''], [(16, 11), (15, 11), (1, 5)], [False, False, False, False], 16, False, [True, True, False, False], 838, 'South', (5, 3))
Element 43: (3, (5, 3), ['.', '%', '', ''], [(16, 11), (16, 11), (1, 4)], [False, True, False, False], 14, False, [True, False, False, False], 857, 'West', (4, 3))
Element 44: (3, (4, 3), ['.', '.', '.', ''], [(16, 11), (16, 11), (1, 3)], [False, False, False, False], 12, False, [True, True, True, False], 876, 'North', (4, 4))
Element 45: (3, (4, 4), ['.', '', '.', ''], [(16, 11), (16, 11), (1, 2)], [False, False, False, False], 10, False, [True, False, True, False], 895, 'North', (4, 5))
Element 46: (3, (4, 5), ['.', '', '.', ''], [(16, 11), (16, 11), (2, 2)], [False, False, False, False], 8, False, [True, False, True, False], 1904, 'North', (4, 6))
Element 47: #1#
