Element 1: (3, (16, 5), ['.', '.', '.', '%'], [(6, 3), (4, 5), (6, 11)], [False, False, False, True], 98, False, [True, True, True, False], 29, 'North', (16, 6))
Element 2: (3, (16, 6), ['.', '', '.', '%'], [(7, 3), (5, 5), (7, 11)], [False, False, False, True], 96, False, [True, False, True, False], 68, 'North', (16, 7))
Element 3: (3, (16, 7), ['.', '', '.', '.'], [(8, 3), (6, 5), (8, 11)], [False, False, False, False], 94, False, [True, False, True, True], 107, 'East', (17, 7))
Element 4: (3, (17, 7), ['', '%', '%', '.'], [(9, 3), (6, 6), (9, 11)], [False, True, True, False], 92, False, [False, False, False, True], 146, 'East', (18, 7))
Element 5: (3, (18, 7), ['', '.', '.', '%'], [(10, 3), (6, 7), (10, 11)], [False, False, False, True], 90, False, [False, True, True, False], 185, 'North', (18, 8))
Element 6: (3, (18, 8), ['%', '', '.', '%'], [(11, 3), (6, 8), (11, 11)], [True, False, False, True], 88, False, [False, False, True, False], 224, 'North', (18, 9))
Element 7: (3, (18, 9), ['%', '', '.', '%'], [(12, 3), (6, 9), (12, 11)], [True, False, False, True], 86, False, [False, False, True, False], 263, 'North', (18, 10))
Element 8: (3, (18, 10), ['%', '', '', '%'], [(13, 3), (7, 9), (13, 11)], [True, False, False, True], 84, False, [False, False, False, False], 302, 'North', (18, 11))
Element 9: (3, (18, 11), ['.', '', '%', '%'], [(13, 4), (6, 9), (13, 10)], [False, False, True, True], 82, False, [True, False, False, False], 321, 'West', (17, 11))
Element 10: (3, (17, 11), ['.', '%', '%', ''], [(13, 5), (5, 9), (13, 9)], [False, True, True, False], 80, False, [True, False, False, False], 360, 'West', (16, 11))
Element 11: (3, (16, 11), ['.', '%', '%', ''], [(13, 6), (4, 9), (14, 9)], [False, True, True, False], 78, False, [True, False, False, False], 399, 'West', (15, 11))
Element 12: (3, (15, 11), ['%', '.', '%', ''], [(13, 7), (4, 10), (15, 9)], [True, False, True, False], 76, False, [False, True, False, False], 438, 'South', (15, 10))
Element 13: (3, (15, 10), ['%', '', '', '%'], [(13, 8), (4, 11), (16, 9)], [True, False, False, True], 74, False, [False, False, False, False], 477, 'South', (15, 9))
Element 14: (3, (15, 9), ['', '%', '', ''], [(13, 9), (3, 11), (16, 8)], [False, True, False, False], 72, False, [False, False, False, False], 496, 'East', (16, 9))
Element 15: (3, (16, 9), ['', '', '%', '%'], [(12, 9), (2, 11), (16, 7)], [False, False, True, True], 70, False, [False, False, False, False], 515, 'South', (16, 8))
Element 16: (3, (16, 8), ['%', '', '', '%'], [(13, 9), (1, 11), (15, 7)], [True, False, False, True], 68, False, [False, False, False, False], 524, 'North', (16, 9))
Element 17: (3, (16, 9), ['', '', '%', '%'], [(14, 9), (1, 10), (15, 6)], [False, False, True, True], 66, False, [False, False, False, False], 543, 'West', (15, 9))
Element 18: (3, (15, 9), ['', '%', '', ''], [(13, 9), (1, 9), (15, 5)], [False, True, False, False], 64, False, [False, False, False, False], 562, 'West', (14, 9))
Element 19: (3, (14, 9), ['', '%', '%', ''], [(13, 10), (1, 8), (15, 4)], [False, True, True, False], 62, False, [False, False, False, False], 581, 'West', (13, 9))
Element 20: (3, (13, 9), ['', '', '', ''], [(13, 11), (1, 7), (16, 4)], [False, False, False, False], 60, False, [False, False, False, False], 600, 'North', (13, 10))
Element 21: (3, (13, 10), ['%', '', '', '%'], [(12, 11), (2, 7), (16, 3)], [True, False, False, True], 58, False, [False, False, False, False], 619, 'North', (13, 11))
Element 22: (3, (13, 11), ['', '', '%', '%'], [(11, 11), (3, 7), (15, 3)], [False, False, True, True], 56, False, [False, False, False, False], 638, 'West', (12, 11))
Element 23: (3, (12, 11), ['', '%', '%', ''], [(10, 11), (4, 7), (15, 2)], [False, True, True, False], 54, False, [False, False, False, False], 657, 'West', (11, 11))
Element 24: (3, (11, 11), ['', '%', '%', ''], [(10, 10), (5, 7), (15, 1)], [False, True, True, False], 52, False, [False, False, False, False], 686, 'West', (10, 11))
Element 25: (3, (10, 11), ['', '', '%', ''], [(10, 9), (5, 6), (16, 1)], [False, False, True, False], 50, False, [False, False, False, False], 715, 'South', (10, 10))
Element 26: (3, (10, 10), ['.', '', '', '%'], [(9, 9), (4, 6), (17, 1)], [False, False, False, True], 48, False, [True, False, False, False], 744, 'West', (9, 10))
Element 27: (3, (9, 10), ['%', '', '', ''], [(9, 8), (3, 6), (18, 1)], [True, False, False, False], 46, False, [False, False, False, False], 763, 'North', (9, 11))
Element 28: (3, (9, 11), ['', '', '%', ''], [(9, 7), (4, 6), (18, 2)], [False, False, True, False], 44, False, [False, False, False, False], 782, 'West', (8, 11))
Element 29: (3, (8, 11), ['', '%', '%', ''], [(10, 7), (5, 6), (18, 3)], [False, True, True, False], 42, False, [False, False, False, False], 801, 'West', (7, 11))
Element 30: (3, (7, 11), ['', '%', '%', ''], [(11, 7), (5, 7), (18, 4)], [False, True, True, False], 40, False, [False, False, False, False], 820, 'West', (6, 11))
