Element 1: (2, (13, 5), ['%', '.', '.', '%'], [(5, 9), (4, 4), (15, 6)], [True, False, False, True], 98, False, [False, True, True, False], 19, 'North', (13, 6))
Element 2: (2, (13, 6), ['%', '', '.', '%'], [(6, 9), (5, 4), (16, 6)], [True, False, False, True], 96, False, [False, False, True, False], 58, 'North', (13, 7))
Element 3: (2, (13, 7), ['%', '', '.', '%'], [(7, 9), (6, 4), (16, 7)], [True, False, False, True], 94, False, [False, False, True, False], 97, 'North', (13, 8))
Element 4: (2, (13, 8), ['%', '', '.', '%'], [(6, 9), (6, 5), (17, 7)], [True, False, False, True], 92, False, [False, False, True, False], 126, 'North', (13, 9))
Element 5: (2, (13, 9), ['.', '', '.', '.'], [(6, 10), (6, 6), (18, 7)], [False, False, False, False], 90, False, [True, False, True, True], 165, 'East', (14, 9))
Element 6: (2, (14, 9), ['', '%', '%', '.'], [(6, 11), (6, 7), (18, 8)], [False, True, True, False], 88, False, [False, False, False, True], 204, 'East', (15, 9))
Element 7: (2, (15, 9), ['', '%', '.', '.'], [(7, 11), (6, 8), (18, 9)], [False, True, False, False], 86, False, [False, False, True, True], 243, 'East', (16, 9))
Element 8: (2, (16, 9), ['', '.', '%', '%'], [(8, 11), (6, 9), (18, 10)], [False, False, True, True], 84, False, [False, True, False, False], 272, 'South', (16, 8))
Element 9: (2, (16, 8), ['%', '', '', '%'], [(9, 11), (7, 9), (18, 11)], [True, False, False, True], 82, False, [False, False, False, False], 291, 'South', (16, 7))
Element 10: (2, (16, 7), ['.', '', '', ''], [(10, 11), (6, 9), (17, 11)], [False, False, False, False], 80, False, [True, False, False, False], 310, 'West', (15, 7))
Element 11: (2, (15, 7), ['%', '', '%', ''], [(11, 11), (6, 10), (16, 11)], [True, False, True, False], 78, False, [False, False, False, False], 339, 'South', (15, 6))
Element 12: (2, (15, 6), ['%', '.', '', ''], [(12, 11), (6, 11), (15, 11)], [True, False, False, False], 76, False, [False, True, False, False], 358, 'South', (15, 5))
Element 13: (2, (15, 5), ['%', '.', '', '.'], [(13, 11), (7, 11), (15, 10)], [True, False, False, False], 74, False, [False, True, False, True], 387, 'East', (16, 5))
