Element 1: (1, (13, 11), ['.', '.', '%', '%'], [(14, 9), (16, 3), (16, 7)], [False, False, True, True], 98, False, [True, True, False, False], 9, 'South', (13, 10))
Element 2: (1, (13, 10), ['%', '', '', '%'], [(15, 9), (16, 4), (17, 7)], [True, False, False, True], 96, False, [False, False, False, False], 48, 'South', (13, 9))
Element 3: (1, (13, 9), ['.', '.', '', ''], [(16, 9), (16, 5), (18, 7)], [False, False, False, False], 94, False, [True, True, False, False], 77, 'South', (13, 8))
Element 4: (1, (13, 8), ['%', '.', '', '%'], [(16, 8), (16, 6), (18, 8)], [True, False, False, True], 92, False, [False, True, False, False], 116, 'South', (13, 7))
Element 5: (1, (13, 7), ['%', '.', '', '%'], [(16, 7), (15, 6), (18, 9)], [True, False, False, True], 90, False, [False, True, False, False], 145, 'South', (13, 6))
Element 6: (1, (13, 6), ['%', '.', '', '%'], [(17, 7), (15, 7), (18, 10)], [True, False, False, True], 88, False, [False, True, False, False], 174, 'South', (13, 5))
Element 7: (1, (13, 5), ['%', '.', '', '%'], [(18, 7), (16, 7), (18, 11)], [True, False, False, True], 86, False, [False, True, False, False], 183, 'South', (13, 4))
Element 8: (1, (13, 4), ['%', '.', '', '%'], [(18, 6), (17, 7), (17, 11)], [True, False, False, True], 84, False, [False, True, False, False], 212, 'South', (13, 3))
Element 9: (1, (13, 3), ['.', '.', '', '%'], [(18, 5), (18, 7), (16, 11)], [False, False, False, True], 82, False, [True, True, False, False], 241, 'South', (13, 2))
Element 10: (1, (13, 2), ['%', '.', '', '%'], [(18, 4), (18, 8), (15, 11)], [True, False, False, True], 80, False, [False, True, False, False], 270, 'South', (13, 1))
Element 11: (1, (13, 1), ['.', '%', '', '%'], [(18, 3), (18, 9), (15, 10)], [False, True, False, True], 78, False, [True, False, False, False], 299, 'West', (12, 1))
Element 12: (1, (12, 1), ['.', '%', '%', ''], [(18, 2), (18, 10), (15, 9)], [False, True, True, False], 76, False, [True, False, False, False], 318, 'West', (11, 1))
Element 13: (1, (11, 1), ['.', '%', '%', ''], [(18, 1), (18, 11), (16, 9)], [False, True, True, False], 74, False, [True, False, False, False], 327, 'West', (10, 1))
Element 14: (1, (10, 1), ['.', '%', '%', ''], [(17, 1), (17, 11), (16, 8)], [False, True, True, False], 72, False, [True, False, False, False], 346, 'West', (9, 1))
Element 15: (1, (9, 1), ['.', '%', '%', ''], [(16, 1), (16, 11), (16, 9)], [False, True, True, False], 70, False, [True, False, False, False], 365, 'West', (8, 1))
Element 16: (1, (8, 1), ['.', '%', '%', ''], [(15, 1), (15, 11), (15, 9)], [False, True, True, False], 68, False, [True, False, False, False], 384, 'West', (7, 1))
Element 17: (1, (7, 1), ['.', '%', '%', ''], [(15, 2), (15, 10), (14, 9)], [False, True, True, False], 66, False, [True, False, False, False], 403, 'West', (6, 1))
Element 18: (1, (6, 1), ['%', '%', '.', ''], [(15, 3), (15, 9), (13, 9)], [True, True, False, False], 64, False, [False, False, True, False], 422, 'North', (6, 2))
Element 19: (1, (6, 2), ['%', '', '.', '%'], [(15, 4), (16, 9), (12, 9)], [True, False, False, True], 62, False, [False, False, True, False], 451, 'North', (6, 3))
Element 20: (1, (6, 3), ['.', '', '.', '.'], [(15, 5), (16, 8), (13, 9)], [False, False, False, False], 60, False, [True, False, True, True], 470, 'East', (7, 3))
Element 21: (1, (7, 3), ['', '%', '%', '.'], [(16, 5), (16, 9), (13, 10)], [False, True, True, False], 58, False, [False, False, False, True], 479, 'East', (8, 3))
Element 22: (1, (8, 3), ['', '%', '', '.'], [(16, 6), (15, 9), (13, 11)], [False, True, False, False], 56, False, [False, False, False, True], 488, 'East', (9, 3))
