Element 1: (2, (6, 11), ['%', '.', '%', '.'], [(16, 4), (6, 9), (12, 3)], [True, False, True, False], 98, False, [False, True, False, True], 19, 'East', (7, 11))
Element 2: (2, (7, 11), ['', '%', '%', '.'], [(16, 5), (7, 9), (13, 3)], [False, True, True, False], 96, False, [False, False, False, True], 58, 'East', (8, 11))
Element 3: (2, (8, 11), ['', '%', '%', '.'], [(16, 6), (6, 9), (13, 4)], [False, True, True, False], 94, False, [False, False, False, True], 87, 'East', (9, 11))
Element 4: (2, (9, 11), ['', '.', '%', '.'], [(16, 7), (6, 10), (13, 5)], [False, False, True, False], 92, False, [False, True, False, True], 126, 'East', (10, 11))
Element 5: (2, (10, 11), ['', '.', '%', '.'], [(17, 7), (6, 11), (13, 6)], [False, False, True, False], 90, False, [False, True, False, True], 155, 'East', (11, 11))
Element 6: (2, (11, 11), ['', '%', '%', '.'], [(18, 7), (7, 11), (13, 7)], [False, True, True, False], 88, False, [False, False, False, True], 184, 'East', (12, 11))
Element 7: (2, (12, 11), ['', '%', '%', '.'], [(18, 8), (8, 11), (13, 8)], [False, True, True, False], 86, False, [False, False, False, True], 213, 'East', (13, 11))
Element 8: (2, (13, 11), ['', '.', '%', '%'], [(18, 9), (9, 11), (13, 9)], [False, False, True, True], 84, False, [False, True, False, False], 242, 'South', (13, 10))
Element 9: (2, (13, 10), ['%', '', '', '%'], [(18, 10), (9, 10), (14, 9)], [True, False, False, True], 82, False, [False, False, False, False], 281, 'South', (13, 9))
Element 10: (2, (13, 9), ['.', '', '', ''], [(18, 11), (10, 10), (15, 9)], [False, False, False, False], 80, False, [True, False, False, False], 300, 'West', (12, 9))
Element 11: (2, (12, 9), ['%', '%', '%', ''], [(17, 11), (10, 9), (16, 9)], [True, True, True, False], 78, False, [False, False, False, False], 339, 'East', (13, 9))
Element 12: (2, (13, 9), ['', '', '', ''], [(16, 11), (9, 9), (16, 8)], [False, False, False, False], 76, False, [False, False, False, False], 368, 'East', (14, 9))
Element 13: (2, (14, 9), ['', '%', '%', ''], [(15, 11), (9, 8), (16, 7)], [False, True, True, False], 74, False, [False, False, False, False], 377, 'East', (15, 9))
Element 14: (2, (15, 9), ['', '%', 'G', ''], [(15, 10), (9, 7), (15, 7)], [False, True, False, False], 72, False, [False, False, False, False], 406, 'East', (16, 9))
Element 15: (2, (16, 9), ['G', '', '%', '%'], [(15, 9), (10, 7), (15, 6)], [False, False, True, True], 70, False, [False, False, False, False], 425, 'South', (16, 8))
Element 16: (2, (16, 8), ['%', '', 'G', '%'], [(16, 9), (11, 7), (15, 5)], [True, False, False, True], 68, False, [False, False, False, False], 444, 'South', (16, 7))
Element 17: (2, (16, 7), ['', '', 'G', ''], [(16, 8), (10, 7), (15, 4)], [False, False, False, False], 66, False, [False, False, False, False], 453, 'East', (17, 7))
Element 18: (2, (17, 7), ['', '%', '%', ''], [(16, 9), (10, 8), (15, 3)], [False, True, True, False], 64, False, [False, False, False, False], 462, 'East', (18, 7))
Element 19: (2, (18, 7), ['', '.', '', '%'], [(15, 9), (10, 7), (15, 2)], [False, False, False, True], 62, False, [False, True, False, False], 471, 'South', (18, 6))
Element 20: (2, (18, 6), ['%', '.', '', '%'], [(14, 9), (9, 7), (15, 1)], [True, False, False, True], 60, False, [False, True, False, False], 490, 'South', (18, 5))
Element 21: (2, (18, 5), ['%', '.', '', '%'], [(13, 9), (9, 8), (16, 1)], [True, False, False, True], 58, False, [False, True, False, False], 509, 'South', (18, 4))
Element 22: (2, (18, 4), ['%', '.', '', '%'], [(13, 10), (10, 8), (17, 1)], [True, False, False, True], 56, False, [False, True, False, False], 528, 'South', (18, 3))
Element 23: (2, (18, 3), ['%', '.', '', '%'], [(13, 11), (9, 8), (18, 1)], [True, False, False, True], 54, False, [False, True, False, False], 537, 'South', (18, 2))
Element 24: (2, (18, 2), ['%', '', '', '%'], [(12, 11), (9, 9), (17, 1)], [True, False, False, True], 52, False, [False, False, False, False], 546, 'South', (18, 1))
Element 25: (2, (18, 1), ['', '%', '', '%'], [(11, 11), (10, 9), (16, 1)], [False, True, False, True], 50, False, [False, False, False, False], 545, 'West', (17, 1))
Element 26: (2, (17, 1), ['', '%', '%', ''], [(10, 11), (10, 8), (15, 1)], [False, True, True, False], 48, False, [False, False, False, False], 544, 'West', (16, 1))
Element 27: (2, (16, 1), ['', '%', '%', ''], [(10, 10), (10, 9), (15, 2)], [False, True, True, False], 46, False, [False, False, False, False], 543, 'West', (15, 1))
Element 28: (2, (15, 1), ['%', '%', '', ''], [(9, 10), (10, 10), (15, 3)], [True, True, False, False], 44, False, [False, False, False, False], 542, 'North', (15, 2))
Element 29: (2, (15, 2), ['%', '', '', '%'], [(9, 11), (10, 11), (16, 3)], [True, False, False, True], 42, False, [False, False, False, False], 541, 'North', (15, 3))
Element 30: (2, (15, 3), ['%', '', '', ''], [(8, 11), (11, 11), (16, 4)], [True, False, False, False], 40, False, [False, False, False, False], 540, 'East', (16, 3))
Element 31: (2, (16, 3), ['', '%', '', '%'], [(7, 11), (12, 11), (16, 5)], [False, True, False, True], 38, False, [False, False, False, False], 539, 'North', (16, 4))
Element 32: (2, (16, 4), ['', '', '', '%'], [(6, 11), (13, 11), (16, 6)], [False, False, False, True], 36, False, [False, False, False, False], 538, 'North', (16, 5))
Element 33: (2, (16, 5), ['', '', '', '%'], [(6, 10), (13, 10), (15, 6)], [False, False, False, True], 34, False, [False, False, False, False], 537, 'North', (16, 6))
