Element 1: (0, (6, 1), ['%', '%', '.', '.'], [(9, 9), (15, 2), (16, 5)], [True, True, False, False], 98, False, [False, False, True, True], 0, 'East', (7, 1))
Element 2: (0, (7, 1), ['', '%', '%', '.'], [(10, 9), (15, 3), (16, 6)], [False, True, True, False], 96, False, [False, False, False, True], 39, 'East', (8, 1))
Element 3: (0, (8, 1), ['', '%', '%', '.'], [(10, 10), (16, 3), (16, 7)], [False, True, True, False], 94, False, [False, False, False, True], 78, 'East', (9, 1))
Element 4: (0, (9, 1), ['', '%', '%', '.'], [(10, 11), (16, 4), (17, 7)], [False, True, True, False], 92, False, [False, False, False, True], 117, 'East', (10, 1))
Element 5: (0, (10, 1), ['', '%', '%', '.'], [(11, 11), (15, 4), (18, 7)], [False, True, True, False], 90, False, [False, False, False, True], 156, 'East', (11, 1))
Element 6: (0, (11, 1), ['', '%', '%', '.'], [(12, 11), (15, 5), (18, 8)], [False, True, True, False], 88, False, [False, False, False, True], 195, 'East', (12, 1))
Element 7: (0, (12, 1), ['', '%', '%', '.'], [(13, 11), (15, 6), (18, 9)], [False, True, True, False], 86, False, [False, False, False, True], 234, 'East', (13, 1))
Element 8: (0, (13, 1), ['', '%', '.', '%'], [(13, 10), (15, 7), (18, 10)], [False, True, False, True], 84, False, [False, False, True, False], 273, 'North', (13, 2))
Element 9: (0, (13, 2), ['%', '', '.', '%'], [(13, 9), (16, 7), (18, 11)], [True, False, False, True], 82, False, [False, False, True, False], 292, 'North', (13, 3))
Element 10: (0, (13, 3), ['.', '', '.', '%'], [(14, 9), (16, 8), (17, 11)], [False, False, False, True], 80, False, [True, False, True, False], 331, 'North', (13, 4))
Element 11: (0, (13, 4), ['%', '', '.', '%'], [(15, 9), (16, 9), (16, 11)], [True, False, False, True], 78, False, [False, False, True, False], 370, 'North', (13, 5))
Element 12: (0, (13, 5), ['%', '', '.', '%'], [(15, 10), (15, 9), (15, 11)], [True, False, False, True], 76, False, [False, False, True, False], 399, 'North', (13, 6))
Element 13: (0, (13, 6), ['%', '', '.', '%'], [(15, 10), (14, 9), (16, 11)], [True, False, False, True], 74, False, [False, False, True, False], 408, 'North', (13, 7))
Element 14: (0, (13, 7), ['%', '', '.', '%'], [(15, 9), (13, 9), (17, 11)], [True, False, False, True], 72, False, [False, False, True, False], 417, 'North', (13, 8))
Element 15: (0, (13, 8), ['%', '', '', '%'], [(14, 9), (12, 9), (18, 11)], [True, False, False, True], 70, False, [False, False, False, False], 436, 'North', (13, 9))
Element 16: (0, (13, 9), ['G', '', '', 'G'], [(14, 9), (12, 9), (18, 10)], [False, False, False, False], 68, False, [False, False, False, False], 435, 'North', (13, 10))
Element 17: (0, (13, 10), ['%', 'G', '', '%'], [(13, 9), (12, 9), (18, 9)], [True, False, False, True], 66, False, [False, False, False, False], 434, 'North', (13, 11))
Element 18: (0, (13, 11), ['', '', '%', '%'], [(13, 8), (13, 9), (18, 8)], [False, False, True, True], 64, False, [False, False, False, False], 433, 'West', (12, 11))
Element 19: (0, (12, 11), ['', '%', '%', ''], [(13, 7), (14, 9), (18, 7)], [False, True, True, False], 62, False, [False, False, False, False], 432, 'West', (11, 11))
Element 20: (0, (11, 11), ['', '%', '%', ''], [(13, 6), (15, 9), (18, 6)], [False, True, True, False], 60, False, [False, False, False, False], 441, 'West', (10, 11))
Element 21: (0, (10, 11), ['.', '', '%', ''], [(13, 5), (16, 9), (18, 5)], [False, False, True, False], 58, False, [True, False, False, False], 450, 'West', (9, 11))
Element 22: (0, (9, 11), ['.', '.', '%', ''], [(13, 4), (16, 8), (18, 4)], [False, False, True, False], 56, False, [True, True, False, False], 469, 'South', (9, 10))
Element 23: (0, (9, 10), ['%', '', '', ''], [(13, 3), (16, 7), (18, 3)], [True, False, False, False], 54, False, [False, False, False, False], 488, 'East', (10, 10))
Element 24: (0, (10, 10), ['', '', '', '%'], [(12, 3), (17, 7), (18, 2)], [False, False, False, True], 52, False, [False, False, False, False], 507, 'South', (10, 9))
Element 25: (0, (10, 9), ['', '', '', '%'], [(11, 3), (18, 7), (18, 1)], [False, False, False, True], 50, False, [False, False, False, False], 516, 'South', (10, 8))
Element 26: (0, (10, 8), ['', '.', '', '%'], [(10, 3), (18, 8), (17, 1)], [False, False, False, True], 48, False, [False, True, False, False], 535, 'South', (10, 7))
Element 27: (0, (10, 7), ['.', '%', '', '.'], [(9, 3), (18, 9), (16, 1)], [False, True, False, False], 46, False, [True, False, False, True], 564, 'East', (11, 7))
Element 28: (0, (11, 7), ['', '%', '%', '%'], [(8, 3), (18, 10), (15, 1)], [False, True, True, True], 44, False, [False, False, False, False], 593, 'West', (10, 7))
Element 29: (0, (10, 7), ['.', '%', '', ''], [(7, 3), (18, 11), (15, 2)], [False, True, False, False], 42, False, [True, False, False, False], 602, 'West', (9, 7))
Element 30: (0, (9, 7), ['%', '%', '', ''], [(6, 3), (17, 11), (15, 3)], [True, True, False, False], 40, False, [False, False, False, False], 621, 'North', (9, 8))
Element 31: (0, (9, 8), ['%', '', '', ''], [(6, 4), (16, 11), (16, 3)], [True, False, False, False], 38, False, [False, False, False, False], 630, 'North', (9, 9))
Element 32: (0, (9, 9), ['%', '', '', ''], [(6, 5), (15, 11), (16, 4)], [True, False, False, False], 36, False, [False, False, False, False], 639, 'South', (9, 8))
Element 33: (0, (9, 8), ['%', '', '', ''], [(6, 6), (15, 10), (15, 4)], [True, False, False, False], 34, False, [False, False, False, False], 648, 'South', (9, 7))
Element 34: (0, (9, 7), ['%', '%', '', ''], [(6, 7), (15, 11), (15, 5)], [True, True, False, False], 32, False, [False, False, False, False], 657, 'East', (10, 7))
Element 35: (0, (10, 7), ['', '%', '', ''], [(6, 8), (16, 11), (15, 6)], [False, True, False, False], 30, False, [False, False, False, False], 666, 'North', (10, 8))
Element 36: (0, (10, 8), ['', '', '', '%'], [(6, 9), (17, 11), (15, 7)], [False, False, False, True], 28, False, [False, False, False, False], 675, 'West', (9, 8))
Element 37: (0, (9, 8), ['%', '', '', ''], [(7, 9), (18, 11), (15, 6)], [True, False, False, False], 26, False, [False, False, False, False], 684, 'East', (10, 8))
Element 38: (0, (10, 8), ['', '', '', '%'], [(6, 9), (18, 10), (15, 5)], [False, False, False, True], 24, False, [False, False, False, False], 683, 'North', (10, 9))
Element 39: (0, (10, 9), ['', '', '', '%'], [(6, 10), (18, 9), (15, 4)], [False, False, False, True], 22, False, [False, False, False, False], 692, 'West', (9, 9))
Element 40: (0, (9, 9), ['%', '', '', ''], [(6, 11), (18, 8), (16, 4)], [True, False, False, False], 20, False, [False, False, False, False], 701, 'East', (10, 9))
Element 41: (0, (10, 9), ['', '', '', '%'], [(7, 11), (18, 7), (16, 3)], [False, False, False, True], 18, False, [False, False, False, False], 710, 'North', (10, 10))
Element 42: (0, (10, 10), ['', '', '', '%'], [(8, 11), (18, 6), (15, 3)], [False, False, False, True], 16, False, [False, False, False, False], 719, 'West', (9, 10))
Element 43: (0, (9, 10), ['%', '', 'G', ''], [(9, 11), (18, 5), (15, 4)], [True, False, False, False], 14, False, [False, False, False, False], 718, 'South', (9, 9))
Element 44: (0, (9, 9), ['%', '', 'G', ''], [(9, 10), (18, 4), (15, 3)], [True, False, False, False], 12, False, [False, False, False, False], 717, 'South', (9, 8))
Element 45: (0, (9, 8), ['%', '', '', ''], [(9, 11), (18, 3), (15, 2)], [True, False, False, False], 10, False, [False, False, False, False], 716, 'South', (9, 7))
Element 46: (0, (9, 7), ['%', '%', '', ''], [(8, 11), (18, 2), (15, 1)], [True, True, False, False], 8, False, [False, False, False, False], 715, 'North', (9, 8))
Element 47: (0, (9, 8), ['%', '', '', ''], [(7, 11), (18, 1), (16, 1)], [True, False, False, False], 6, False, [False, False, False, False], 714, 'North', (9, 9))
Element 48: (0, (9, 9), ['%', '', '', ''], [(6, 11), (17, 1), (15, 1)], [True, False, False, False], 4, False, [False, False, False, False], 713, 'North', (9, 10))
Element 49: (0, (9, 10), ['%', '', '', ''], [(6, 10), (16, 1), (16, 1)], [True, False, False, False], 2, False, [False, False, False, False], 712, 'East', (10, 10))
Element 50: (0, (10, 10), ['', '', '', '%'], [(6, 9), (15, 1), (16, 1)], [False, False, False, True], 0, False, [False, False, False, False], 711, 'Stop', (10, 10))
Element 51: #0#
