Element 1: (3, (16, 8), ['%', '.', '.', '%'], [(7, 9), (13, 7), (16, 3)], [True, False, False, True], 98, False, [False, True, True, False], 29, 'North', (16, 9))
Element 2: (3, (16, 9), ['.', '', '%', '%'], [(6, 9), (13, 8), (16, 4)], [False, False, True, True], 96, False, [True, False, False, False], 58, 'West', (15, 9))
Element 3: (3, (15, 9), ['.', '%', '.', ''], [(6, 10), (13, 9), (16, 5)], [False, True, False, False], 94, False, [True, False, True, False], 97, 'North', (15, 10))
Element 4: (3, (15, 10), ['%', '', '.', '%'], [(6, 11), (14, 9), (16, 6)], [True, False, False, True], 92, False, [False, False, True, False], 136, 'North', (15, 11))
Element 5: (3, (15, 11), ['%', '', '%', '.'], [(7, 11), (15, 9), (16, 7)], [True, False, True, False], 90, False, [False, False, False, True], 165, 'East', (16, 11))
Element 6: (3, (16, 11), ['', '%', '%', '.'], [(8, 11), (16, 9), (17, 7)], [False, True, True, False], 88, False, [False, False, False, True], 194, 'East', (17, 11))
Element 7: (3, (17, 11), ['', '%', '%', ''], [(9, 11), (16, 8), (18, 7)], [False, True, True, False], 86, False, [False, False, False, False], 223, 'East', (18, 11))
Element 8: (3, (18, 11), ['', '.', '%', '%'], [(10, 11), (16, 7), (18, 8)], [False, False, True, True], 84, False, [False, True, False, False], 242, 'South', (18, 10))
Element 9: (3, (18, 10), ['%', 'G', '', '%'], [(11, 11), (15, 7), (18, 9)], [True, False, False, True], 82, False, [False, False, False, False], 281, 'North', (18, 11))
Element 10: (3, (18, 11), ['', 'G', '%', '%'], [(12, 11), (15, 6), (18, 10)], [False, False, True, True], 80, False, [False, False, False, False], 300, 'West', (17, 11))
Element 11: (3, (17, 11), ['', '%', '%', 'G'], [(13, 11), (15, 5), (18, 11)], [False, True, True, False], 78, False, [False, False, False, False], 319, 'West', (16, 11))
Element 12: (3, (16, 11), ['', '%', '%', 'G'], [(13, 10), (15, 4), (17, 11)], [False, True, True, False], 76, False, [False, False, False, False], 338, 'West', (15, 11))
Element 13: (3, (15, 11), ['%', '', '%', 'G'], [(13, 9), (16, 4), (16, 11)], [True, False, True, False], 74, False, [False, False, False, False], 337, 'South', (15, 10))
Element 14: (3, (15, 10), ['%', '', 'G', '%'], [(12, 9), (16, 5), (15, 11)], [True, False, False, True], 72, False, [False, False, False, False], 346, 'South', (15, 9))
Element 15: (3, (15, 9), ['', '%', 'G', ''], [(13, 9), (16, 6), (15, 10)], [False, True, False, False], 70, False, [False, False, False, False], 345, 'West', (14, 9))
Element 16: (3, (14, 9), ['', '%', '%', 'G'], [(12, 9), (16, 5), (15, 9)], [False, True, True, False], 68, False, [False, False, False, False], 344, 'West', (13, 9))
Element 17: (3, (13, 9), ['G', '', '', ''], [(12, 9), (16, 4), (16, 9)], [False, False, False, False], 66, False, [False, False, False, False], 343, 'North', (13, 10))
Element 18: (3, (13, 10), ['%', '', '', '%'], [(12, 9), (16, 3), (16, 8)], [True, False, False, True], 64, False, [False, False, False, False], 342, 'North', (13, 11))
Element 19: (3, (13, 11), ['', '', '%', '%'], [(13, 9), (15, 3), (16, 9)], [False, False, True, True], 62, False, [False, False, False, False], 341, 'West', (12, 11))
Element 20: (3, (12, 11), ['', '%', '%', ''], [(13, 10), (15, 2), (15, 9)], [False, True, True, False], 60, False, [False, False, False, False], 350, 'West', (11, 11))
Element 21: (3, (11, 11), ['', '%', '%', ''], [(13, 11), (15, 1), (14, 9)], [False, True, True, False], 58, False, [False, False, False, False], 359, 'West', (10, 11))
Element 22: (3, (10, 11), ['', '.', '%', ''], [(12, 11), (16, 1), (13, 9)], [False, False, True, False], 56, False, [False, True, False, False], 368, 'South', (10, 10))
Element 23: (3, (10, 10), ['.', '.', '', '%'], [(11, 11), (17, 1), (13, 10)], [False, False, False, True], 54, False, [True, True, False, False], 387, 'South', (10, 9))
Element 24: (3, (10, 9), ['.', '', '', '%'], [(10, 11), (18, 1), (13, 11)], [False, False, False, True], 52, False, [True, False, False, False], 396, 'West', (9, 9))
Element 25: (3, (9, 9), ['%', '', '.', ''], [(10, 10), (18, 2), (12, 11)], [True, False, False, False], 50, False, [False, False, True, False], 415, 'North', (9, 10))
Element 26: (3, (9, 10), ['%', '', '', ''], [(10, 9), (18, 3), (11, 11)], [True, False, False, False], 48, False, [False, False, False, False], 434, 'North', (9, 11))
Element 27: (3, (9, 11), ['', '', '%', 'G'], [(10, 8), (18, 4), (10, 11)], [False, False, True, False], 46, False, [False, False, False, False], 443, 'West', (8, 11))
Element 28: (3, (8, 11), ['', '%', '%', ''], [(10, 7), (18, 5), (10, 10)], [False, True, True, False], 44, False, [False, False, False, False], 462, 'West', (7, 11))
Element 29: (3, (7, 11), ['', '%', '%', ''], [(11, 7), (18, 6), (10, 9)], [False, True, True, False], 42, False, [False, False, False, False], 481, 'West', (6, 11))
Element 30: (3, (6, 11), ['%', '', '%', ''], [(10, 7), (18, 7), (10, 8)], [True, False, True, False], 40, False, [False, False, False, False], 480, 'South', (6, 10))
Element 31: (3, (6, 10), ['%', '', '', '%'], [(9, 7), (18, 8), (10, 7)], [True, False, False, True], 38, False, [False, False, False, False], 489, 'South', (6, 9))
Element 32: (3, (6, 9), ['.', '.', '', ''], [(9, 8), (18, 9), (11, 7)], [False, False, False, False], 36, False, [True, True, False, False], 488, 'South', (6, 8))
Element 33: (3, (6, 8), ['%', '.', '', '%'], [(9, 9), (18, 10), (10, 7)], [True, False, False, True], 34, False, [False, True, False, False], 497, 'South', (6, 7))
Element 34: (3, (6, 7), ['.', '.', '', ''], [(9, 10), (18, 11), (9, 7)], [False, False, False, False], 32, False, [True, True, False, False], 506, 'South', (6, 6))
Element 35: (3, (6, 6), ['.', '.', '', '%'], [(9, 9), (17, 11), (9, 8)], [False, False, False, True], 30, False, [True, True, False, False], 515, 'South', (6, 5))
Element 36: (3, (6, 5), ['.', '.', '', '%'], [(9, 10), (16, 11), (9, 9)], [False, False, False, True], 28, False, [True, True, False, False], 524, 'South', (6, 4))
Element 37: (3, (6, 4), ['.', '.', '', '%'], [(9, 9), (15, 11), (9, 10)], [False, False, False, True], 26, False, [True, True, False, False], 533, 'South', (6, 3))
Element 38: (3, (6, 3), ['.', '.', '', '.'], [(9, 8), (15, 10), (9, 11)], [False, False, False, False], 24, False, [True, True, False, True], 542, 'East', (7, 3))
Element 39: (3, (7, 3), ['', '%', '%', '.'], [(10, 8), (15, 11), (8, 11)], [False, True, True, False], 22, False, [False, False, False, True], 551, 'East', (8, 3))
Element 40: (3, (8, 3), ['', '%', '', '.'], [(9, 8), (16, 11), (7, 11)], [False, True, False, False], 20, False, [False, False, False, True], 560, 'East', (9, 3))
