Element 1: (1, (11, 1), ['.', '%', '%', '.'], [(7, 1), (15, 9), (16, 8)], [False, True, True, False], 98, False, [True, False, False, True], 9, 'East', (12, 1))
Element 2: (1, (12, 1), ['', '%', '%', '.'], [(8, 1), (16, 9), (16, 7)], [False, True, True, False], 96, False, [False, False, False, True], 48, 'East', (13, 1))
Element 3: (1, (13, 1), ['', '%', '.', '%'], [(9, 1), (16, 8), (17, 7)], [False, True, False, True], 94, False, [False, False, True, False], 77, 'North', (13, 2))
Element 4: (1, (13, 2), ['%', '', '.', '%'], [(10, 1), (16, 7), (18, 7)], [True, False, False, True], 92, False, [False, False, True, False], 106, 'North', (13, 3))
Element 5: (1, (13, 3), ['.', '', '.', '%'], [(11, 1), (16, 6), (18, 8)], [False, False, False, True], 90, False, [True, False, True, False], 135, 'North', (13, 4))
Element 6: (1, (13, 4), ['%', '', '.', '%'], [(12, 1), (16, 5), (18, 9)], [True, False, False, True], 88, False, [False, False, True, False], 164, 'North', (13, 5))
Element 7: (1, (13, 5), ['%', '', '.', '%'], [(13, 1), (16, 4), (18, 10)], [True, False, False, True], 86, False, [False, False, True, False], 193, 'North', (13, 6))
Element 8: (1, (13, 6), ['%', '', '.', '%'], [(13, 2), (16, 3), (18, 11)], [True, False, False, True], 84, False, [False, False, True, False], 212, 'North', (13, 7))
Element 9: (1, (13, 7), ['%', '', '.', '%'], [(13, 3), (15, 3), (17, 11)], [True, False, False, True], 82, False, [False, False, True, False], 241, 'North', (13, 8))
Element 10: (1, (13, 8), ['%', '', '.', '%'], [(12, 3), (15, 4), (16, 11)], [True, False, False, True], 80, False, [False, False, True, False], 280, 'North', (13, 9))
Element 11: (1, (13, 9), ['.', '', '.', '.'], [(11, 3), (15, 5), (15, 11)], [False, False, False, False], 78, False, [True, False, True, True], 319, 'East', (14, 9))
Element 12: (1, (14, 9), ['', '%', '%', ''], [(10, 3), (15, 6), (15, 10)], [False, True, True, False], 76, False, [False, False, False, False], 358, 'East', (15, 9))
Element 13: (1, (15, 9), ['', '%', '', ''], [(9, 3), (15, 7), (15, 11)], [False, True, False, False], 74, False, [False, False, False, False], 377, 'East', (16, 9))
Element 14: (1, (16, 9), ['', '', '%', '%'], [(8, 3), (15, 6), (16, 11)], [False, False, True, True], 72, False, [False, False, False, False], 386, 'South', (16, 8))
Element 15: (1, (16, 8), ['%', '', '', '%'], [(7, 3), (15, 5), (17, 11)], [True, False, False, True], 70, False, [False, False, False, False], 395, 'South', (16, 7))
Element 16: (1, (16, 7), ['', '', '', ''], [(6, 3), (15, 4), (18, 11)], [False, False, False, False], 68, False, [False, False, False, False], 404, 'East', (17, 7))
Element 17: (1, (17, 7), ['', '%', '%', ''], [(6, 4), (15, 3), (18, 10)], [False, True, True, False], 66, False, [False, False, False, False], 413, 'East', (18, 7))
Element 18: (1, (18, 7), ['', '.', '', '%'], [(6, 5), (15, 2), (18, 9)], [False, False, False, True], 64, False, [False, True, False, False], 432, 'South', (18, 6))
Element 19: (1, (18, 6), ['%', '.', '', '%'], [(6, 6), (15, 1), (18, 8)], [True, False, False, True], 62, False, [False, True, False, False], 461, 'South', (18, 5))
Element 20: (1, (18, 5), ['%', '.', '', '%'], [(6, 7), (16, 1), (18, 7)], [True, False, False, True], 60, False, [False, True, False, False], 490, 'South', (18, 4))
