Element 1: (0, (9, 10), ['%', '.', '.', '.'], [(6, 1), (8, 3), (8, 11)], [True, False, False, False], 98, False, [False, True, True, True], 0, 'East', (10, 10))
Element 2: (0, (10, 10), ['', '.', '.', '%'], [(7, 1), (9, 3), (9, 11)], [False, False, False, True], 96, False, [False, True, True, False], 39, 'North', (10, 11))
Element 3: (0, (10, 11), ['', '', '%', '.'], [(8, 1), (10, 3), (9, 10)], [False, False, True, False], 94, False, [False, False, False, True], 68, 'East', (11, 11))
Element 4: (0, (11, 11), ['', '%', '%', '.'], [(9, 1), (11, 3), (9, 9)], [False, True, True, False], 92, False, [False, False, False, True], 107, 'East', (12, 11))
Element 5: (0, (12, 11), ['', '%', '%', '.'], [(10, 1), (12, 3), (10, 9)], [False, True, True, False], 90, False, [False, False, False, True], 146, 'East', (13, 11))
Element 6: (0, (13, 11), ['', '.', '%', '%'], [(11, 1), (13, 3), (10, 10)], [False, False, True, True], 88, False, [False, True, False, False], 175, 'South', (13, 10))
Element 7: (0, (13, 10), ['%', '.', '', '%'], [(12, 1), (13, 4), (10, 11)], [True, False, False, True], 86, False, [False, True, False, False], 204, 'South', (13, 9))
Element 8: (0, (13, 9), ['.', '.', '', '.'], [(13, 1), (13, 5), (11, 11)], [False, False, False, False], 84, False, [True, True, False, True], 233, 'East', (14, 9))
Element 9: (0, (14, 9), ['', '%', '%', '.'], [(13, 2), (13, 6), (12, 11)], [False, True, True, False], 82, False, [False, False, False, True], 262, 'East', (15, 9))
Element 10: (0, (15, 9), ['', '%', '.', '.'], [(13, 3), (13, 7), (13, 11)], [False, True, False, False], 80, False, [False, False, True, True], 281, 'East', (16, 9))
Element 11: (0, (16, 9), ['', '.', '%', '%'], [(13, 4), (13, 8), (13, 10)], [False, False, True, True], 78, False, [False, True, False, False], 300, 'South', (16, 8))
Element 12: (0, (16, 8), ['%', '.', '', '%'], [(13, 5), (13, 9), (13, 11)], [True, False, False, True], 76, False, [False, True, False, False], 309, 'South', (16, 7))
Element 13: (0, (16, 7), ['.', '.', '', '.'], [(13, 6), (12, 9), (12, 11)], [False, False, False, False], 74, False, [True, True, False, True], 328, 'East', (17, 7))
