Element 1: (2, (4, 4), ['.', '.', '.', '.'], [(13, 1), (1, 6), (4, 10)], [False, False, False, False], 98, False, [True, True, True, True], 19, 'East', (5, 4))
Element 2: (2, (5, 4), ['', '.', '.', '.'], [(13, 2), (1, 7), (4, 11)], [False, False, False, False], 96, False, [False, True, True, True], 58, 'East', (6, 4))
Element 3: (2, (6, 4), ['', '.', '.', '%'], [(13, 3), (2, 7), (3, 11)], [False, False, False, True], 94, False, [False, True, True, False], 97, 'North', (6, 5))
Element 4: (2, (6, 5), ['.', '', '.', '%'], [(13, 4), (3, 7), (2, 11)], [False, False, False, True], 92, False, [True, False, True, False], 136, 'North', (6, 6))
Element 5: (2, (6, 6), ['.', '', '.', '%'], [(13, 5), (4, 7), (1, 11)], [False, False, False, True], 90, False, [True, False, True, False], 165, 'North', (6, 7))
Element 6: (2, (6, 7), ['G', '', '.', ''], [(13, 6), (5, 7), (1, 10)], [False, False, False, False], 88, False, [False, False, True, False], 204, 'North', (6, 8))
Element 7: (2, (6, 8), ['%', '', '.', '%'], [(13, 7), (5, 6), (1, 9)], [True, False, False, True], 86, False, [False, False, True, False], 243, 'North', (6, 9))
Element 8: (2, (6, 9), ['.', '', '.', '.'], [(13, 8), (5, 5), (1, 8)], [False, False, False, False], 84, False, [True, False, True, True], 282, 'East', (7, 9))
Element 9: (2, (7, 9), ['', '%', '%', '%'], [(13, 9), (4, 5), (1, 7)], [False, True, True, True], 82, False, [False, False, False, False], 311, 'West', (6, 9))
Element 10: (2, (6, 9), ['.', '', '.', ''], [(14, 9), (4, 6), (2, 7)], [False, False, False, False], 80, False, [True, False, True, False], 330, 'North', (6, 10))
Element 11: (2, (6, 10), ['%', '', '.', '%'], [(15, 9), (3, 6), (3, 7)], [True, False, False, True], 78, False, [False, False, True, False], 359, 'North', (6, 11))
Element 12: (2, (6, 11), ['%', '', '%', '.'], [(16, 9), (3, 5), (3, 8)], [True, False, True, False], 76, False, [False, False, False, True], 398, 'East', (7, 11))
Element 13: (2, (7, 11), ['', '%', '%', '.'], [(16, 8), (3, 4), (3, 9)], [False, True, True, False], 74, False, [False, False, False, True], 437, 'East', (8, 11))
Element 14: (2, (8, 11), ['', '%', '%', '.'], [(16, 7), (3, 3), (4, 9)], [False, True, True, False], 72, False, [False, False, False, True], 476, 'East', (9, 11))
Element 15: (2, (9, 11), ['', '.', '%', '.'], [(17, 7), (3, 2), (5, 9)], [False, False, True, False], 70, False, [False, True, False, True], 1505, 'East', (10, 11))
Element 16: #1#
