Element 1: (3, (16, 3), ['.', '%', '.', '%'], [(16, 11), (7, 9), (13, 9)], [False, True, False, True], 98, False, [True, False, True, False], 29, 'North', (16, 4))
Element 2: (3, (16, 4), ['.', '', '.', '%'], [(17, 11), (6, 9), (14, 9)], [False, False, False, True], 96, False, [True, False, True, False], 58, 'North', (16, 5))
Element 3: (3, (16, 5), ['.', '', '.', '%'], [(18, 11), (6, 10), (15, 9)], [False, False, False, True], 94, False, [True, False, True, False], 87, 'North', (16, 6))
Element 4: (3, (16, 6), ['.', '', '.', '%'], [(18, 10), (6, 11), (16, 9)], [False, False, False, True], 92, False, [True, False, True, False], 126, 'North', (16, 7))
Element 5: (3, (16, 7), ['.', '', 'G', '.'], [(18, 9), (7, 11), (16, 8)], [False, False, False, False], 90, False, [True, False, False, True], 165, 'East', (17, 7))
Element 6: (3, (17, 7), ['G', '%', '%', '.'], [(18, 8), (8, 11), (16, 7)], [False, True, True, False], 88, False, [False, False, False, True], 194, 'East', (18, 7))
Element 7: (3, (18, 7), ['', '.', '', '%'], [(18, 9), (9, 11), (15, 7)], [False, False, False, True], 86, False, [False, True, False, False], 223, 'South', (18, 6))
Element 8: (3, (18, 6), ['%', '.', '', '%'], [(18, 10), (10, 11), (15, 6)], [True, False, False, True], 84, False, [False, True, False, False], 252, 'South', (18, 5))
Element 9: (3, (18, 5), ['%', '.', '', '%'], [(18, 11), (11, 11), (15, 5)], [True, False, False, True], 82, False, [False, True, False, False], 281, 'South', (18, 4))
Element 10: (3, (18, 4), ['%', '.', '', '%'], [(17, 11), (12, 11), (15, 4)], [True, False, False, True], 80, False, [False, True, False, False], 310, 'South', (18, 3))
Element 11: (3, (18, 3), ['%', '.', '', '%'], [(16, 11), (13, 11), (15, 3)], [True, False, False, True], 78, False, [False, True, False, False], 339, 'South', (18, 2))
Element 12: (3, (18, 2), ['%', '', '', '%'], [(15, 11), (13, 10), (15, 2)], [True, False, False, True], 76, False, [False, False, False, False], 368, 'South', (18, 1))
Element 13: (3, (18, 1), ['.', '%', '', '%'], [(15, 10), (13, 9), (15, 1)], [False, True, False, True], 74, False, [True, False, False, False], 387, 'West', (17, 1))
Element 14: (3, (17, 1), ['G', '%', '%', ''], [(15, 9), (12, 9), (16, 1)], [False, True, True, False], 72, False, [False, False, False, False], 416, 'East', (18, 1))
Element 15: (3, (18, 1), ['G', '%', '', '%'], [(16, 9), (13, 9), (17, 1)], [False, True, False, True], 70, False, [False, False, False, False], 415, 'North', (18, 2))
Element 16: (3, (18, 2), ['%', 'G', '', '%'], [(16, 8), (14, 9), (18, 1)], [True, False, False, True], 68, False, [False, False, False, False], 414, 'North', (18, 3))
Element 17: (3, (18, 3), ['%', 'G', '', '%'], [(16, 7), (15, 9), (18, 2)], [True, False, False, True], 66, False, [False, False, False, False], 413, 'North', (18, 4))
Element 18: (3, (18, 4), ['%', 'G', '', '%'], [(17, 7), (16, 9), (18, 3)], [True, False, False, True], 64, False, [False, False, False, False], 412, 'North', (18, 5))
Element 19: (3, (18, 5), ['%', 'G', '', '%'], [(18, 7), (16, 8), (18, 4)], [True, False, False, True], 62, False, [False, False, False, False], 411, 'North', (18, 6))
Element 20: (3, (18, 6), ['%', 'G', '', '%'], [(17, 7), (16, 7), (18, 5)], [True, False, False, True], 60, False, [False, False, False, False], 410, 'North', (18, 7))
Element 21: (3, (18, 7), ['G', 'G', '', '%'], [(17, 7), (16, 6), (18, 6)], [False, False, False, True], 58, False, [False, False, False, False], 409, 'North', (18, 8))
Element 22: (3, (18, 8), ['%', 'G', '', '%'], [(16, 7), (16, 5), (18, 7)], [True, False, False, True], 56, False, [False, False, False, False], 408, 'North', (18, 9))
Element 23: (3, (18, 9), ['%', 'G', '', '%'], [(16, 7), (16, 4), (18, 8)], [True, False, False, True], 54, False, [False, False, False, False], 407, 'North', (18, 10))
Element 24: (3, (18, 10), ['%', 'G', '', '%'], [(15, 7), (16, 3), (18, 9)], [True, False, False, True], 52, False, [False, False, False, False], 406, 'North', (18, 11))
Element 25: (3, (18, 11), ['', 'G', '%', '%'], [(15, 6), (15, 3), (18, 10)], [False, False, True, True], 50, False, [False, False, False, False], 405, 'West', (17, 11))
Element 26: (3, (17, 11), ['', '%', '%', 'G'], [(16, 6), (15, 4), (18, 11)], [False, True, True, False], 48, False, [False, False, False, False], 404, 'West', (16, 11))
Element 27: (3, (16, 11), ['', '%', '%', 'G'], [(16, 5), (15, 5), (17, 11)], [False, True, True, False], 46, False, [False, False, False, False], 403, 'West', (15, 11))
Element 28: (3, (15, 11), ['%', '', '%', 'G'], [(16, 4), (15, 6), (16, 11)], [True, False, True, False], 44, False, [False, False, False, False], 402, 'South', (15, 10))
Element 29: (3, (15, 10), ['%', '', 'G', '%'], [(16, 3), (15, 7), (15, 11)], [True, False, False, True], 42, False, [False, False, False, False], 401, 'South', (15, 9))
Element 30: (3, (15, 9), ['', '%', 'G', ''], [(15, 3), (15, 6), (15, 10)], [False, True, False, False], 40, False, [False, False, False, False], 400, 'East', (16, 9))
Element 31: (3, (16, 9), ['', '', '%', '%'], [(15, 4), (15, 5), (15, 11)], [False, False, True, True], 38, False, [False, False, False, False], 399, 'South', (16, 8))
Element 32: (3, (16, 8), ['%', '', '', '%'], [(15, 3), (15, 4), (16, 11)], [True, False, False, True], 36, False, [False, False, False, False], 398, 'North', (16, 9))
Element 33: (3, (16, 9), ['', '', '%', '%'], [(15, 2), (15, 3), (17, 11)], [False, False, True, True], 34, False, [False, False, False, False], 397, 'West', (15, 9))
Element 34: (3, (15, 9), ['', '%', '', ''], [(15, 1), (15, 2), (18, 11)], [False, True, False, False], 32, False, [False, False, False, False], 396, 'West', (14, 9))
Element 35: (3, (14, 9), ['', '%', '%', ''], [(16, 1), (15, 1), (18, 10)], [False, True, True, False], 30, False, [False, False, False, False], 395, 'West', (13, 9))
Element 36: (3, (13, 9), ['', '', '', ''], [(17, 1), (16, 1), (18, 9)], [False, False, False, False], 28, False, [False, False, False, False], 394, 'North', (13, 10))
Element 37: (3, (13, 10), ['%', '', '', '%'], [(18, 1), (17, 1), (18, 8)], [True, False, False, True], 26, False, [False, False, False, False], 393, 'North', (13, 11))
Element 38: (3, (13, 11), ['', '', '%', '%'], [(18, 2), (18, 1), (18, 7)], [False, False, True, True], 24, False, [False, False, False, False], 392, 'West', (12, 11))
Element 39: (3, (12, 11), ['', '%', '%', ''], [(18, 3), (18, 2), (17, 7)], [False, True, True, False], 22, False, [False, False, False, False], 391, 'West', (11, 11))
Element 40: (3, (11, 11), ['', '%', '%', ''], [(18, 4), (18, 3), (18, 7)], [False, True, True, False], 20, False, [False, False, False, False], 390, 'West', (10, 11))
Element 41: (3, (10, 11), ['', '.', '%', ''], [(18, 5), (18, 4), (18, 6)], [False, False, True, False], 18, False, [False, True, False, False], 389, 'South', (10, 10))
Element 42: (3, (10, 10), ['.', '.', '', '%'], [(18, 5), (18, 3), (18, 7)], [False, False, False, True], 16, False, [True, True, False, False], 398, 'South', (10, 9))
Element 43: (3, (10, 9), ['.', '', '', '%'], [(18, 4), (18, 2), (17, 7)], [False, False, False, True], 14, False, [True, False, False, False], 407, 'West', (9, 9))
Element 44: (3, (9, 9), ['%', '', '.', ''], [(18, 3), (18, 1), (16, 7)], [True, False, False, False], 12, False, [False, False, True, False], 416, 'North', (9, 10))
Element 45: (3, (9, 10), ['%', '', '', ''], [(18, 2), (17, 1), (15, 7)], [True, False, False, False], 10, False, [False, False, False, False], 425, 'North', (9, 11))
Element 46: (3, (9, 11), ['', '', '%', ''], [(18, 1), (16, 1), (15, 6)], [False, False, True, False], 8, False, [False, False, False, False], 424, 'West', (8, 11))
Element 47: (3, (8, 11), ['', '%', '%', ''], [(17, 1), (15, 1), (15, 5)], [False, True, True, False], 6, False, [False, False, False, False], 423, 'West', (7, 11))
Element 48: (3, (7, 11), ['', '%', '%', ''], [(16, 1), (15, 2), (15, 4)], [False, True, True, False], 4, False, [False, False, False, False], 422, 'West', (6, 11))
Element 49: (3, (6, 11), ['%', '', '%', ''], [(15, 1), (15, 3), (15, 5)], [True, False, True, False], 2, False, [False, False, False, False], 421, 'South', (6, 10))
Element 50: (3, (6, 10), ['%', '', '', '%'], [(15, 1), (15, 3), (15, 5)], [True, False, False, True], 0, False, [False, False, False, False], 420, 'Stop', (6, 10))
Element 51: #0#
