Element 1: (2, (9, 9), ['%', '', '.', '.'], [(18, 5), (4, 6), (18, 6)], [True, False, False, False], 98, False, [False, False, True, True], 19, 'East', (10, 9))
Element 18: (2, (16, 3), ['.', '%', '', '%'], [(18, 10), (12, 11), (16, 7)], [False, True, False, True], 64, False, [True, False, False, False], 382, 'West', (15, 3))
Element 19: (2, (15, 3), ['%', '.', '.', ''], [(18, 11), (13, 11), (15, 7)], [True, False, False, False], 62, False, [False, True, True, False], 401, 'North', (15, 4))
Element 20: (2, (15, 4), ['%', '', '.', ''], [(17, 11), (13, 10), (15, 6)], [True, False, False, False], 60, False, [False, False, True, False], 420, 'North', (15, 5))
Element 21: (2, (15, 5), ['%', '', '', ''], [(16, 11), (13, 9), (16, 6)], [True, False, False, False], 58, False, [False, False, False, False], 429, 'North', (15, 6))
Element 22: (2, (15, 6), ['%', '', '', ''], [(15, 11), (13, 8), (16, 5)], [True, False, False, False], 56, False, [False, False, False, False], 438, 'North', (15, 7))
Element 23: (2, (15, 7), ['%', '', '%', ''], [(15, 10), (13, 7), (16, 4)], [True, False, True, False], 54, False, [False, False, False, False], 447, 'South', (15, 6))
Element 24: (2, (15, 6), ['%', '', '', ''], [(15, 9), (13, 6), (16, 3)], [True, False, False, False], 52, False, [False, False, False, False], 456, 'South', (15, 5))
Element 25: (2, (15, 5), ['%', '', '', ''], [(14, 9), (13, 5), (15, 3)], [True, False, False, False], 50, False, [False, False, False, False], 465, 'South', (15, 4))
Element 26: (2, (15, 4), ['%', '', '', ''], [(13, 9), (13, 4), (15, 2)], [True, False, False, False], 48, False, [False, False, False, False], 484, 'South', (15, 3))
Element 27: (2, (15, 3), ['%', '', '', ''], [(12, 9), (13, 3), (15, 1)], [True, False, False, False], 46, False, [False, False, False, False], 513, 'South', (15, 2))
Element 28: (2, (15, 2), ['%', '', '', '%'], [(13, 9), (13, 2), (16, 1)], [True, False, False, True], 44, False, [False, False, False, False], 532, 'South', (15, 1))
Element 29: (2, (15, 1), ['%', '%', '', ''], [(13, 10), (13, 1), (17, 1)], [True, True, False, False], 42, False, [False, False, False, False], 551, 'East', (16, 1))
Element 30: (2, (16, 1), ['', '%', '%', ''], [(13, 11), (12, 1), (18, 1)], [False, True, True, False], 40, False, [False, False, False, False], 560, 'East', (17, 1))
Element 31: (2, (17, 1), ['', '%', '%', ''], [(12, 11), (11, 1), (18, 2)], [False, True, True, False], 38, False, [False, False, False, False], 579, 'East', (18, 1))
Element 32: (2, (18, 1), ['', '%', '', '%'], [(11, 11), (10, 1), (18, 3)], [False, True, False, True], 36, False, [False, False, False, False], 598, 'North', (18, 2))
Element 33: (2, (18, 2), ['%', '', '', '%'], [(10, 11), (9, 1), (18, 4)], [True, False, False, True], 34, False, [False, False, False, False], 607, 'North', (18, 3))
Element 34: (2, (18, 3), ['%', '', '', '%'], [(10, 10), (8, 1), (18, 5)], [True, False, False, True], 32, False, [False, False, False, False], 616, 'North', (18, 4))
Element 35: (2, (18, 4), ['%', '', '', '%'], [(10, 9), (7, 1), (18, 6)], [True, False, False, True], 30, False, [False, False, False, False], 625, 'North', (18, 5))
Element 36: (2, (18, 5), ['%', '', '', '%'], [(10, 8), (6, 1), (18, 5)], [True, False, False, True], 28, False, [False, False, False, False], 634, 'North', (18, 6))
Element 37: (2, (18, 6), ['%', '', '', '%'], [(10, 7), (6, 2), (18, 4)], [True, False, False, True], 26, False, [False, False, False, False], 653, 'North', (18, 7))
Element 38: (2, (18, 7), ['', '', '', '%'], [(11, 7), (6, 3), (18, 3)], [False, False, False, True], 24, False, [False, False, False, False], 672, 'North', (18, 8))
Element 39: (2, (18, 8), ['%', '', '', '%'], [(10, 7), (7, 3), (18, 2)], [True, False, False, True], 22, False, [False, False, False, False], 681, 'North', (18, 9))
Element 40: (2, (18, 9), ['%', '', '', '%'], [(9, 7), (8, 3), (18, 1)], [True, False, False, True], 20, False, [False, False, False, False], 700, 'North', (18, 10))
Element 41: (2, (18, 10), ['%', '', '', '%'], [(9, 8), (9, 3), (17, 1)], [True, False, False, True], 18, False, [False, False, False, False], 709, 'North', (18, 11))
Element 42: (2, (18, 11), ['', '', '%', '%'], [(9, 9), (10, 3), (17, 1)], [False, False, True, True], 16, False, [False, False, False, False], 718, 'West', (17, 11))
Element 43: (2, (17, 11), ['', '%', '%', ''], [(9, 10), (11, 3), (17, 1)], [False, True, True, False], 14, False, [False, False, False, False], 727, 'West', (16, 11))
Element 44: (2, (16, 11), ['', '%', '%', ''], [(9, 11), (12, 3), (17, 1)], [False, True, True, False], 12, False, [False, False, False, False], 736, 'West', (15, 11))
Element 45: (2, (15, 11), ['%', '', '%', ''], [(8, 11), (11, 3), (17, 1)], [True, False, True, False], 10, False, [False, False, False, False], 735, 'South', (15, 10))
Element 46: (2, (15, 10), ['%', '', '', '%'], [(7, 11), (10, 3), (17, 1)], [True, False, False, True], 8, False, [False, False, False, False], 734, 'North', (15, 11))
Element 47: (2, (15, 11), ['%', '', '%', ''], [(6, 11), (9, 3), (17, 1)], [True, False, True, False], 6, False, [False, False, False, False], 733, 'East', (16, 11))
Element 48: (2, (16, 11), ['', '%', '%', ''], [(6, 10), (8, 3), (17, 1)], [False, True, True, False], 4, False, [False, False, False, False], 732, 'East', (17, 11))
Element 49: (2, (17, 11), ['', '%', '%', ''], [(6, 9), (8, 4), (17, 1)], [False, True, True, False], 2, False, [False, False, False, False], 731, 'East', (18, 11))
Element 50: (2, (18, 11), ['', '', '%', '%'], [(6, 9), (8, 4), (17, 1)], [False, False, True, True], 0, False, [False, False, False, False], 730, 'Stop', (18, 11))
Element 51: #0#
