Element 1: (1, (2, 11), ['', '%', '%', '.'], [(9, 1), (5, 9), (18, 9)], [False, True, True, False], 98, False, [False, False, False, True], 9, 'East', (3, 11))
Element 2: (1, (3, 11), ['', '%', '%', '.'], [(10, 1), (6, 9), (18, 10)], [False, True, True, False], 96, False, [False, False, False, True], 48, 'East', (4, 11))
Element 3: (1, (4, 11), ['', '.', '%', '%'], [(11, 1), (7, 9), (18, 11)], [False, False, True, True], 94, False, [False, True, False, False], 77, 'South', (4, 10))
Element 4: (1, (4, 10), ['%', '.', '', '%'], [(12, 1), (6, 9), (17, 11)], [True, False, False, True], 92, False, [False, True, False, False], 106, 'South', (4, 9))
Element 5: (1, (4, 9), ['.', '%', '', ''], [(13, 1), (6, 10), (16, 11)], [False, True, False, False], 90, False, [True, False, False, False], 145, 'West', (3, 9))
Element 6: (1, (3, 9), ['%', '.', '%', ''], [(13, 2), (6, 11), (15, 11)], [True, False, True, False], 88, False, [False, True, False, False], 184, 'South', (3, 8))
Element 7: (1, (3, 8), ['%', '.', '', '%'], [(13, 3), (7, 11), (15, 10)], [True, False, False, True], 86, False, [False, True, False, False], 223, 'South', (3, 7))
Element 8: (1, (3, 7), ['.', '.', '', '.'], [(13, 4), (8, 11), (15, 9)], [False, False, False, False], 84, False, [True, True, False, True], 262, 'East', (4, 7))
Element 9: (1, (4, 7), ['', '.', '%', '.'], [(13, 5), (9, 11), (16, 9)], [False, False, True, False], 82, False, [False, True, False, True], 301, 'East', (5, 7))
Element 10: (1, (5, 7), ['', '.', '%', '.'], [(13, 6), (10, 11), (16, 8)], [False, False, True, False], 80, False, [False, True, False, True], 340, 'East', (6, 7))
Element 11: (1, (6, 7), ['', '.', '.', ''], [(13, 7), (11, 11), (16, 7)], [False, False, False, False], 78, False, [False, True, True, False], 379, 'North', (6, 8))
Element 12: (1, (6, 8), ['%', '', '', '%'], [(13, 8), (12, 11), (17, 7)], [True, False, False, True], 76, False, [False, False, False, False], 418, 'North', (6, 9))
Element 13: (1, (6, 9), ['', '', '', ''], [(13, 9), (13, 11), (18, 7)], [False, False, False, False], 74, False, [False, False, False, False], 447, 'East', (7, 9))
Element 14: (1, (7, 9), ['', '%', '%', '%'], [(14, 9), (13, 10), (18, 8)], [False, True, True, True], 72, False, [False, False, False, False], 476, 'West', (6, 9))
Element 15: (1, (6, 9), ['', '', '', ''], [(15, 9), (13, 9), (18, 7)], [False, False, False, False], 70, False, [False, False, False, False], 475, 'North', (6, 10))
