Element 1: (1, (6, 4), ['.', '.', '.', '%'], [(10, 11), (13, 9), (18, 5)], [False, False, False, True], 98, False, [True, True, True, False], 9, 'North', (6, 5))
Element 2: (1, (6, 5), ['.', '', '.', '%'], [(11, 11), (14, 9), (18, 6)], [False, False, False, True], 96, False, [True, False, True, False], 48, 'North', (6, 6))
Element 3: (1, (6, 6), ['.', '', '.', '%'], [(12, 11), (15, 9), (18, 7)], [False, False, False, True], 94, False, [True, False, True, False], 87, 'North', (6, 7))
Element 4: (1, (6, 7), ['.', '', '.', ''], [(13, 11), (16, 9), (18, 8)], [False, False, False, False], 92, False, [True, False, True, False], 126, 'North', (6, 8))
Element 5: (1, (6, 8), ['%', '', '.', '%'], [(13, 10), (16, 8), (18, 9)], [True, False, False, True], 90, False, [False, False, True, False], 165, 'North', (6, 9))
Element 6: (1, (6, 9), ['.', '', '.', '.'], [(13, 9), (16, 7), (18, 10)], [False, False, False, False], 88, False, [True, False, True, True], 194, 'East', (7, 9))
Element 7: (1, (7, 9), ['', '%', '%', '%'], [(13, 8), (17, 7), (18, 11)], [False, True, True, True], 86, False, [False, False, False, False], 223, 'West', (6, 9))
Element 8: (1, (6, 9), ['.', '', '.', ''], [(13, 7), (18, 7), (17, 11)], [False, False, False, False], 84, False, [True, False, True, False], 242, 'North', (6, 10))
Element 9: (1, (6, 10), ['%', '', '.', '%'], [(13, 6), (18, 8), (16, 11)], [True, False, False, True], 82, False, [False, False, True, False], 271, 'North', (6, 11))
Element 10: (1, (6, 11), ['%', '', '%', '.'], [(13, 5), (18, 9), (15, 11)], [True, False, True, False], 80, False, [False, False, False, True], 300, 'East', (7, 11))
Element 11: (1, (7, 11), ['', '%', '%', '.'], [(13, 4), (18, 10), (15, 10)], [False, True, True, False], 78, False, [False, False, False, True], 329, 'East', (8, 11))
Element 12: (1, (8, 11), ['', '%', '%', '.'], [(13, 3), (18, 11), (15, 9)], [False, True, True, False], 76, False, [False, False, False, True], 348, 'East', (9, 11))
Element 13: (1, (9, 11), ['', '.', '%', ''], [(13, 2), (17, 11), (16, 9)], [False, False, True, False], 74, False, [False, True, False, False], 367, 'South', (9, 10))
Element 14: (1, (9, 10), ['%', '.', '', ''], [(13, 1), (16, 11), (16, 8)], [True, False, False, False], 72, False, [False, True, False, False], 386, 'South', (9, 9))
Element 15: (1, (9, 9), ['%', '', '', '.'], [(12, 1), (15, 11), (16, 7)], [True, False, False, False], 70, False, [False, False, False, True], 405, 'East', (10, 9))
Element 16: (1, (10, 9), ['', '', '', '%'], [(11, 1), (15, 10), (16, 6)], [False, False, False, True], 68, False, [False, False, False, False], 434, 'North', (10, 10))
Element 17: (1, (10, 10), ['', '', '', '%'], [(10, 1), (15, 11), (16, 5)], [False, False, False, True], 66, False, [False, False, False, False], 453, 'North', (10, 11))
Element 18: (1, (10, 11), ['', '', '%', ''], [(9, 1), (16, 11), (16, 4)], [False, False, True, False], 64, False, [False, False, False, False], 472, 'East', (11, 11))
Element 19: (1, (11, 11), ['', '%', '%', ''], [(8, 1), (17, 11), (16, 3)], [False, True, True, False], 62, False, [False, False, False, False], 491, 'East', (12, 11))
Element 20: (1, (12, 11), ['', '%', '%', ''], [(7, 1), (18, 11), (15, 3)], [False, True, True, False], 60, False, [False, False, False, False], 510, 'East', (13, 11))
Element 21: (1, (13, 11), ['', '', '%', '%'], [(6, 1), (18, 10), (15, 4)], [False, False, True, True], 58, False, [False, False, False, False], 529, 'South', (13, 10))
Element 22: (1, (13, 10), ['%', '', '', '%'], [(6, 2), (18, 9), (15, 5)], [True, False, False, True], 56, False, [False, False, False, False], 548, 'South', (13, 9))
Element 23: (1, (13, 9), ['.', '', '', ''], [(6, 3), (18, 8), (15, 6)], [False, False, False, False], 54, False, [True, False, False, False], 567, 'West', (12, 9))
Element 24: (1, (12, 9), ['%', '%', '%', ''], [(7, 3), (18, 7), (15, 7)], [True, True, True, False], 52, False, [False, False, False, False], 596, 'East', (13, 9))
Element 25: (1, (13, 9), ['', '', '', ''], [(8, 3), (18, 6), (15, 6)], [False, False, False, False], 50, False, [False, False, False, False], 605, 'East', (14, 9))
Element 26: (1, (14, 9), ['', '%', '%', ''], [(9, 3), (18, 5), (15, 5)], [False, True, True, False], 48, False, [False, False, False, False], 614, 'East', (15, 9))
Element 27: (1, (15, 9), ['', '%', '', ''], [(10, 3), (18, 4), (15, 4)], [False, True, False, False], 46, False, [False, False, False, False], 633, 'East', (16, 9))
Element 28: (1, (16, 9), ['', '', '%', '%'], [(11, 3), (18, 3), (15, 3)], [False, False, True, True], 44, False, [False, False, False, False], 652, 'South', (16, 8))
Element 29: (1, (16, 8), ['%', '', '', '%'], [(12, 3), (18, 2), (15, 2)], [True, False, False, True], 42, False, [False, False, False, False], 681, 'South', (16, 7))
Element 30: (1, (16, 7), ['', '', '', ''], [(11, 3), (18, 1), (15, 1)], [False, False, False, False], 40, False, [False, False, False, False], 690, 'East', (17, 7))
Element 31: (1, (17, 7), ['', '%', '%', ''], [(10, 3), (17, 1), (16, 1)], [False, True, True, False], 38, False, [False, False, False, False], 709, 'East', (18, 7))
Element 32: (1, (18, 7), ['', '', '', '%'], [(9, 3), (18, 1), (17, 1)], [False, False, False, True], 36, False, [False, False, False, False], 708, 'North', (18, 8))
Element 33: (1, (18, 8), ['%', '', '', '%'], [(8, 3), (18, 2), (18, 1)], [True, False, False, True], 34, False, [False, False, False, False], 707, 'North', (18, 9))
Element 34: (1, (18, 9), ['%', '', '', '%'], [(8, 4), (18, 3), (18, 2)], [True, False, False, True], 32, False, [False, False, False, False], 706, 'North', (18, 10))
Element 35: (1, (18, 10), ['%', '', '', '%'], [(8, 5), (18, 4), (18, 3)], [True, False, False, True], 30, False, [False, False, False, False], 705, 'North', (18, 11))
Element 36: (1, (18, 11), ['', '', '%', '%'], [(9, 5), (18, 5), (18, 4)], [False, False, True, True], 28, False, [False, False, False, False], 704, 'West', (17, 11))
Element 37: (1, (17, 11), ['', '%', '%', ''], [(10, 5), (18, 6), (18, 3)], [False, True, True, False], 26, False, [False, False, False, False], 703, 'West', (16, 11))
Element 38: (1, (16, 11), ['', '%', '%', ''], [(11, 5), (18, 7), (18, 2)], [False, True, True, False], 24, False, [False, False, False, False], 702, 'West', (15, 11))
