Element 1: (1, (4, 7), ['.', '.', '%', '.'], [(13, 7), (7, 1), (15, 3)], [False, False, True, False], 98, False, [True, True, False, True], 9, 'East', (5, 7))
Element 2: (1, (5, 7), ['', '.', '%', '.'], [(13, 8), (8, 1), (16, 3)], [False, False, True, False], 96, False, [False, True, False, True], 48, 'East', (6, 7))
Element 3: (1, (6, 7), ['', '.', '.', ''], [(13, 9), (9, 1), (16, 4)], [False, False, False, False], 94, False, [False, True, True, False], 87, 'North', (6, 8))
Element 4: (1, (6, 8), ['%', '', '.', '%'], [(14, 9), (10, 1), (16, 5)], [True, False, False, True], 92, False, [False, False, True, False], 126, 'North', (6, 9))
Element 5: (1, (6, 9), ['.', '', '.', '.'], [(15, 9), (11, 1), (16, 6)], [False, False, False, False], 90, False, [True, False, True, True], 165, 'East', (7, 9))
Element 6: (1, (7, 9), ['', '%', '%', '%'], [(16, 9), (12, 1), (16, 7)], [False, True, True, True], 88, False, [False, False, False, False], 204, 'West', (6, 9))
Element 7: (1, (6, 9), ['.', '', '.', ''], [(16, 8), (13, 1), (17, 7)], [False, False, False, False], 86, False, [True, False, True, False], 233, 'North', (6, 10))
Element 8: (1, (6, 10), ['%', '', '.', '%'], [(16, 7), (13, 2), (18, 7)], [True, False, False, True], 84, False, [False, False, True, False], 262, 'North', (6, 11))
Element 9: (1, (6, 11), ['%', '', '%', '.'], [(15, 7), (13, 3), (18, 8)], [True, False, True, False], 82, False, [False, False, False, True], 301, 'East', (7, 11))
Element 10: (1, (7, 11), ['', '%', '%', '.'], [(15, 6), (13, 4), (18, 9)], [False, True, True, False], 80, False, [False, False, False, True], 340, 'East', (8, 11))
Element 11: (1, (8, 11), ['', '%', '%', '.'], [(15, 5), (13, 5), (18, 10)], [False, True, True, False], 78, False, [False, False, False, True], 379, 'East', (9, 11))
Element 12: (1, (9, 11), ['', '.', '%', '.'], [(15, 4), (13, 6), (18, 11)], [False, False, True, False], 76, False, [False, True, False, True], 398, 'East', (10, 11))
Element 13: (1, (10, 11), ['', '.', '%', '.'], [(16, 4), (13, 7), (17, 11)], [False, False, True, False], 74, False, [False, True, False, True], 417, 'East', (11, 11))
Element 14: (1, (11, 11), ['', '%', '%', '.'], [(16, 5), (13, 8), (16, 11)], [False, True, True, False], 72, False, [False, False, False, True], 436, 'East', (12, 11))
Element 15: (1, (12, 11), ['', '%', '%', '.'], [(16, 6), (13, 9), (15, 11)], [False, True, True, False], 70, False, [False, False, False, True], 455, 'East', (13, 11))
Element 16: (1, (13, 11), ['', 'G', '%', '%'], [(16, 5), (13, 10), (15, 10)], [False, False, True, True], 68, False, [False, False, False, False], 484, 'West', (12, 11))
Element 17: (1, (12, 11), ['', '%', '%', 'G'], [(16, 4), (13, 11), (15, 9)], [False, True, True, False], 66, False, [False, False, False, False], 483, 'West', (11, 11))
Element 18: (1, (11, 11), ['', '%', '%', 'G'], [(16, 3), (12, 11), (16, 9)], [False, True, True, False], 64, False, [False, False, False, False], 482, 'West', (10, 11))
Element 19: (1, (10, 11), ['', '.', '%', 'G'], [(15, 3), (11, 11), (16, 8)], [False, False, True, False], 62, False, [False, True, False, False], 481, 'South', (10, 10))
Element 20: (1, (10, 10), ['.', '.', 'G', '%'], [(15, 2), (10, 11), (16, 9)], [False, False, False, True], 60, False, [True, True, False, False], 500, 'South', (10, 9))
Element 21: (1, (10, 9), ['.', '', 'G', '%'], [(15, 1), (10, 10), (15, 9)], [False, False, False, True], 58, False, [True, False, False, False], 519, 'West', (9, 9))
Element 22: (1, (9, 9), ['%', '', 'G', ''], [(16, 1), (9, 10), (14, 9)], [True, False, False, False], 56, False, [False, False, False, False], 548, 'South', (9, 8))
Element 23: (1, (9, 8), ['%', '.', '', ''], [(17, 1), (9, 11), (13, 9)], [True, False, False, False], 54, False, [False, True, False, False], 557, 'South', (9, 7))
Element 24: (1, (9, 7), ['%', '%', '', '.'], [(18, 1), (8, 11), (12, 9)], [True, True, False, False], 52, False, [False, False, False, True], 576, 'East', (10, 7))
Element 25: (1, (10, 7), ['', '%', '', '.'], [(18, 2), (7, 11), (13, 9)], [False, True, False, False], 50, False, [False, False, False, True], 595, 'East', (11, 7))
Element 26: (1, (11, 7), ['', '%', '%', '%'], [(18, 3), (6, 11), (13, 10)], [False, True, True, True], 48, False, [False, False, False, False], 614, 'West', (10, 7))
Element 27: (1, (10, 7), ['', '%', '', ''], [(18, 4), (6, 10), (13, 11)], [False, True, False, False], 46, False, [False, False, False, False], 623, 'North', (10, 8))
Element 28: (1, (10, 8), ['', '', '', '%'], [(18, 5), (6, 9), (12, 11)], [False, False, False, True], 44, False, [False, False, False, False], 632, 'South', (10, 7))
Element 29: (1, (10, 7), ['', '%', '', ''], [(18, 6), (5, 9), (11, 11)], [False, True, False, False], 42, False, [False, False, False, False], 651, 'West', (9, 7))
Element 30: (1, (9, 7), ['%', '%', '', ''], [(18, 7), (4, 9), (10, 11)], [True, True, False, False], 40, False, [False, False, False, False], 660, 'North', (9, 8))
Element 31: (1, (9, 8), ['%', '', '', ''], [(18, 8), (4, 10), (10, 10)], [True, False, False, False], 38, False, [False, False, False, False], 669, 'East', (10, 8))
Element 32: (1, (10, 8), ['', '', 'G', '%'], [(18, 9), (4, 11), (10, 9)], [False, False, False, True], 36, False, [False, False, False, False], 678, 'West', (9, 8))
Element 33: (1, (9, 8), ['%', '', '', 'G'], [(18, 10), (3, 11), (10, 8)], [True, False, False, False], 34, False, [False, False, False, False], 687, 'North', (9, 9))
Element 34: (1, (9, 9), ['%', '', '', ''], [(18, 11), (2, 11), (10, 7)], [True, False, False, False], 32, False, [False, False, False, False], 696, 'East', (10, 9))
Element 35: (1, (10, 9), ['', '', '', '%'], [(17, 11), (1, 11), (11, 7)], [False, False, False, True], 30, False, [False, False, False, False], 695, 'South', (10, 8))
Element 36: (1, (10, 8), ['', 'G', '', '%'], [(16, 11), (1, 10), (10, 7)], [False, False, False, True], 28, False, [False, False, False, False], 704, 'North', (10, 9))
Element 37: (1, (10, 9), ['', '', '', '%'], [(15, 11), (1, 9), (9, 7)], [False, False, False, True], 26, False, [False, False, False, False], 713, 'North', (10, 10))
Element 38: (1, (10, 10), ['', '', '', '%'], [(15, 10), (1, 8), (9, 8)], [False, False, False, True], 24, False, [False, False, False, False], 722, 'West', (9, 10))
Element 39: (1, (9, 10), ['%', 'G', '', ''], [(15, 11), (1, 7), (9, 9)], [True, False, False, False], 22, False, [False, False, False, False], 731, 'East', (10, 10))
Element 40: (1, (10, 10), ['G', '', '', '%'], [(16, 11), (2, 7), (9, 10)], [False, False, False, True], 20, False, [False, False, False, False], 740, 'North', (10, 11))
Element 41: (1, (10, 11), ['G', '', '%', ''], [(17, 11), (3, 7), (9, 11)], [False, False, True, False], 18, False, [False, False, False, False], 749, 'South', (10, 10))
Element 42: (1, (10, 10), ['', '', '', '%'], [(18, 11), (3, 8), (8, 11)], [False, False, False, True], 16, False, [False, False, False, False], 758, 'West', (9, 10))
Element 43: (1, (9, 10), ['%', '', '', ''], [(18, 10), (3, 9), (7, 11)], [True, False, False, False], 14, False, [False, False, False, False], 767, 'North', (9, 11))
Element 44: (1, (9, 11), ['', '', '%', ''], [(18, 9), (3, 8), (6, 11)], [False, False, True, False], 12, False, [False, False, False, False], 766, 'West', (8, 11))
Element 45: (1, (8, 11), ['', '%', '%', ''], [(18, 8), (3, 7), (6, 10)], [False, True, True, False], 10, False, [False, False, False, False], 765, 'West', (7, 11))
Element 46: (1, (7, 11), ['', '%', '%', ''], [(18, 7), (3, 6), (6, 9)], [False, True, True, False], 8, False, [False, False, False, False], 774, 'West', (6, 11))
Element 47: (1, (6, 11), ['%', '', '%', ''], [(17, 7), (4, 6), (7, 9)], [True, False, True, False], 6, False, [False, False, False, False], 783, 'South', (6, 10))
Element 48: (1, (6, 10), ['%', 'G', '', '%'], [(18, 7), (5, 6), (6, 9)], [True, False, False, True], 4, False, [False, False, False, False], 792, 'North', (6, 11))
Element 49: (1, (6, 11), ['%', '', '%', ''], [(18, 6), (6, 6), (6, 8)], [True, False, True, False], 2, False, [False, False, False, False], 801, 'South', (6, 10))
Element 50: (1, (6, 10), ['%', '', '', '%'], [(18, 6), (6, 5), (6, 7)], [True, False, False, True], 0, False, [False, False, False, False], 810, 'Stop', (6, 10))
Element 51: #0#
