Element 1: (3, (15, 7), ['%', '.', '%', '.'], [(11, 3), (11, 1), (13, 3)], [True, False, True, False], 98, False, [False, True, False, True], 29, 'East', (16, 7))
Element 2: (3, (16, 7), ['', '.', '.', '.'], [(12, 3), (12, 1), (13, 4)], [False, False, False, False], 96, False, [False, True, True, True], 58, 'East', (17, 7))
Element 3: (3, (17, 7), ['', '%', '%', '.'], [(13, 3), (13, 1), (13, 5)], [False, True, True, False], 94, False, [False, False, False, True], 87, 'East', (18, 7))
Element 4: (3, (18, 7), ['', '.', '.', '%'], [(13, 2), (12, 1), (13, 6)], [False, False, False, True], 92, False, [False, True, True, False], 116, 'North', (18, 8))
Element 5: (3, (18, 8), ['%', '', '.', '%'], [(13, 1), (11, 1), (13, 7)], [True, False, False, True], 90, False, [False, False, True, False], 135, 'North', (18, 9))
Element 6: (3, (18, 9), ['%', '', '.', '%'], [(12, 1), (10, 1), (13, 8)], [True, False, False, True], 88, False, [False, False, True, False], 154, 'North', (18, 10))
Element 7: (3, (18, 10), ['%', '', '', '%'], [(11, 1), (9, 1), (13, 9)], [True, False, False, True], 86, False, [False, False, False, False], 183, 'North', (18, 11))
Element 8: (3, (18, 11), ['.', '', '%', '%'], [(10, 1), (8, 1), (14, 9)], [False, False, True, True], 84, False, [True, False, False, False], 202, 'West', (17, 11))
Element 9: (3, (17, 11), ['.', '%', '%', ''], [(9, 1), (7, 1), (15, 9)], [False, True, True, False], 82, False, [True, False, False, False], 231, 'West', (16, 11))
Element 10: (3, (16, 11), ['.', '%', '%', ''], [(8, 1), (6, 1), (16, 9)], [False, True, True, False], 80, False, [True, False, False, False], 260, 'West', (15, 11))
Element 11: (3, (15, 11), ['%', '.', '%', ''], [(7, 1), (6, 2), (16, 8)], [True, False, True, False], 78, False, [False, True, False, False], 289, 'South', (15, 10))
Element 12: (3, (15, 10), ['%', '', '', '%'], [(6, 1), (6, 3), (16, 7)], [True, False, False, True], 76, False, [False, False, False, False], 308, 'South', (15, 9))
