Element 1: (1, (6, 1), ['%', '%', '.', '.'], [(14, 9), (15, 4), (16, 11)], [True, True, False, False], 98, False, [False, False, True, True], 9, 'East', (7, 1))
Element 2: (1, (7, 1), ['', '%', '%', '.'], [(15, 9), (16, 4), (17, 11)], [False, True, True, False], 96, False, [False, False, False, True], 48, 'East', (8, 1))
Element 3: (1, (8, 1), ['', '%', '%', '.'], [(16, 9), (16, 5), (18, 11)], [False, True, True, False], 94, False, [False, False, False, True], 77, 'East', (9, 1))
Element 4: (1, (9, 1), ['', '%', '%', '.'], [(16, 8), (16, 6), (18, 10)], [False, True, True, False], 92, False, [False, False, False, True], 116, 'East', (10, 1))
Element 5: (1, (10, 1), ['', '%', '%', '.'], [(16, 9), (16, 7), (18, 9)], [False, True, True, False], 90, False, [False, False, False, True], 145, 'East', (11, 1))
Element 6: (1, (11, 1), ['', '%', '%', '.'], [(15, 9), (17, 7), (18, 8)], [False, True, True, False], 88, False, [False, False, False, True], 174, 'East', (12, 1))
Element 7: (1, (12, 1), ['', '%', '%', '.'], [(15, 10), (18, 7), (18, 9)], [False, True, True, False], 86, False, [False, False, False, True], 203, 'East', (13, 1))
Element 8: (1, (13, 1), ['', '%', '.', '%'], [(15, 11), (18, 6), (18, 10)], [False, True, False, True], 84, False, [False, False, True, False], 232, 'North', (13, 2))
Element 9: (1, (13, 2), ['%', '', '.', '%'], [(16, 11), (18, 5), (18, 11)], [True, False, False, True], 82, False, [False, False, True, False], 251, 'North', (13, 3))
Element 10: (1, (13, 3), ['.', '', '.', '%'], [(15, 11), (18, 4), (17, 11)], [False, False, False, True], 80, False, [True, False, True, False], 270, 'North', (13, 4))
Element 11: (1, (13, 4), ['%', '', '.', '%'], [(15, 10), (18, 3), (16, 11)], [True, False, False, True], 78, False, [False, False, True, False], 289, 'North', (13, 5))
Element 12: (1, (13, 5), ['%', '', '.', '%'], [(15, 9), (18, 2), (15, 11)], [True, False, False, True], 76, False, [False, False, True, False], 308, 'North', (13, 6))
Element 13: (1, (13, 6), ['%', '', '.', '%'], [(14, 9), (18, 1), (15, 10)], [True, False, False, True], 74, False, [False, False, True, False], 317, 'North', (13, 7))
Element 14: (1, (13, 7), ['%', '', '.', '%'], [(13, 9), (17, 1), (15, 9)], [True, False, False, True], 72, False, [False, False, True, False], 336, 'North', (13, 8))
Element 15: (1, (13, 8), ['%', '', '', '%'], [(13, 10), (16, 1), (16, 9)], [True, False, False, True], 70, False, [False, False, False, False], 365, 'North', (13, 9))
Element 16: (1, (13, 9), ['.', '', '', ''], [(13, 11), (15, 1), (16, 8)], [False, False, False, False], 68, False, [True, False, False, False], 384, 'West', (12, 9))
Element 17: (1, (12, 9), ['%', '%', '%', ''], [(12, 11), (15, 2), (16, 7)], [True, True, True, False], 66, False, [False, False, False, False], 413, 'East', (13, 9))
Element 18: (1, (13, 9), ['', '', '', ''], [(11, 11), (15, 3), (15, 7)], [False, False, False, False], 64, False, [False, False, False, False], 442, 'East', (14, 9))
Element 19: (1, (14, 9), ['', '%', '%', ''], [(10, 11), (16, 3), (15, 6)], [False, True, True, False], 62, False, [False, False, False, False], 471, 'East', (15, 9))
Element 20: (1, (15, 9), ['', '%', '', ''], [(10, 10), (15, 3), (15, 5)], [False, True, False, False], 60, False, [False, False, False, False], 490, 'East', (16, 9))
Element 21: (1, (16, 9), ['', '', '%', '%'], [(10, 9), (15, 2), (16, 5)], [False, False, True, True], 58, False, [False, False, False, False], 499, 'South', (16, 8))
Element 22: (1, (16, 8), ['%', '', '', '%'], [(9, 9), (15, 1), (16, 6)], [True, False, False, True], 56, False, [False, False, False, False], 508, 'South', (16, 7))
Element 23: (1, (16, 7), ['', '', '', ''], [(9, 10), (16, 1), (16, 5)], [False, False, False, False], 54, False, [False, False, False, False], 517, 'East', (17, 7))
Element 24: (1, (17, 7), ['', '%', '%', ''], [(9, 11), (17, 1), (16, 4)], [False, True, True, False], 52, False, [False, False, False, False], 526, 'East', (18, 7))
Element 25: (1, (18, 7), ['', '', '', '%'], [(8, 11), (18, 1), (16, 3)], [False, False, False, True], 50, False, [False, False, False, False], 535, 'North', (18, 8))
Element 26: (1, (18, 8), ['%', '', '', '%'], [(7, 11), (18, 2), (15, 3)], [True, False, False, True], 48, False, [False, False, False, False], 544, 'North', (18, 9))
Element 27: (1, (18, 9), ['%', '', '', '%'], [(6, 11), (18, 3), (15, 4)], [True, False, False, True], 46, False, [False, False, False, False], 553, 'North', (18, 10))
Element 28: (1, (18, 10), ['%', '', '', '%'], [(6, 10), (18, 4), (15, 3)], [True, False, False, True], 44, False, [False, False, False, False], 562, 'North', (18, 11))
Element 29: (1, (18, 11), ['', '', '%', '%'], [(6, 9), (18, 5), (15, 2)], [False, False, True, True], 42, False, [False, False, False, False], 571, 'West', (17, 11))
Element 30: (1, (17, 11), ['', '%', '%', ''], [(7, 9), (18, 6), (15, 1)], [False, True, True, False], 40, False, [False, False, False, False], 580, 'West', (16, 11))
Element 31: (1, (16, 11), ['', '%', '%', ''], [(6, 9), (18, 7), (16, 1)], [False, True, True, False], 38, False, [False, False, False, False], 579, 'West', (15, 11))
Element 32: (1, (15, 11), ['%', '', '%', ''], [(6, 8), (18, 8), (17, 1)], [True, False, True, False], 36, False, [False, False, False, False], 588, 'South', (15, 10))
Element 33: (1, (15, 10), ['%', '', '', '%'], [(6, 7), (18, 9), (18, 1)], [True, False, False, True], 34, False, [False, False, False, False], 597, 'North', (15, 11))
