Element 1: (3, (16, 3), ['.', '%', '.', '%'], [(16, 11), (7, 1), (13, 3)], [False, True, False, True], 98, False, [True, False, True, False], 29, 'North', (16, 4))
Element 2: (3, (16, 4), ['.', '', '.', '%'], [(17, 11), (8, 1), (13, 4)], [False, False, False, True], 96, False, [True, False, True, False], 68, 'North', (16, 5))
Element 3: (3, (16, 5), ['.', '', '.', '%'], [(18, 11), (9, 1), (13, 5)], [False, False, False, True], 94, False, [True, False, True, False], 97, 'North', (16, 6))
Element 4: (3, (16, 6), ['.', '', '.', '%'], [(18, 10), (10, 1), (13, 6)], [False, False, False, True], 92, False, [True, False, True, False], 136, 'North', (16, 7))
Element 5: (3, (16, 7), ['.', '', '.', '.'], [(18, 9), (11, 1), (13, 7)], [False, False, False, False], 90, False, [True, False, True, True], 175, 'East', (17, 7))
Element 6: (3, (17, 7), ['', '%', '%', '.'], [(18, 8), (12, 1), (13, 8)], [False, True, True, False], 88, False, [False, False, False, True], 214, 'East', (18, 7))
Element 7: (3, (18, 7), ['', '.', '', '%'], [(18, 9), (13, 1), (13, 9)], [False, False, False, True], 86, False, [False, True, False, False], 243, 'South', (18, 6))
Element 8: (3, (18, 6), ['%', '.', '', '%'], [(18, 10), (13, 2), (14, 9)], [True, False, False, True], 84, False, [False, True, False, False], 272, 'South', (18, 5))
Element 9: (3, (18, 5), ['%', '.', '', '%'], [(18, 11), (13, 3), (15, 9)], [True, False, False, True], 82, False, [False, True, False, False], 291, 'South', (18, 4))
Element 10: (3, (18, 4), ['%', '.', '', '%'], [(17, 11), (13, 4), (16, 9)], [True, False, False, True], 80, False, [False, True, False, False], 310, 'South', (18, 3))
Element 11: (3, (18, 3), ['%', '.', '', '%'], [(16, 11), (13, 5), (16, 8)], [True, False, False, True], 78, False, [False, True, False, False], 329, 'South', (18, 2))
Element 12: (3, (18, 2), ['%', '', '', '%'], [(15, 11), (13, 6), (16, 7)], [True, False, False, True], 76, False, [False, False, False, False], 338, 'South', (18, 1))
Element 13: (3, (18, 1), ['.', '%', '', '%'], [(15, 10), (13, 7), (15, 7)], [False, True, False, True], 74, False, [True, False, False, False], 357, 'West', (17, 1))
Element 14: (3, (17, 1), ['.', '%', '%', ''], [(15, 9), (13, 8), (15, 6)], [False, True, True, False], 72, False, [True, False, False, False], 376, 'West', (16, 1))
Element 15: (3, (16, 1), ['.', '%', '%', ''], [(16, 9), (13, 9), (15, 5)], [False, True, True, False], 70, False, [True, False, False, False], 395, 'West', (15, 1))
Element 16: (3, (15, 1), ['%', '%', '.', ''], [(16, 8), (13, 10), (15, 4)], [True, True, False, False], 68, False, [False, False, True, False], 424, 'North', (15, 2))
Element 17: (3, (15, 2), ['%', '', 'G', '%'], [(16, 7), (13, 11), (15, 3)], [True, False, False, True], 66, False, [False, False, False, False], 453, 'South', (15, 1))
Element 18: (3, (15, 1), ['%', '%', '', ''], [(17, 7), (12, 11), (16, 3)], [True, True, False, False], 64, False, [False, False, False, False], 462, 'East', (16, 1))
Element 19: (3, (16, 1), ['', '%', '%', ''], [(18, 7), (11, 11), (16, 4)], [False, True, True, False], 62, False, [False, False, False, False], 471, 'East', (17, 1))
Element 20: (3, (17, 1), ['', '%', '%', ''], [(18, 6), (10, 11), (16, 5)], [False, True, True, False], 60, False, [False, False, False, False], 480, 'East', (18, 1))
Element 21: (3, (18, 1), ['', '%', '', '%'], [(18, 5), (10, 10), (16, 6)], [False, True, False, True], 58, False, [False, False, False, False], 489, 'North', (18, 2))
Element 22: (3, (18, 2), ['%', '', '', '%'], [(18, 4), (10, 9), (16, 5)], [True, False, False, True], 56, False, [False, False, False, False], 498, 'North', (18, 3))
Element 23: (3, (18, 3), ['%', '', '', '%'], [(18, 5), (9, 9), (16, 4)], [True, False, False, True], 54, False, [False, False, False, False], 507, 'North', (18, 4))
Element 24: (3, (18, 4), ['%', '', '', '%'], [(18, 6), (9, 10), (16, 3)], [True, False, False, True], 52, False, [False, False, False, False], 516, 'North', (18, 5))
Element 25: (3, (18, 5), ['%', '', '', '%'], [(18, 7), (9, 11), (15, 3)], [True, False, False, True], 50, False, [False, False, False, False], 525, 'North', (18, 6))
Element 26: (3, (18, 6), ['%', '', '', '%'], [(17, 7), (8, 11), (15, 2)], [True, False, False, True], 48, False, [False, False, False, False], 534, 'North', (18, 7))
Element 27: (3, (18, 7), ['', '', '', '%'], [(16, 7), (7, 11), (15, 1)], [False, False, False, True], 46, False, [False, False, False, False], 543, 'North', (18, 8))
Element 28: (3, (18, 8), ['%', '', '', '%'], [(16, 6), (6, 11), (16, 1)], [True, False, False, True], 44, False, [False, False, False, False], 552, 'North', (18, 9))
Element 29: (3, (18, 9), ['%', '', '', '%'], [(16, 5), (6, 10), (17, 1)], [True, False, False, True], 42, False, [False, False, False, False], 561, 'North', (18, 10))
Element 30: (3, (18, 10), ['%', '', '', '%'], [(16, 4), (6, 9), (18, 1)], [True, False, False, True], 40, False, [False, False, False, False], 570, 'North', (18, 11))
Element 31: (3, (18, 11), ['', '', '%', '%'], [(16, 3), (7, 9), (18, 2)], [False, False, True, True], 38, False, [False, False, False, False], 579, 'West', (17, 11))
Element 32: (3, (17, 11), ['', '%', '%', ''], [(15, 3), (6, 9), (18, 3)], [False, True, True, False], 36, False, [False, False, False, False], 578, 'West', (16, 11))
Element 33: (3, (16, 11), ['', '%', '%', ''], [(15, 4), (6, 8), (18, 4)], [False, True, True, False], 34, False, [False, False, False, False], 587, 'West', (15, 11))
