Element 1: (3, (10, 11), ['.', '.', '%', '.'], [(16, 9), (1, 10), (6, 6)], [False, False, True, False], 98, False, [True, True, False, True], 29, 'East', (11, 11))
Element 2: (3, (11, 11), ['', '%', '%', '.'], [(15, 9), (1, 11), (6, 7)], [False, True, True, False], 96, False, [False, False, False, True], 58, 'East', (12, 11))
Element 3: (3, (12, 11), ['', '%', '%', '.'], [(15, 10), (2, 11), (6, 8)], [False, True, True, False], 94, False, [False, False, False, True], 97, 'East', (13, 11))
Element 4: (3, (13, 11), ['', '.', '%', '%'], [(15, 11), (3, 11), (6, 9)], [False, False, True, True], 92, False, [False, True, False, False], 136, 'South', (13, 10))
Element 5: (3, (13, 10), ['%', '.', '', '%'], [(16, 11), (4, 11), (7, 9)], [True, False, False, True], 90, False, [False, True, False, False], 175, 'South', (13, 9))
Element 6: (3, (13, 9), ['.', '.', '', '.'], [(17, 11), (4, 10), (6, 9)], [False, False, False, False], 88, False, [True, True, False, True], 204, 'East', (14, 9))
Element 7: (3, (14, 9), ['', '%', '%', ''], [(18, 11), (4, 9), (6, 10)], [False, True, True, False], 86, False, [False, False, False, False], 233, 'East', (15, 9))
Element 8: (3, (15, 9), ['', '%', '', ''], [(18, 10), (5, 9), (6, 11)], [False, True, False, False], 84, False, [False, False, False, False], 262, 'East', (16, 9))
Element 9: (3, (16, 9), ['', '', '%', '%'], [(18, 9), (6, 9), (7, 11)], [False, False, True, True], 82, False, [False, False, False, False], 281, 'South', (16, 8))
Element 10: (3, (16, 8), ['%', '.', '', '%'], [(18, 8), (7, 9), (8, 11)], [True, False, False, True], 80, False, [False, True, False, False], 300, 'South', (16, 7))
Element 11: (3, (16, 7), ['.', '.', '', '.'], [(18, 7), (6, 9), (9, 11)], [False, False, False, False], 78, False, [True, True, False, True], 329, 'East', (17, 7))
Element 12: (3, (17, 7), ['', '%', '%', ''], [(18, 6), (6, 10), (9, 10)], [False, True, True, False], 76, False, [False, False, False, False], 358, 'East', (18, 7))
Element 13: (3, (18, 7), ['', '', '', '%'], [(18, 5), (6, 11), (10, 10)], [False, False, False, True], 74, False, [False, False, False, False], 377, 'North', (18, 8))
Element 14: (3, (18, 8), ['%', '', '', '%'], [(18, 4), (7, 11), (10, 9)], [True, False, False, True], 72, False, [False, False, False, False], 396, 'North', (18, 9))
Element 15: (3, (18, 9), ['%', '', '', '%'], [(18, 3), (8, 11), (9, 9)], [True, False, False, True], 70, False, [False, False, False, False], 415, 'North', (18, 10))
Element 16: (3, (18, 10), ['%', '', '', '%'], [(18, 2), (9, 11), (9, 8)], [True, False, False, True], 68, False, [False, False, False, False], 424, 'North', (18, 11))
Element 17: (3, (18, 11), ['', '', '%', '%'], [(18, 1), (10, 11), (9, 7)], [False, False, True, True], 66, False, [False, False, False, False], 433, 'West', (17, 11))
Element 18: (3, (17, 11), ['', '%', '%', ''], [(17, 1), (11, 11), (10, 7)], [False, True, True, False], 64, False, [False, False, False, False], 452, 'West', (16, 11))
Element 19: (3, (16, 11), ['', '%', '%', ''], [(16, 1), (12, 11), (11, 7)], [False, True, True, False], 62, False, [False, False, False, False], 471, 'West', (15, 11))
Element 20: (3, (15, 11), ['%', '', '%', ''], [(15, 1), (13, 11), (10, 7)], [True, False, True, False], 60, False, [False, False, False, False], 480, 'South', (15, 10))
