Element 1: (3, (18, 9), ['%', '.', '.', '%'], [(1, 4), (16, 7), (16, 6)], [True, False, False, True], 98, False, [False, True, True, False], 29, 'North', (18, 10))
Element 2: (3, (18, 10), ['%', '', '', '%'], [(1, 5), (17, 7), (15, 6)], [True, False, False, True], 96, False, [False, False, False, False], 68, 'North', (18, 11))
Element 3: (3, (18, 11), ['.', '', '%', '%'], [(1, 6), (18, 7), (15, 5)], [False, False, True, True], 94, False, [True, False, False, False], 97, 'West', (17, 11))
Element 4: (3, (17, 11), ['.', '%', '%', ''], [(1, 7), (18, 8), (15, 4)], [False, True, True, False], 92, False, [True, False, False, False], 136, 'West', (16, 11))
Element 5: (3, (16, 11), ['.', '%', '%', ''], [(2, 7), (18, 9), (16, 4)], [False, True, True, False], 90, False, [True, False, False, False], 165, 'West', (15, 11))
Element 6: (3, (15, 11), ['%', '.', '%', ''], [(3, 7), (18, 10), (16, 3)], [True, False, True, False], 88, False, [False, True, False, False], 194, 'South', (15, 10))
Element 7: (3, (15, 10), ['%', '.', '', '%'], [(4, 7), (18, 11), (15, 3)], [True, False, False, True], 86, False, [False, True, False, False], 223, 'South', (15, 9))
Element 8: (3, (15, 9), ['.', '%', '', '.'], [(5, 7), (17, 11), (15, 2)], [False, True, False, False], 84, False, [True, False, False, True], 252, 'East', (16, 9))
Element 9: (3, (16, 9), ['', '.', '%', '%'], [(6, 7), (16, 11), (15, 1)], [False, False, True, True], 82, False, [False, True, False, False], 281, 'South', (16, 8))
Element 10: (3, (16, 8), ['%', '', '', '%'], [(6, 8), (15, 11), (16, 1)], [True, False, False, True], 80, False, [False, False, False, False], 310, 'South', (16, 7))
Element 11: (3, (16, 7), ['', '', '', ''], [(6, 9), (15, 10), (17, 1)], [False, False, False, False], 78, False, [False, False, False, False], 329, 'East', (17, 7))
Element 12: (3, (17, 7), ['', '%', '%', ''], [(7, 9), (15, 9), (18, 1)], [False, True, True, False], 76, False, [False, False, False, False], 338, 'East', (18, 7))
Element 13: (3, (18, 7), ['', '.', '', '%'], [(6, 9), (14, 9), (18, 2)], [False, False, False, True], 74, False, [False, True, False, False], 357, 'South', (18, 6))
Element 14: (3, (18, 6), ['%', '.', '', '%'], [(6, 10), (13, 9), (18, 3)], [True, False, False, True], 72, False, [False, True, False, False], 396, 'South', (18, 5))
Element 15: (3, (18, 5), ['%', 'G', '', '%'], [(6, 11), (13, 10), (18, 4)], [True, False, False, True], 70, False, [False, False, False, False], 435, 'North', (18, 6))
Element 16: (3, (18, 6), ['%', 'G', '', '%'], [(7, 11), (13, 11), (18, 5)], [True, False, False, True], 68, False, [False, False, False, False], 454, 'North', (18, 7))
Element 17: (3, (18, 7), ['', 'G', '', '%'], [(8, 11), (12, 11), (18, 6)], [False, False, False, True], 66, False, [False, False, False, False], 473, 'North', (18, 8))
Element 18: (3, (18, 8), ['%', 'G', '', '%'], [(9, 11), (11, 11), (18, 7)], [True, False, False, True], 64, False, [False, False, False, False], 492, 'North', (18, 9))
