Element 1: (0, (13, 11), ['.', '.', '%', '%'], [(1, 3), (3, 7), (12, 3)], [False, False, True, True], 98, False, [True, True, False, False], 0, 'South', (13, 10))
Element 2: (0, (13, 10), ['%', '.', '', '%'], [(1, 4), (4, 7), (13, 3)], [True, False, False, True], 96, False, [False, True, False, False], 39, 'South', (13, 9))
Element 3: (0, (13, 9), ['.', '.', '', '.'], [(1, 5), (5, 7), (13, 4)], [False, False, False, False], 94, False, [True, True, False, True], 78, 'East', (14, 9))
Element 4: (0, (14, 9), ['', '%', '%', '.'], [(1, 6), (6, 7), (13, 5)], [False, True, True, False], 92, False, [False, False, False, True], 117, 'East', (15, 9))
Element 5: (0, (15, 9), ['', '%', '.', '.'], [(1, 7), (6, 8), (13, 6)], [False, True, False, False], 90, False, [False, False, True, True], 156, 'East', (16, 9))
Element 6: (0, (16, 9), ['', '.', '%', '%'], [(2, 7), (6, 9), (13, 7)], [False, False, True, True], 88, False, [False, True, False, False], 195, 'South', (16, 8))
Element 7: (0, (16, 8), ['%', '.', '', '%'], [(3, 7), (7, 9), (13, 8)], [True, False, False, True], 86, False, [False, True, False, False], 224, 'South', (16, 7))
Element 8: (0, (16, 7), ['.', '.', '', '.'], [(3, 8), (6, 9), (13, 9)], [False, False, False, False], 84, False, [True, True, False, True], 243, 'East', (17, 7))
Element 9: (0, (17, 7), ['', '%', '%', '.'], [(3, 9), (6, 10), (12, 9)], [False, True, True, False], 82, False, [False, False, False, True], 282, 'East', (18, 7))
Element 10: (0, (18, 7), ['', '.', '.', '%'], [(4, 9), (6, 11), (13, 9)], [False, False, False, True], 80, False, [False, True, True, False], 311, 'North', (18, 8))
Element 11: (0, (18, 8), ['%', '', '.', '%'], [(5, 9), (7, 11), (14, 9)], [True, False, False, True], 78, False, [False, False, True, False], 340, 'North', (18, 9))
Element 12: (0, (18, 9), ['%', '', '.', '%'], [(6, 9), (8, 11), (15, 9)], [True, False, False, True], 76, False, [False, False, True, False], 359, 'North', (18, 10))
Element 13: (0, (18, 10), ['%', '', '', '%'], [(7, 9), (9, 11), (15, 10)], [True, False, False, True], 74, False, [False, False, False, False], 388, 'North', (18, 11))
