Element 1: (1, (9, 9), ['%', '', '.', '.'], [(7, 1), (15, 2), (16, 5)], [True, False, False, False], 98, False, [False, False, True, True], 9, 'East', (10, 9))
Element 22: (1, (13, 4), ['%', '', '', '%'], [(9, 10), (16, 8), (18, 4)], [True, False, False, True], 56, False, [False, False, False, False], 478, 'South', (13, 3))
Element 23: (1, (13, 3), ['.', '', '', '%'], [(10, 10), (16, 7), (18, 3)], [False, False, False, True], 54, False, [True, False, False, False], 487, 'West', (12, 3))
Element 24: (1, (12, 3), ['.', '%', '%', ''], [(10, 9), (17, 7), (18, 2)], [False, True, True, False], 52, False, [True, False, False, False], 506, 'West', (11, 3))
Element 25: (1, (11, 3), ['.', '%', '%', ''], [(10, 8), (18, 7), (18, 1)], [False, True, True, False], 50, False, [True, False, False, False], 515, 'West', (10, 3))
Element 26: (1, (10, 3), ['.', '%', '%', ''], [(10, 7), (18, 8), (17, 1)], [False, True, True, False], 48, False, [True, False, False, False], 544, 'West', (9, 3))
Element 27: (1, (9, 3), ['.', '%', '%', ''], [(11, 7), (18, 9), (16, 1)], [False, True, True, False], 46, False, [True, False, False, False], 573, 'West', (8, 3))
Element 28: (1, (8, 3), ['.', '%', '', ''], [(10, 7), (18, 10), (15, 1)], [False, True, False, False], 44, False, [True, False, False, False], 592, 'West', (7, 3))
Element 29: (1, (7, 3), ['.', '%', '%', ''], [(9, 7), (18, 11), (15, 2)], [False, True, True, False], 42, False, [True, False, False, False], 611, 'West', (6, 3))
Element 30: (1, (6, 3), ['.', '.', '.', ''], [(9, 8), (17, 11), (15, 3)], [False, False, False, False], 40, False, [True, True, True, False], 620, 'North', (6, 4))
Element 31: (1, (6, 4), ['.', '', '.', '%'], [(9, 9), (16, 11), (16, 3)], [False, False, False, True], 38, False, [True, False, True, False], 629, 'North', (6, 5))
Element 32: (1, (6, 5), ['.', '', '.', '%'], [(9, 8), (15, 11), (16, 4)], [False, False, False, True], 36, False, [True, False, True, False], 638, 'North', (6, 6))
Element 33: (1, (6, 6), ['.', '', '.', '%'], [(9, 7), (15, 10), (15, 4)], [False, False, False, True], 34, False, [True, False, True, False], 647, 'North', (6, 7))
Element 34: (1, (6, 7), ['.', '', '.', ''], [(10, 7), (15, 11), (15, 5)], [False, False, False, False], 32, False, [True, False, True, False], 656, 'North', (6, 8))
Element 35: (1, (6, 8), ['%', '', '.', '%'], [(10, 8), (16, 11), (15, 6)], [True, False, False, True], 30, False, [False, False, True, False], 665, 'North', (6, 9))
Element 36: (1, (6, 9), ['.', '', '.', '.'], [(9, 8), (17, 11), (15, 7)], [False, False, False, False], 28, False, [True, False, True, True], 674, 'East', (7, 9))
Element 37: (1, (7, 9), ['', '%', '%', '%'], [(10, 8), (18, 11), (15, 6)], [False, True, True, True], 26, False, [False, False, False, False], 683, 'West', (6, 9))
Element 38: (1, (6, 9), ['.', '', '.', ''], [(10, 9), (18, 10), (15, 5)], [False, False, False, False], 24, False, [True, False, True, False], 682, 'North', (6, 10))
Element 39: (1, (6, 10), ['%', '', '.', '%'], [(9, 9), (18, 9), (15, 4)], [True, False, False, True], 22, False, [False, False, True, False], 691, 'North', (6, 11))
Element 40: (1, (6, 11), ['%', '', '%', '.'], [(10, 9), (18, 8), (16, 4)], [True, False, True, False], 20, False, [False, False, False, True], 700, 'East', (7, 11))
Element 41: (1, (7, 11), ['', '%', '%', '.'], [(10, 10), (18, 7), (16, 3)], [False, True, True, False], 18, False, [False, False, False, True], 709, 'East', (8, 11))
Element 42: (1, (8, 11), ['', '%', '%', ''], [(9, 10), (18, 6), (15, 3)], [False, True, True, False], 16, False, [False, False, False, False], 718, 'East', (9, 11))
Element 43: (1, (9, 11), ['', '', '%', ''], [(9, 9), (18, 5), (15, 4)], [False, False, True, False], 14, False, [False, False, False, False], 717, 'South', (9, 10))
Element 44: (1, (9, 10), ['%', '', '', ''], [(9, 8), (18, 4), (15, 3)], [True, False, False, False], 12, False, [False, False, False, False], 716, 'North', (9, 11))
Element 45: (1, (9, 11), ['', '', '%', ''], [(9, 7), (18, 3), (15, 2)], [False, False, True, False], 10, False, [False, False, False, False], 715, 'West', (8, 11))
Element 46: (1, (8, 11), ['', '%', '%', ''], [(9, 8), (18, 2), (15, 1)], [False, True, True, False], 8, False, [False, False, False, False], 714, 'West', (7, 11))
Element 47: (1, (7, 11), ['', '%', '%', ''], [(9, 9), (18, 1), (16, 1)], [False, True, True, False], 6, False, [False, False, False, False], 713, 'West', (6, 11))
Element 48: (1, (6, 11), ['%', '', '%', ''], [(9, 10), (17, 1), (15, 1)], [True, False, True, False], 4, False, [False, False, False, False], 712, 'South', (6, 10))
Element 49: (1, (6, 10), ['%', '', '', '%'], [(10, 10), (16, 1), (16, 1)], [True, False, False, True], 2, False, [False, False, False, False], 711, 'South', (6, 9))
Element 50: (1, (6, 9), ['.', '', '', ''], [(10, 10), (15, 1), (16, 1)], [False, False, False, False], 0, False, [True, False, False, False], 710, 'Stop', (6, 9))
Element 51: #0#
