Element 1: (0, (16, 9), ['.', '.', '%', '%'], [(4, 6), (6, 8), (9, 10)], [False, False, True, True], 98, False, [True, True, False, False], 0, 'South', (16, 8))
Element 2: (0, (16, 8), ['%', '.', '', '%'], [(5, 6), (6, 9), (10, 10)], [True, False, False, True], 96, False, [False, True, False, False], 39, 'South', (16, 7))
Element 3: (0, (16, 7), ['.', '.', '', '.'], [(6, 6), (7, 9), (10, 11)], [False, False, False, False], 94, False, [True, True, False, True], 78, 'East', (17, 7))
Element 4: (0, (17, 7), ['', '%', '%', '.'], [(6, 7), (6, 9), (11, 11)], [False, True, True, False], 92, False, [False, False, False, True], 107, 'East', (18, 7))
Element 5: (0, (18, 7), ['', '.', '.', '%'], [(5, 7), (6, 10), (12, 11)], [False, False, False, True], 90, False, [False, True, True, False], 146, 'North', (18, 8))
Element 6: (0, (18, 8), ['%', '', '.', '%'], [(4, 7), (6, 11), (13, 11)], [True, False, False, True], 88, False, [False, False, True, False], 185, 'North', (18, 9))
Element 7: (0, (18, 9), ['%', '', '.', '%'], [(3, 7), (7, 11), (13, 10)], [True, False, False, True], 86, False, [False, False, True, False], 224, 'North', (18, 10))
Element 8: (0, (18, 10), ['%', '', '', '%'], [(3, 8), (8, 11), (13, 9)], [True, False, False, True], 84, False, [False, False, False, False], 263, 'North', (18, 11))
Element 9: (0, (18, 11), ['.', '', '%', '%'], [(3, 9), (9, 11), (14, 9)], [False, False, True, True], 82, False, [True, False, False, False], 292, 'West', (17, 11))
Element 10: (0, (17, 11), ['.', '%', '%', ''], [(4, 9), (10, 11), (15, 9)], [False, True, True, False], 80, False, [True, False, False, False], 321, 'West', (16, 11))
Element 11: (0, (16, 11), ['.', '%', '%', ''], [(5, 9), (11, 11), (15, 10)], [False, True, True, False], 78, False, [True, False, False, False], 350, 'West', (15, 11))
Element 12: (0, (15, 11), ['%', '', '%', ''], [(6, 9), (12, 11), (15, 9)], [True, False, True, False], 76, False, [False, False, False, False], 359, 'South', (15, 10))
Element 13: (0, (15, 10), ['%', '', '', '%'], [(7, 9), (13, 11), (16, 9)], [True, False, False, True], 74, False, [False, False, False, False], 358, 'South', (15, 9))
Element 14: (0, (15, 9), ['', '%', '', ''], [(6, 9), (13, 10), (16, 8)], [False, True, False, False], 72, False, [False, False, False, False], 357, 'West', (14, 9))
Element 15: (0, (14, 9), ['G', '%', '%', ''], [(6, 10), (13, 9), (16, 7)], [False, True, True, False], 70, False, [False, False, False, False], 356, 'East', (15, 9))
Element 16: (0, (15, 9), ['', '%', '', ''], [(6, 11), (13, 8), (16, 6)], [False, True, False, False], 68, False, [False, False, False, False], 375, 'North', (15, 10))
Element 17: (0, (15, 10), ['%', '', '', '%'], [(7, 11), (13, 7), (16, 5)], [True, False, False, True], 66, False, [False, False, False, False], 394, 'North', (15, 11))
Element 18: (0, (15, 11), ['%', '', '%', ''], [(8, 11), (13, 6), (16, 4)], [True, False, True, False], 64, False, [False, False, False, False], 413, 'East', (16, 11))
Element 19: (0, (16, 11), ['', '%', '%', ''], [(9, 11), (13, 5), (16, 3)], [False, True, True, False], 62, False, [False, False, False, False], 432, 'East', (17, 11))
Element 20: (0, (17, 11), ['', '%', '%', ''], [(10, 11), (13, 4), (15, 3)], [False, True, True, False], 60, False, [False, False, False, False], 451, 'East', (18, 11))
Element 21: (0, (18, 11), ['', '', '%', '%'], [(11, 11), (13, 3), (15, 4)], [False, False, True, True], 58, False, [False, False, False, False], 470, 'South', (18, 10))
Element 22: (0, (18, 10), ['%', '', '', '%'], [(12, 11), (13, 2), (15, 5)], [True, False, False, True], 56, False, [False, False, False, False], 489, 'South', (18, 9))
Element 23: (0, (18, 9), ['%', '', '', '%'], [(13, 11), (13, 1), (15, 6)], [True, False, False, True], 54, False, [False, False, False, False], 508, 'South', (18, 8))
Element 24: (0, (18, 8), ['%', '', '', '%'], [(13, 10), (12, 1), (15, 7)], [True, False, False, True], 52, False, [False, False, False, False], 527, 'South', (18, 7))
Element 25: (0, (18, 7), ['', '.', '', '%'], [(13, 9), (11, 1), (15, 6)], [False, False, False, True], 50, False, [False, True, False, False], 536, 'South', (18, 6))
Element 26: (0, (18, 6), ['%', '.', '', '%'], [(12, 9), (10, 1), (15, 5)], [True, False, False, True], 48, False, [False, True, False, False], 565, 'South', (18, 5))
Element 27: (0, (18, 5), ['%', '.', '', '%'], [(13, 9), (9, 1), (15, 4)], [True, False, False, True], 46, False, [False, True, False, False], 584, 'South', (18, 4))
Element 28: (0, (18, 4), ['%', '.', '', '%'], [(14, 9), (8, 1), (15, 3)], [True, False, False, True], 44, False, [False, True, False, False], 603, 'South', (18, 3))
Element 29: (0, (18, 3), ['%', '.', '', '%'], [(15, 9), (7, 1), (15, 2)], [True, False, False, True], 42, False, [False, True, False, False], 632, 'South', (18, 2))
Element 30: (0, (18, 2), ['%', '', '', '%'], [(16, 9), (6, 1), (15, 1)], [True, False, False, True], 40, False, [False, False, False, False], 661, 'South', (18, 1))
Element 31: (0, (18, 1), ['.', '%', '', '%'], [(16, 8), (6, 2), (16, 1)], [False, True, False, True], 38, False, [True, False, False, False], 680, 'West', (17, 1))
Element 32: (0, (17, 1), ['', '%', '%', ''], [(16, 7), (6, 3), (15, 1)], [False, True, True, False], 36, False, [False, False, False, False], 699, 'West', (16, 1))
Element 33: (0, (16, 1), ['', '%', '%', ''], [(17, 7), (7, 3), (15, 2)], [False, True, True, False], 34, False, [False, False, False, False], 708, 'West', (15, 1))
Element 34: (0, (15, 1), ['%', '%', '', ''], [(18, 7), (8, 3), (15, 3)], [True, True, False, False], 32, False, [False, False, False, False], 717, 'North', (15, 2))
Element 35: (0, (15, 2), ['%', '', '', '%'], [(18, 8), (9, 3), (16, 3)], [True, False, False, True], 30, False, [False, False, False, False], 726, 'North', (15, 3))
Element 36: (0, (15, 3), ['%', '', '', ''], [(18, 9), (10, 3), (16, 4)], [True, False, False, False], 28, False, [False, False, False, False], 735, 'East', (16, 3))
Element 37: (0, (16, 3), ['', '%', '', '%'], [(18, 10), (11, 3), (15, 4)], [False, True, False, True], 26, False, [False, False, False, False], 744, 'North', (16, 4))
Element 38: (0, (16, 4), ['', '', '', '%'], [(18, 11), (12, 3), (15, 3)], [False, False, False, True], 24, False, [False, False, False, False], 753, 'North', (16, 5))
Element 39: (0, (16, 5), ['', '', '', '%'], [(17, 11), (11, 3), (15, 2)], [False, False, False, True], 22, False, [False, False, False, False], 752, 'North', (16, 6))
Element 40: (0, (16, 6), ['', '', '', '%'], [(16, 11), (10, 3), (15, 3)], [False, False, False, True], 20, False, [False, False, False, False], 751, 'West', (15, 6))
Element 41: (0, (15, 6), ['%', '', '', ''], [(15, 11), (9, 3), (15, 4)], [True, False, False, False], 18, False, [False, False, False, False], 750, 'North', (15, 7))
Element 42: (0, (15, 7), ['%', '', '%', ''], [(15, 10), (8, 3), (15, 5)], [True, False, True, False], 16, False, [False, False, False, False], 749, 'South', (15, 6))
Element 43: (0, (15, 6), ['%', '', '', ''], [(15, 11), (8, 4), (15, 4)], [True, False, False, False], 14, False, [False, False, False, False], 748, 'South', (15, 5))
Element 44: (0, (15, 5), ['%', '', '', ''], [(16, 11), (8, 5), (15, 5)], [True, False, False, False], 12, False, [False, False, False, False], 747, 'South', (15, 4))
Element 45: (0, (15, 4), ['%', '', '', ''], [(17, 11), (9, 5), (15, 6)], [True, False, False, False], 10, False, [False, False, False, False], 746, 'North', (15, 5))
Element 46: (0, (15, 5), ['%', '', '', ''], [(18, 11), (10, 5), (15, 7)], [True, False, False, False], 8, False, [False, False, False, False], 745, 'North', (15, 6))
Element 47: (0, (15, 6), ['%', '', '', ''], [(18, 10), (11, 5), (16, 7)], [True, False, False, False], 6, False, [False, False, False, False], 744, 'East', (16, 6))
Element 48: (0, (16, 6), ['', '', '', '%'], [(18, 9), (10, 5), (17, 7)], [False, False, False, True], 4, False, [False, False, False, False], 743, 'South', (16, 5))
