Element 1: (3, (16, 3), ['.', '%', '.', '%'], [(4, 7), (14, 9), (16, 7)], [False, True, False, True], 98, False, [True, False, True, False], 29, 'North', (16, 4))
Element 2: (3, (16, 4), ['.', '', '.', '%'], [(5, 7), (15, 9), (17, 7)], [False, False, False, True], 96, False, [True, False, True, False], 68, 'North', (16, 5))
Element 3: (3, (16, 5), ['.', '', '.', '%'], [(6, 7), (16, 9), (18, 7)], [False, False, False, True], 94, False, [True, False, True, False], 107, 'North', (16, 6))
Element 4: (3, (16, 6), ['.', '', '', '%'], [(6, 8), (16, 8), (18, 8)], [False, False, False, True], 92, False, [True, False, False, False], 146, 'West', (15, 6))
Element 5: (3, (15, 6), ['%', '.', '', ''], [(6, 9), (16, 7), (18, 9)], [True, False, False, False], 90, False, [False, True, False, False], 175, 'South', (15, 5))
Element 6: (3, (15, 5), ['%', '.', '', ''], [(7, 9), (17, 7), (18, 10)], [True, False, False, False], 88, False, [False, True, False, False], 204, 'South', (15, 4))
Element 7: (3, (15, 4), ['%', '.', '', ''], [(6, 9), (18, 7), (18, 11)], [True, False, False, False], 86, False, [False, True, False, False], 213, 'South', (15, 3))
Element 8: (3, (15, 3), ['%', '.', '', ''], [(6, 10), (18, 6), (17, 11)], [True, False, False, False], 84, False, [False, True, False, False], 252, 'South', (15, 2))
Element 9: (3, (15, 2), ['%', '.', '', '%'], [(6, 11), (18, 5), (16, 11)], [True, False, False, True], 82, False, [False, True, False, False], 291, 'South', (15, 1))
Element 10: (3, (15, 1), ['%', '%', '', '.'], [(7, 11), (18, 4), (15, 11)], [True, True, False, False], 80, False, [False, False, False, True], 330, 'East', (16, 1))
Element 11: (3, (16, 1), ['', '%', '%', '.'], [(8, 11), (18, 3), (15, 10)], [False, True, True, False], 78, False, [False, False, False, True], 369, 'East', (17, 1))
Element 12: (3, (17, 1), ['', '%', '%', ''], [(9, 11), (18, 2), (15, 9)], [False, True, True, False], 76, False, [False, False, False, False], 398, 'East', (18, 1))
Element 13: (3, (18, 1), ['', '%', '', '%'], [(10, 11), (18, 3), (16, 9)], [False, True, False, True], 74, False, [False, False, False, False], 407, 'North', (18, 2))
Element 14: (3, (18, 2), ['%', '', '', '%'], [(11, 11), (18, 4), (16, 8)], [True, False, False, True], 72, False, [False, False, False, False], 416, 'North', (18, 3))
Element 15: (3, (18, 3), ['%', '', '', '%'], [(12, 11), (18, 5), (16, 9)], [True, False, False, True], 70, False, [False, False, False, False], 425, 'North', (18, 4))
Element 16: (3, (18, 4), ['%', '', '', '%'], [(13, 11), (18, 6), (15, 9)], [True, False, False, True], 68, False, [False, False, False, False], 434, 'North', (18, 5))
Element 17: (3, (18, 5), ['%', '', '', '%'], [(13, 10), (18, 7), (14, 9)], [True, False, False, True], 66, False, [False, False, False, False], 443, 'North', (18, 6))
Element 18: (3, (18, 6), ['%', '', '', '%'], [(13, 9), (18, 8), (15, 9)], [True, False, False, True], 64, False, [False, False, False, False], 442, 'North', (18, 7))
Element 19: (3, (18, 7), ['', '', '', '%'], [(13, 8), (18, 9), (15, 10)], [False, False, False, True], 62, False, [False, False, False, False], 451, 'North', (18, 8))
Element 20: (3, (18, 8), ['%', '', '', '%'], [(13, 7), (18, 10), (15, 11)], [True, False, False, True], 60, False, [False, False, False, False], 460, 'North', (18, 9))
Element 21: (3, (18, 9), ['%', '', '', '%'], [(13, 6), (18, 11), (16, 11)], [True, False, False, True], 58, False, [False, False, False, False], 469, 'North', (18, 10))
Element 22: (3, (18, 10), ['%', '', '', '%'], [(13, 5), (17, 11), (15, 11)], [True, False, False, True], 56, False, [False, False, False, False], 478, 'North', (18, 11))
Element 23: (3, (18, 11), ['', '', '%', '%'], [(13, 4), (16, 11), (15, 10)], [False, False, True, True], 54, False, [False, False, False, False], 487, 'West', (17, 11))
Element 24: (3, (17, 11), ['', '%', '%', ''], [(13, 3), (15, 11), (15, 10)], [False, True, True, False], 52, False, [False, False, False, False], 496, 'West', (16, 11))
Element 25: (3, (16, 11), ['G', '%', '%', ''], [(13, 2), (15, 11), (15, 9)], [False, True, True, False], 50, False, [False, False, False, False], 505, 'East', (17, 11))
