Element 1: (0, (15, 1), ['%', '%', '.', '.'], [(1, 5), (4, 5), (16, 6)], [True, True, False, False], 98, False, [False, False, True, True], 0, 'East', (16, 1))
Element 2: (0, (16, 1), ['', '%', '%', '.'], [(1, 6), (5, 5), (16, 7)], [False, True, True, False], 96, False, [False, False, False, True], 39, 'East', (17, 1))
Element 3: (0, (17, 1), ['', '%', '%', ''], [(1, 7), (6, 5), (17, 7)], [False, True, True, False], 94, False, [False, False, False, False], 78, 'East', (18, 1))
Element 4: (0, (18, 1), ['', '%', '.', '%'], [(2, 7), (6, 6), (18, 7)], [False, True, False, True], 92, False, [False, False, True, False], 107, 'North', (18, 2))
Element 5: (0, (18, 2), ['%', '', '.', '%'], [(3, 7), (6, 7), (18, 8)], [True, False, False, True], 90, False, [False, False, True, False], 146, 'North', (18, 3))
Element 6: (0, (18, 3), ['%', '', '.', '%'], [(4, 7), (6, 8), (18, 9)], [True, False, False, True], 88, False, [False, False, True, False], 185, 'North', (18, 4))
Element 7: (0, (18, 4), ['%', '', '.', '%'], [(5, 7), (6, 9), (18, 10)], [True, False, False, True], 86, False, [False, False, True, False], 224, 'North', (18, 5))
Element 8: (0, (18, 5), ['%', '', '.', '%'], [(5, 6), (7, 9), (18, 11)], [True, False, False, True], 84, False, [False, False, True, False], 253, 'North', (18, 6))
Element 9: (0, (18, 6), ['%', '', '', '%'], [(4, 6), (6, 9), (17, 11)], [True, False, False, True], 82, False, [False, False, False, False], 282, 'North', (18, 7))
Element 10: (0, (18, 7), ['', '', '', '%'], [(3, 6), (6, 10), (16, 11)], [False, False, False, True], 80, False, [False, False, False, False], 311, 'North', (18, 8))
Element 11: (0, (18, 8), ['%', '', '', '%'], [(3, 5), (6, 11), (15, 11)], [True, False, False, True], 78, False, [False, False, False, False], 340, 'North', (18, 9))
Element 12: (0, (18, 9), ['%', '', '', '%'], [(3, 4), (7, 11), (15, 10)], [True, False, False, True], 76, False, [False, False, False, False], 369, 'North', (18, 10))
Element 13: (0, (18, 10), ['%', '', '', '%'], [(4, 4), (8, 11), (15, 9)], [True, False, False, True], 74, False, [False, False, False, False], 398, 'North', (18, 11))
Element 14: (0, (18, 11), ['', '', '%', '%'], [(5, 4), (9, 11), (16, 9)], [False, False, True, True], 72, False, [False, False, False, False], 427, 'West', (17, 11))
Element 15: (0, (17, 11), ['', '%', '%', ''], [(6, 4), (10, 11), (16, 8)], [False, True, True, False], 70, False, [False, False, False, False], 456, 'West', (16, 11))
Element 16: (0, (16, 11), ['', '%', '%', ''], [(6, 3), (11, 11), (16, 9)], [False, True, True, False], 68, False, [False, False, False, False], 475, 'West', (15, 11))
Element 17: (0, (15, 11), ['%', '', '%', ''], [(7, 3), (12, 11), (15, 9)], [True, False, True, False], 66, False, [False, False, False, False], 494, 'South', (15, 10))
Element 18: (0, (15, 10), ['%', '', '', '%'], [(8, 3), (13, 11), (14, 9)], [True, False, False, True], 64, False, [False, False, False, False], 523, 'South', (15, 9))
Element 19: (0, (15, 9), ['', '%', '', ''], [(9, 3), (13, 10), (13, 9)], [False, True, False, False], 62, False, [False, False, False, False], 552, 'East', (16, 9))
Element 20: (0, (16, 9), ['', '', '%', '%'], [(10, 3), (13, 11), (13, 8)], [False, False, True, True], 60, False, [False, False, False, False], 571, 'South', (16, 8))
Element 21: (0, (16, 8), ['%', '', '', '%'], [(11, 3), (12, 11), (13, 7)], [True, False, False, True], 58, False, [False, False, False, False], 590, 'South', (16, 7))
Element 22: (0, (16, 7), ['.', '', '', ''], [(12, 3), (11, 11), (13, 6)], [False, False, False, False], 56, False, [True, False, False, False], 609, 'West', (15, 7))
Element 23: (0, (15, 7), ['%', '.', '%', ''], [(13, 3), (10, 11), (13, 5)], [True, False, True, False], 54, False, [False, True, False, False], 638, 'South', (15, 6))
Element 24: (0, (15, 6), ['%', '.', '', ''], [(13, 4), (10, 10), (13, 6)], [True, False, False, False], 52, False, [False, True, False, False], 667, 'South', (15, 5))
Element 25: (0, (15, 5), ['%', '.', '', '.'], [(13, 5), (10, 9), (13, 7)], [True, False, False, False], 50, False, [False, True, False, True], 686, 'East', (16, 5))
Element 26: (0, (16, 5), ['', '.', '', '%'], [(13, 6), (9, 9), (13, 8)], [False, False, False, True], 48, False, [False, True, False, False], 705, 'South', (16, 4))
Element 27: (0, (16, 4), ['.', '.', '', '%'], [(13, 7), (9, 10), (13, 9)], [False, False, False, True], 46, False, [True, True, False, False], 724, 'South', (16, 3))
Element 28: (0, (16, 3), ['.', '%', '', '%'], [(13, 8), (9, 9), (12, 9)], [False, True, False, True], 44, False, [True, False, False, False], 743, 'West', (15, 3))
Element 29: (0, (15, 3), ['%', '.', '.', ''], [(13, 9), (9, 8), (12, 9)], [True, False, False, False], 42, False, [False, True, True, False], 752, 'North', (15, 4))
Element 30: (0, (15, 4), ['%', '', '', ''], [(14, 9), (9, 7), (12, 9)], [True, False, False, False], 40, False, [False, False, False, False], 771, 'South', (15, 3))
Element 31: (0, (15, 3), ['%', '.', '', ''], [(15, 9), (10, 7), (13, 9)], [True, False, False, False], 38, False, [False, True, False, False], 780, 'South', (15, 2))
Element 32: (0, (15, 2), ['%', '', '', '%'], [(16, 9), (11, 7), (14, 9)], [True, False, False, True], 36, False, [False, False, False, False], 799, 'North', (15, 3))
Element 33: (0, (15, 3), ['%', '', '', ''], [(16, 8), (10, 7), (15, 9)], [True, False, False, False], 34, False, [False, False, False, False], 798, 'East', (16, 3))
Element 34: (0, (16, 3), ['', '%', '', '%'], [(16, 7), (10, 8), (15, 10)], [False, True, False, True], 32, False, [False, False, False, False], 797, 'North', (16, 4))
Element 35: (0, (16, 4), ['', '', '', '%'], [(17, 7), (10, 7), (15, 11)], [False, False, False, True], 30, False, [False, False, False, False], 796, 'West', (15, 4))
Element 36: (0, (15, 4), ['%', '', '', ''], [(18, 7), (9, 7), (16, 11)], [True, False, False, False], 28, False, [False, False, False, False], 795, 'East', (16, 4))
Element 37: (0, (16, 4), ['', '', '', '%'], [(18, 8), (9, 8), (17, 11)], [False, False, False, True], 26, False, [False, False, False, False], 794, 'North', (16, 5))
Element 38: (0, (16, 5), ['', '', '', '%'], [(18, 9), (10, 8), (18, 11)], [False, False, False, True], 24, False, [False, False, False, False], 793, 'North', (16, 6))
Element 39: (0, (16, 6), ['', '', '', '%'], [(18, 10), (9, 8), (17, 11)], [False, False, False, True], 22, False, [False, False, False, False], 792, 'South', (16, 5))
Element 40: (0, (16, 5), ['', '', '', '%'], [(18, 11), (9, 9), (17, 11)], [False, False, False, True], 20, False, [False, False, False, False], 791, 'West', (15, 5))
Element 41: (0, (15, 5), ['%', '', '', ''], [(18, 10), (10, 9), (17, 11)], [True, False, False, False], 18, False, [False, False, False, False], 790, 'South', (15, 4))
