Element 1: (0, (10, 11), ['.', '.', '%', '.'], [(1, 3), (3, 7), (13, 4)], [False, False, True, False], 98, False, [True, True, False, True], 0, 'East', (11, 11))
Element 2: (0, (11, 11), ['', '%', '%', '.'], [(1, 4), (4, 7), (13, 5)], [False, True, True, False], 96, False, [False, False, False, True], 39, 'East', (12, 11))
Element 3: (0, (12, 11), ['', '%', '%', '.'], [(1, 5), (5, 7), (13, 6)], [False, True, True, False], 94, False, [False, False, False, True], 78, 'East', (13, 11))
Element 4: (0, (13, 11), ['', '.', '%', '%'], [(1, 6), (6, 7), (13, 7)], [False, False, True, True], 92, False, [False, True, False, False], 117, 'South', (13, 10))
Element 5: (0, (13, 10), ['%', '.', '', '%'], [(1, 7), (6, 8), (13, 8)], [True, False, False, True], 90, False, [False, True, False, False], 156, 'South', (13, 9))
Element 6: (0, (13, 9), ['.', '', '', '.'], [(2, 7), (6, 9), (13, 7)], [False, False, False, False], 88, False, [True, False, False, True], 185, 'East', (14, 9))
Element 7: (0, (14, 9), ['', '%', '%', '.'], [(3, 7), (7, 9), (13, 6)], [False, True, True, False], 86, False, [False, False, False, True], 204, 'East', (15, 9))
Element 8: (0, (15, 9), ['', '%', '.', '.'], [(3, 8), (6, 9), (13, 5)], [False, True, False, False], 84, False, [False, False, True, True], 223, 'East', (16, 9))
Element 9: (0, (16, 9), ['', '.', '%', '%'], [(3, 9), (6, 10), (13, 4)], [False, False, True, True], 82, False, [False, True, False, False], 252, 'South', (16, 8))
Element 10: (0, (16, 8), ['%', '.', '', '%'], [(4, 9), (6, 11), (13, 3)], [True, False, False, True], 80, False, [False, True, False, False], 291, 'South', (16, 7))
Element 11: (0, (16, 7), ['.', '.', '', '.'], [(5, 9), (7, 11), (13, 2)], [False, False, False, False], 78, False, [True, True, False, True], 330, 'East', (17, 7))
Element 12: (0, (17, 7), ['', '%', '%', '.'], [(6, 9), (8, 11), (13, 1)], [False, True, True, False], 76, False, [False, False, False, True], 359, 'East', (18, 7))
Element 13: (0, (18, 7), ['', '.', '.', '%'], [(7, 9), (9, 11), (12, 1)], [False, False, False, True], 74, False, [False, True, True, False], 388, 'North', (18, 8))
Element 14: (0, (18, 8), ['%', '', '.', '%'], [(6, 9), (9, 10), (11, 1)], [True, False, False, True], 72, False, [False, False, True, False], 417, 'North', (18, 9))
Element 15: (0, (18, 9), ['%', '', '.', '%'], [(6, 10), (10, 10), (10, 1)], [True, False, False, True], 70, False, [False, False, True, False], 446, 'North', (18, 10))
Element 16: (0, (18, 10), ['%', '', '', '%'], [(6, 11), (10, 9), (9, 1)], [True, False, False, True], 68, False, [False, False, False, False], 475, 'North', (18, 11))
Element 17: (0, (18, 11), ['.', '', '%', '%'], [(7, 11), (9, 9), (8, 1)], [False, False, True, True], 66, False, [True, False, False, False], 494, 'West', (17, 11))
