Element 1: (3, (16, 3), ['.', '%', '.', '%'], [(18, 8), (3, 9), (6, 11)], [False, True, False, True], 98, False, [True, False, True, False], 29, 'North', (16, 4))
Element 2: (3, (16, 4), ['.', '', '.', '%'], [(18, 9), (4, 9), (7, 11)], [False, False, False, True], 96, False, [True, False, True, False], 68, 'North', (16, 5))
Element 3: (3, (16, 5), ['.', '', '.', '%'], [(18, 10), (5, 9), (8, 11)], [False, False, False, True], 94, False, [True, False, True, False], 107, 'North', (16, 6))
Element 4: (3, (16, 6), ['.', '', '.', '%'], [(18, 11), (6, 9), (9, 11)], [False, False, False, True], 92, False, [True, False, True, False], 136, 'North', (16, 7))
Element 5: (3, (16, 7), ['.', '', '.', '.'], [(17, 11), (7, 9), (10, 11)], [False, False, False, False], 90, False, [True, False, True, True], 175, 'East', (17, 7))
Element 6: (3, (17, 7), ['', '%', '%', ''], [(16, 11), (6, 9), (11, 11)], [False, True, True, False], 88, False, [False, False, False, False], 204, 'East', (18, 7))
Element 7: (3, (18, 7), ['', '.', '', '%'], [(15, 11), (6, 8), (12, 11)], [False, False, False, True], 86, False, [False, True, False, False], 233, 'South', (18, 6))
Element 8: (3, (18, 6), ['%', '.', '', '%'], [(15, 10), (6, 7), (13, 11)], [True, False, False, True], 84, False, [False, True, False, False], 272, 'South', (18, 5))
Element 9: (3, (18, 5), ['%', '.', '', '%'], [(15, 9), (6, 6), (13, 10)], [True, False, False, True], 82, False, [False, True, False, False], 311, 'South', (18, 4))
Element 10: (3, (18, 4), ['%', '.', '', '%'], [(16, 9), (6, 5), (13, 9)], [True, False, False, True], 80, False, [False, True, False, False], 350, 'South', (18, 3))
Element 11: (3, (18, 3), ['%', '.', '', '%'], [(16, 8), (6, 4), (14, 9)], [True, False, False, True], 78, False, [False, True, False, False], 389, 'South', (18, 2))
Element 12: (3, (18, 2), ['%', '', '', '%'], [(16, 7), (6, 3), (15, 9)], [True, False, False, True], 76, False, [False, False, False, False], 408, 'South', (18, 1))
Element 13: (3, (18, 1), ['.', '%', '', '%'], [(15, 7), (7, 3), (16, 9)], [False, True, False, True], 74, False, [True, False, False, False], 427, 'West', (17, 1))
Element 14: (3, (17, 1), ['.', '%', '%', ''], [(15, 6), (8, 3), (16, 8)], [False, True, True, False], 72, False, [True, False, False, False], 456, 'West', (16, 1))
Element 15: (3, (16, 1), ['.', '%', '%', ''], [(15, 5), (9, 3), (16, 7)], [False, True, True, False], 70, False, [True, False, False, False], 485, 'West', (15, 1))
Element 16: (3, (15, 1), ['%', '%', '.', ''], [(15, 4), (10, 3), (17, 7)], [True, True, False, False], 68, False, [False, False, True, False], 514, 'North', (15, 2))
Element 17: (3, (15, 2), ['%', '', 'G', '%'], [(15, 3), (11, 3), (18, 7)], [True, False, False, True], 66, False, [False, False, False, False], 543, 'South', (15, 1))
Element 18: (3, (15, 1), ['%', '%', '', ''], [(16, 3), (12, 3), (18, 8)], [True, True, False, False], 64, False, [False, False, False, False], 552, 'East', (16, 1))
Element 19: (3, (16, 1), ['', '%', '%', ''], [(16, 4), (13, 3), (18, 9)], [False, True, True, False], 62, False, [False, False, False, False], 561, 'East', (17, 1))
Element 20: (3, (17, 1), ['', '%', '%', ''], [(16, 5), (13, 4), (18, 10)], [False, True, True, False], 60, False, [False, False, False, False], 570, 'East', (18, 1))
Element 21: (3, (18, 1), ['', '%', '', '%'], [(16, 6), (13, 5), (18, 11)], [False, True, False, True], 58, False, [False, False, False, False], 579, 'North', (18, 2))
Element 22: (3, (18, 2), ['%', '', '', '%'], [(16, 5), (13, 6), (17, 11)], [True, False, False, True], 56, False, [False, False, False, False], 588, 'North', (18, 3))
Element 23: (3, (18, 3), ['%', '', '', '%'], [(16, 4), (13, 7), (16, 11)], [True, False, False, True], 54, False, [False, False, False, False], 597, 'North', (18, 4))
Element 24: (3, (18, 4), ['%', '', '', '%'], [(16, 3), (13, 8), (15, 11)], [True, False, False, True], 52, False, [False, False, False, False], 606, 'North', (18, 5))
Element 25: (3, (18, 5), ['%', '', '', '%'], [(15, 3), (13, 9), (15, 10)], [True, False, False, True], 50, False, [False, False, False, False], 605, 'North', (18, 6))
Element 26: (3, (18, 6), ['%', '', '', '%'], [(15, 2), (12, 9), (15, 11)], [True, False, False, True], 48, False, [False, False, False, False], 614, 'North', (18, 7))
Element 27: (3, (18, 7), ['', '', '', '%'], [(15, 1), (13, 9), (16, 11)], [False, False, False, True], 46, False, [False, False, False, False], 613, 'North', (18, 8))
Element 28: (3, (18, 8), ['%', '', '', '%'], [(16, 1), (14, 9), (17, 11)], [True, False, False, True], 44, False, [False, False, False, False], 612, 'North', (18, 9))
Element 29: (3, (18, 9), ['%', '', '', '%'], [(17, 1), (15, 9), (18, 11)], [True, False, False, True], 42, False, [False, False, False, False], 611, 'North', (18, 10))
Element 30: (3, (18, 10), ['%', '', '', '%'], [(18, 1), (16, 9), (17, 11)], [True, False, False, True], 40, False, [False, False, False, False], 610, 'North', (18, 11))
Element 31: (3, (18, 11), ['G', '', '%', '%'], [(18, 2), (16, 8), (17, 11)], [False, False, True, True], 38, False, [False, False, False, False], 609, 'South', (18, 10))
Element 32: (3, (18, 10), ['%', '', '', '%'], [(18, 3), (16, 7), (17, 11)], [True, False, False, True], 36, False, [False, False, False, False], 608, 'South', (18, 9))
Element 33: (3, (18, 9), ['%', '', '', '%'], [(18, 4), (17, 7), (17, 11)], [True, False, False, True], 34, False, [False, False, False, False], 607, 'South', (18, 8))
Element 34: (3, (18, 8), ['%', 'G', '', '%'], [(18, 5), (18, 7), (17, 11)], [True, False, False, True], 32, False, [False, False, False, False], 606, 'North', (18, 9))
Element 35: (3, (18, 9), ['%', 'G', '', '%'], [(18, 6), (18, 8), (17, 11)], [True, False, False, True], 30, False, [False, False, False, False], 605, 'South', (18, 8))
Element 36: (3, (18, 8), ['%', '', 'G', '%'], [(18, 5), (18, 9), (17, 11)], [True, False, False, True], 28, False, [False, False, False, False], 604, 'South', (18, 7))
Element 37: (3, (18, 7), ['', '', '', '%'], [(18, 4), (18, 10), (17, 11)], [False, False, False, True], 26, False, [False, False, False, False], 603, 'North', (18, 8))
Element 38: (3, (18, 8), ['%', '', '', '%'], [(18, 3), (18, 11), (17, 11)], [True, False, False, True], 24, False, [False, False, False, False], 602, 'South', (18, 7))
Element 39: (3, (18, 7), ['', '', '', '%'], [(18, 2), (18, 10), (17, 11)], [False, False, False, True], 22, False, [False, False, False, False], 601, 'West', (17, 7))
Element 40: (3, (17, 7), ['', '%', '%', ''], [(18, 1), (18, 9), (17, 11)], [False, True, True, False], 20, False, [False, False, False, False], 600, 'West', (16, 7))
Element 41: (3, (16, 7), ['', '', '', ''], [(17, 1), (18, 8), (16, 11)], [False, False, False, False], 18, False, [False, False, False, False], 599, 'South', (16, 6))
Element 42: (3, (16, 6), ['', '', '', '%'], [(16, 1), (18, 7), (16, 11)], [False, False, False, True], 16, False, [False, False, False, False], 598, 'West', (15, 6))
Element 43: (3, (15, 6), ['%', '', '', ''], [(15, 1), (17, 7), (16, 11)], [True, False, False, False], 14, False, [False, False, False, False], 597, 'North', (15, 7))
Element 44: (3, (15, 7), ['%', '', '%', 'G'], [(15, 2), (16, 7), (16, 11)], [True, False, True, False], 12, False, [False, False, False, False], 596, 'South', (15, 6))
Element 45: (3, (15, 6), ['%', '', '', 'G'], [(15, 3), (16, 6), (16, 11)], [True, False, False, False], 10, False, [False, False, False, False], 595, 'South', (15, 5))
Element 46: (3, (15, 5), ['%', 'G', '', 'G'], [(15, 4), (16, 5), (16, 11)], [True, False, False, False], 8, False, [False, False, False, False], 594, 'North', (15, 6))
Element 47: (3, (15, 6), ['%', 'G', '', ''], [(16, 4), (15, 5), (16, 11)], [True, False, False, False], 6, False, [False, False, False, False], 593, 'East', (16, 6))
Element 48: (3, (16, 6), ['G', '', '', '%'], [(15, 4), (15, 6), (16, 11)], [False, False, False, True], 4, False, [False, False, False, False], 592, 'South', (16, 5))
Element 49: (3, (16, 5), ['G', '', '', '%'], [(15, 5), (15, 7), (16, 11)], [False, False, False, True], 2, False, [False, False, False, False], 591, 'South', (16, 4))
Element 50: (3, (16, 4), ['', '', '', '%'], [(15, 5), (15, 7), (16, 11)], [False, False, False, True], 0, False, [False, False, False, False], 590, 'Stop', (16, 4))
Element 51: #0#
