Element 1: (0, (18, 7), ['.', '.', '.', '%'], [(10, 1), (15, 6), (18, 10)], [False, False, False, True], 98, False, [True, True, True, False], 0, 'North', (18, 8))
Element 2: (0, (18, 8), ['%', '', 'G', '%'], [(11, 1), (16, 6), (18, 9)], [True, False, False, True], 96, False, [False, False, False, False], 39, 'South', (18, 7))
Element 3: (0, (18, 7), ['.', '.', 'G', '%'], [(12, 1), (16, 7), (18, 8)], [False, False, False, True], 94, False, [True, True, False, False], 58, 'South', (18, 6))
Element 4: (0, (18, 6), ['%', '.', 'G', '%'], [(13, 1), (17, 7), (18, 7)], [True, False, False, True], 92, False, [False, True, False, False], 87, 'South', (18, 5))
Element 5: (0, (18, 5), ['%', '.', 'G', '%'], [(13, 2), (16, 7), (18, 6)], [True, False, False, True], 90, False, [False, True, False, False], 106, 'South', (18, 4))
Element 6: (0, (18, 4), ['%', '.', 'G', '%'], [(13, 3), (16, 8), (18, 5)], [True, False, False, True], 88, False, [False, True, False, False], 135, 'South', (18, 3))
Element 7: (0, (18, 3), ['%', '.', 'G', '%'], [(13, 4), (16, 9), (18, 4)], [True, False, False, True], 86, False, [False, True, False, False], 164, 'South', (18, 2))
Element 8: (0, (18, 2), ['%', '', 'G', '%'], [(13, 5), (15, 9), (18, 3)], [True, False, False, True], 84, False, [False, False, False, False], 193, 'South', (18, 1))
Element 9: (0, (18, 1), ['.', '%', 'G', '%'], [(13, 6), (15, 10), (18, 2)], [False, True, False, True], 82, False, [True, False, False, False], 212, 'West', (17, 1))
Element 10: (0, (17, 1), ['.', '%', '%', 'G'], [(13, 7), (15, 11), (18, 1)], [False, True, True, False], 80, False, [True, False, False, False], 241, 'West', (16, 1))
Element 11: (0, (16, 1), ['.', '%', '%', 'G'], [(13, 8), (16, 11), (17, 1)], [False, True, True, False], 78, False, [True, False, False, False], 270, 'West', (15, 1))
Element 12: (0, (15, 1), ['%', '%', '.', 'G'], [(13, 9), (17, 11), (16, 1)], [True, True, False, False], 76, False, [False, False, True, False], 299, 'North', (15, 2))
Element 13: (0, (15, 2), ['%', 'G', '.', '%'], [(14, 9), (18, 11), (15, 1)], [True, False, False, True], 74, False, [False, False, True, False], 318, 'North', (15, 3))
Element 14: (0, (15, 3), ['%', 'G', '.', '.'], [(15, 9), (18, 10), (15, 2)], [True, False, False, False], 72, False, [False, False, True, True], 327, 'East', (16, 3))
Element 15: (0, (16, 3), ['G', '%', '.', '%'], [(16, 9), (18, 9), (15, 3)], [False, True, False, True], 70, False, [False, False, True, False], 336, 'North', (16, 4))
Element 16: (0, (16, 4), ['G', '', '.', '%'], [(16, 8), (18, 8), (15, 4)], [False, False, False, True], 68, False, [False, False, True, False], 355, 'North', (16, 5))
Element 17: (0, (16, 5), ['G', '', '', '%'], [(16, 7), (18, 7), (15, 5)], [False, False, False, True], 66, False, [False, False, False, False], 374, 'North', (16, 6))
Element 18: (0, (16, 6), ['', 'G', '', '%'], [(15, 7), (18, 6), (16, 5)], [False, False, False, True], 64, False, [False, False, False, False], 383, 'North', (16, 7))
Element 19: (0, (16, 7), ['', 'G', '', ''], [(15, 6), (18, 5), (16, 6)], [False, False, False, False], 62, False, [False, False, False, False], 382, 'East', (17, 7))
Element 20: (0, (17, 7), ['G', '%', '%', ''], [(15, 5), (18, 4), (16, 7)], [False, True, True, False], 60, False, [False, False, False, False], 381, 'East', (18, 7))
Element 21: (0, (18, 7), ['G', '', '', '%'], [(16, 5), (18, 3), (17, 7)], [False, False, False, True], 58, False, [False, False, False, False], 380, 'North', (18, 8))
