Element 1: (0, (11, 3), ['.', '%', '%', '.'], [(1, 10), (3, 4), (15, 9)], [False, True, True, False], 98, False, [True, False, False, True], 0, 'East', (12, 3))
Element 2: (0, (12, 3), ['', '%', '%', '.'], [(1, 9), (4, 4), (16, 9)], [False, True, True, False], 96, False, [False, False, False, True], 39, 'East', (13, 3))
Element 3: (0, (13, 3), ['', '.', '.', '%'], [(1, 8), (5, 4), (16, 8)], [False, False, False, True], 94, False, [False, True, True, False], 78, 'North', (13, 4))
Element 4: (0, (13, 4), ['%', '', '.', '%'], [(1, 7), (6, 4), (16, 7)], [True, False, False, True], 92, False, [False, False, True, False], 117, 'North', (13, 5))
Element 5: (0, (13, 5), ['%', '', '.', '%'], [(2, 7), (6, 5), (17, 7)], [True, False, False, True], 90, False, [False, False, True, False], 156, 'North', (13, 6))
Element 6: (0, (13, 6), ['%', '', '.', '%'], [(3, 7), (6, 6), (18, 7)], [True, False, False, True], 88, False, [False, False, True, False], 195, 'North', (13, 7))
Element 7: (0, (13, 7), ['%', '', '.', '%'], [(4, 7), (6, 7), (18, 8)], [True, False, False, True], 86, False, [False, False, True, False], 234, 'North', (13, 8))
Element 8: (0, (13, 8), ['%', '', '.', '%'], [(5, 7), (6, 8), (18, 9)], [True, False, False, True], 84, False, [False, False, True, False], 273, 'North', (13, 9))
Element 9: (0, (13, 9), ['.', '', '.', '.'], [(5, 6), (6, 9), (18, 10)], [False, False, False, False], 82, False, [True, False, True, True], 312, 'East', (14, 9))
Element 10: (0, (14, 9), ['', '%', '%', ''], [(5, 5), (7, 9), (18, 11)], [False, True, True, False], 80, False, [False, False, False, False], 341, 'East', (15, 9))
Element 11: (0, (15, 9), ['', '%', '.', ''], [(4, 5), (6, 9), (17, 11)], [False, True, False, False], 78, False, [False, False, True, False], 360, 'North', (15, 10))
Element 12: (0, (15, 10), ['%', '', '.', '%'], [(4, 6), (6, 10), (16, 11)], [True, False, False, True], 76, False, [False, False, True, False], 399, 'North', (15, 11))
Element 13: (0, (15, 11), ['%', '', '%', ''], [(3, 6), (6, 11), (17, 11)], [True, False, True, False], 74, False, [False, False, False, False], 428, 'East', (16, 11))
Element 14: (0, (16, 11), ['', '%', '%', ''], [(3, 5), (7, 11), (18, 11)], [False, True, True, False], 72, False, [False, False, False, False], 447, 'East', (17, 11))
Element 15: (0, (17, 11), ['', '%', '%', ''], [(3, 4), (8, 11), (18, 10)], [False, True, True, False], 70, False, [False, False, False, False], 456, 'East', (18, 11))
Element 16: (0, (18, 11), ['', '', '%', '%'], [(3, 3), (9, 11), (18, 9)], [False, False, True, True], 68, False, [False, False, False, False], 475, 'South', (18, 10))
Element 17: (0, (18, 10), ['%', '', '', '%'], [(3, 2), (10, 11), (18, 8)], [True, False, False, True], 66, False, [False, False, False, False], 1484, 'South', (18, 9))
Element 18: #1#
