Element 1: (2, (15, 9), ['.', '%', '.', '.'], [(13, 1), (4, 9), (18, 2)], [False, True, False, False], 98, False, [True, False, True, True], 19, 'East', (16, 9))
Element 2: (2, (16, 9), ['', '.', '%', '%'], [(13, 2), (5, 9), (18, 3)], [False, False, True, True], 96, False, [False, True, False, False], 58, 'South', (16, 8))
Element 3: (2, (16, 8), ['%', '.', '', '%'], [(13, 3), (6, 9), (18, 4)], [True, False, False, True], 94, False, [False, True, False, False], 97, 'South', (16, 7))
Element 4: (2, (16, 7), ['.', '.', '', '.'], [(13, 4), (7, 9), (18, 5)], [False, False, False, False], 92, False, [True, True, False, True], 136, 'East', (17, 7))
Element 5: (2, (17, 7), ['', '%', '%', '.'], [(13, 5), (6, 9), (18, 6)], [False, True, True, False], 90, False, [False, False, False, True], 165, 'East', (18, 7))
Element 6: (2, (18, 7), ['', '', '.', '%'], [(13, 6), (6, 10), (18, 5)], [False, False, False, True], 88, False, [False, False, True, False], 194, 'North', (18, 8))
Element 7: (2, (18, 8), ['%', '', '.', '%'], [(13, 7), (6, 11), (18, 4)], [True, False, False, True], 86, False, [False, False, True, False], 223, 'North', (18, 9))
Element 8: (2, (18, 9), ['%', '', '.', '%'], [(13, 8), (7, 11), (18, 3)], [True, False, False, True], 84, False, [False, False, True, False], 252, 'North', (18, 10))
Element 9: (2, (18, 10), ['%', '', '', '%'], [(13, 9), (8, 11), (18, 2)], [True, False, False, True], 82, False, [False, False, False, False], 281, 'North', (18, 11))
Element 10: (2, (18, 11), ['.', '', '%', '%'], [(14, 9), (9, 11), (18, 1)], [False, False, True, True], 80, False, [True, False, False, False], 300, 'West', (17, 11))
Element 11: (2, (17, 11), ['.', '%', '%', ''], [(15, 9), (10, 11), (17, 1)], [False, True, True, False], 78, False, [True, False, False, False], 329, 'West', (16, 11))
Element 12: (2, (16, 11), ['.', '%', '%', ''], [(15, 10), (11, 11), (16, 1)], [False, True, True, False], 76, False, [True, False, False, False], 368, 'West', (15, 11))
Element 13: (2, (15, 11), ['%', '', '%', ''], [(15, 9), (12, 11), (15, 1)], [True, False, True, False], 74, False, [False, False, False, False], 397, 'South', (15, 10))
Element 14: (2, (15, 10), ['%', '', '', '%'], [(16, 9), (13, 11), (15, 2)], [True, False, False, True], 72, False, [False, False, False, False], 416, 'North', (15, 11))
Element 15: (2, (15, 11), ['%', '', '%', ''], [(16, 8), (13, 10), (15, 3)], [True, False, True, False], 70, False, [False, False, False, False], 435, 'East', (16, 11))
Element 16: (2, (16, 11), ['', '%', '%', ''], [(16, 7), (13, 9), (16, 3)], [False, True, True, False], 68, False, [False, False, False, False], 444, 'East', (17, 11))
Element 17: (2, (17, 11), ['', '%', '%', ''], [(16, 6), (12, 9), (16, 4)], [False, True, True, False], 66, False, [False, False, False, False], 473, 'East', (18, 11))
Element 18: (2, (18, 11), ['', '', '%', '%'], [(15, 6), (13, 9), (16, 5)], [False, False, True, True], 64, False, [False, False, False, False], 492, 'South', (18, 10))
Element 19: (2, (18, 10), ['%', '', '', '%'], [(15, 7), (14, 9), (15, 5)], [True, False, False, True], 62, False, [False, False, False, False], 511, 'South', (18, 9))
