Element 1: (3, (7, 1), ['.', '%', '%', '.'], [(18, 6), (5, 9), (4, 10)], [False, True, True, False], 98, False, [True, False, False, True], 29, 'East', (8, 1))
Element 2: (3, (8, 1), ['', '%', '%', '.'], [(18, 7), (6, 9), (4, 9)], [False, True, True, False], 96, False, [False, False, False, True], 58, 'East', (9, 1))
Element 3: (3, (9, 1), ['', '%', '%', '.'], [(18, 8), (7, 9), (3, 9)], [False, True, True, False], 94, False, [False, False, False, True], 97, 'East', (10, 1))
Element 4: (3, (10, 1), ['', '%', '%', '.'], [(18, 9), (6, 9), (3, 8)], [False, True, True, False], 92, False, [False, False, False, True], 126, 'East', (11, 1))
Element 5: (3, (11, 1), ['', '%', '%', '.'], [(18, 10), (6, 10), (3, 7)], [False, True, True, False], 90, False, [False, False, False, True], 165, 'East', (12, 1))
Element 6: (3, (12, 1), ['', '%', '%', '.'], [(18, 11), (6, 11), (4, 7)], [False, True, True, False], 88, False, [False, False, False, True], 194, 'East', (13, 1))
Element 7: (3, (13, 1), ['', '%', '.', '%'], [(17, 11), (7, 11), (5, 7)], [False, True, False, True], 86, False, [False, False, True, False], 233, 'North', (13, 2))
Element 8: (3, (13, 2), ['%', '', '.', '%'], [(16, 11), (8, 11), (6, 7)], [True, False, False, True], 84, False, [False, False, True, False], 272, 'North', (13, 3))
Element 9: (3, (13, 3), ['.', '', '.', '%'], [(15, 11), (9, 11), (6, 8)], [False, False, False, True], 82, False, [True, False, True, False], 311, 'North', (13, 4))
Element 10: (3, (13, 4), ['%', '', '.', '%'], [(15, 10), (10, 11), (6, 9)], [True, False, False, True], 80, False, [False, False, True, False], 340, 'North', (13, 5))
Element 11: (3, (13, 5), ['%', '', '.', '%'], [(15, 9), (11, 11), (7, 9)], [True, False, False, True], 78, False, [False, False, True, False], 369, 'North', (13, 6))
Element 12: (3, (13, 6), ['%', '', '.', '%'], [(16, 9), (12, 11), (6, 9)], [True, False, False, True], 76, False, [False, False, True, False], 398, 'North', (13, 7))
Element 13: (3, (13, 7), ['%', '', '.', '%'], [(16, 8), (13, 11), (6, 10)], [True, False, False, True], 74, False, [False, False, True, False], 427, 'North', (13, 8))
Element 14: (3, (13, 8), ['%', '', '.', '%'], [(16, 7), (13, 10), (6, 11)], [True, False, False, True], 72, False, [False, False, True, False], 456, 'North', (13, 9))
Element 15: (3, (13, 9), ['.', '', '', '.'], [(17, 7), (13, 11), (7, 11)], [False, False, False, False], 70, False, [True, False, False, True], 475, 'East', (14, 9))
Element 16: (3, (14, 9), ['', '%', '%', ''], [(16, 7), (12, 11), (8, 11)], [False, True, True, False], 68, False, [False, False, False, False], 484, 'East', (15, 9))
Element 17: (3, (15, 9), ['', '%', '', ''], [(16, 6), (11, 11), (9, 11)], [False, True, False, False], 66, False, [False, False, False, False], 493, 'East', (16, 9))
Element 18: (3, (16, 9), ['', '', '%', '%'], [(16, 5), (10, 11), (9, 10)], [False, False, True, True], 64, False, [False, False, False, False], 512, 'South', (16, 8))
Element 19: (3, (16, 8), ['%', '', '', '%'], [(16, 4), (10, 10), (9, 9)], [True, False, False, True], 62, False, [False, False, False, False], 541, 'South', (16, 7))
Element 20: (3, (16, 7), ['.', '', '', ''], [(16, 3), (10, 9), (9, 8)], [False, False, False, False], 60, False, [True, False, False, False], 560, 'West', (15, 7))
Element 21: (3, (15, 7), ['%', '.', '%', ''], [(15, 3), (10, 8), (9, 7)], [True, False, True, False], 58, False, [False, True, False, False], 589, 'South', (15, 6))
Element 22: (3, (15, 6), ['%', '.', '', ''], [(15, 4), (10, 7), (9, 8)], [True, False, False, False], 56, False, [False, True, False, False], 618, 'South', (15, 5))
Element 23: (3, (15, 5), ['%', '', '', ''], [(15, 3), (11, 7), (9, 9)], [True, False, False, False], 54, False, [False, False, False, False], 637, 'East', (16, 5))
Element 24: (3, (16, 5), ['', '', '', '%'], [(15, 2), (10, 7), (9, 10)], [False, False, False, True], 52, False, [False, False, False, False], 646, 'North', (16, 6))
Element 25: (3, (16, 6), ['', '', '', '%'], [(15, 1), (9, 7), (9, 11)], [False, False, False, True], 50, False, [False, False, False, False], 655, 'South', (16, 5))
Element 26: (3, (16, 5), ['', '', '', '%'], [(16, 1), (9, 8), (8, 11)], [False, False, False, True], 48, False, [False, False, False, False], 664, 'South', (16, 4))
Element 27: (3, (16, 4), ['', '', '', '%'], [(17, 1), (9, 9), (7, 11)], [False, False, False, True], 46, False, [False, False, False, False], 673, 'South', (16, 3))
Element 28: (3, (16, 3), ['', '%', '', '%'], [(18, 1), (9, 10), (6, 11)], [False, True, False, True], 44, False, [False, False, False, False], 672, 'West', (15, 3))
Element 29: (3, (15, 3), ['%', '', '', ''], [(18, 2), (9, 9), (6, 10)], [True, False, False, False], 42, False, [False, False, False, False], 681, 'North', (15, 4))
Element 30: (3, (15, 4), ['%', '', '', ''], [(18, 3), (9, 8), (6, 9)], [True, False, False, False], 40, False, [False, False, False, False], 690, 'South', (15, 3))
Element 31: (3, (15, 3), ['%', '', '', ''], [(18, 4), (9, 7), (5, 9)], [True, False, False, False], 38, False, [False, False, False, False], 699, 'South', (15, 2))
Element 32: (3, (15, 2), ['%', '', '', '%'], [(18, 3), (10, 7), (6, 9)], [True, False, False, True], 36, False, [False, False, False, False], 698, 'South', (15, 1))
Element 33: (3, (15, 1), ['%', '%', '', ''], [(18, 2), (10, 8), (6, 8)], [True, True, False, False], 34, False, [False, False, False, False], 697, 'East', (16, 1))
