Element 1: (0, (5, 3), ['.', '%', '.', '.'], [(4, 4), (6, 10), (8, 11)], [False, True, False, False], 98, False, [True, False, True, True], 0, 'East', (6, 3))
Element 2: (0, (6, 3), ['', '.', '.', '.'], [(5, 4), (6, 11), (9, 11)], [False, False, False, False], 96, False, [False, True, True, True], 39, 'East', (7, 3))
Element 3: (0, (7, 3), ['', '%', '%', '.'], [(6, 4), (7, 11), (10, 11)], [False, True, True, False], 94, False, [False, False, False, True], 78, 'East', (8, 3))
Element 4: (0, (8, 3), ['', '%', '', '.'], [(6, 5), (8, 11), (11, 11)], [False, True, False, False], 92, False, [False, False, False, True], 107, 'East', (9, 3))
Element 5: (0, (9, 3), ['', '%', '%', '.'], [(6, 6), (9, 11), (12, 11)], [False, True, True, False], 90, False, [False, False, False, True], 136, 'East', (10, 3))
Element 6: (0, (10, 3), ['', '%', '%', '.'], [(6, 7), (9, 10), (13, 11)], [False, True, True, False], 88, False, [False, False, False, True], 175, 'East', (11, 3))
Element 7: (0, (11, 3), ['', '%', '%', '.'], [(6, 8), (10, 10), (13, 10)], [False, True, True, False], 86, False, [False, False, False, True], 214, 'East', (12, 3))
Element 8: (0, (12, 3), ['', '%', '%', '.'], [(6, 9), (10, 9), (13, 9)], [False, True, True, False], 84, False, [False, False, False, True], 253, 'East', (13, 3))
Element 9: (0, (13, 3), ['', '.', '.', '%'], [(7, 9), (9, 9), (14, 9)], [False, False, False, True], 82, False, [False, True, True, False], 292, 'North', (13, 4))
Element 10: (0, (13, 4), ['%', '', '.', '%'], [(6, 9), (9, 8), (15, 9)], [True, False, False, True], 80, False, [False, False, True, False], 311, 'North', (13, 5))
Element 11: (0, (13, 5), ['%', '', '.', '%'], [(5, 9), (9, 7), (16, 9)], [True, False, False, True], 78, False, [False, False, True, False], 350, 'North', (13, 6))
Element 12: (0, (13, 6), ['%', '', '.', '%'], [(4, 9), (10, 7), (16, 8)], [True, False, False, True], 76, False, [False, False, True, False], 389, 'North', (13, 7))
Element 13: (0, (13, 7), ['%', '', '.', '%'], [(4, 10), (11, 7), (16, 7)], [True, False, False, True], 74, False, [False, False, True, False], 428, 'North', (13, 8))
Element 14: (0, (13, 8), ['%', '', '', '%'], [(4, 11), (10, 7), (17, 7)], [True, False, False, True], 72, False, [False, False, False, False], 457, 'North', (13, 9))
Element 15: (0, (13, 9), ['.', '', '', ''], [(3, 11), (10, 8), (18, 7)], [False, False, False, False], 70, False, [True, False, False, False], 476, 'West', (12, 9))
Element 16: (0, (12, 9), ['%', '%', '%', ''], [(2, 11), (10, 7), (18, 8)], [True, True, True, False], 68, False, [False, False, False, False], 505, 'East', (13, 9))
Element 17: (0, (13, 9), ['', '', '', ''], [(1, 11), (9, 7), (18, 9)], [False, False, False, False], 66, False, [False, False, False, False], 514, 'East', (14, 9))
Element 18: (0, (14, 9), ['', '%', '%', ''], [(1, 10), (9, 8), (18, 10)], [False, True, True, False], 64, False, [False, False, False, False], 533, 'East', (15, 9))
Element 19: (0, (15, 9), ['', '%', '.', ''], [(1, 9), (10, 8), (18, 11)], [False, True, False, False], 62, False, [False, False, True, False], 542, 'North', (15, 10))
Element 20: (0, (15, 10), ['%', '', '.', '%'], [(1, 8), (9, 8), (17, 11)], [True, False, False, True], 60, False, [False, False, True, False], 571, 'North', (15, 11))
Element 21: (0, (15, 11), ['%', '', '%', 'G'], [(1, 7), (9, 9), (16, 11)], [True, False, True, False], 58, False, [False, False, False, False], 600, 'South', (15, 10))
Element 22: (0, (15, 10), ['%', '', 'G', '%'], [(2, 7), (10, 9), (15, 11)], [True, False, False, True], 56, False, [False, False, False, False], 609, 'South', (15, 9))
Element 23: (0, (15, 9), ['', '%', 'G', ''], [(3, 7), (10, 8), (15, 10)], [False, True, False, False], 54, False, [False, False, False, False], 618, 'East', (16, 9))
Element 24: (0, (16, 9), ['', '', '%', '%'], [(4, 7), (10, 9), (15, 11)], [False, False, True, True], 52, False, [False, False, False, False], 627, 'South', (16, 8))
Element 25: (0, (16, 8), ['%', '', '', '%'], [(5, 7), (10, 10), (16, 11)], [True, False, False, True], 50, False, [False, False, False, False], 636, 'South', (16, 7))
Element 26: (0, (16, 7), ['.', '.', '', ''], [(5, 6), (10, 11), (17, 11)], [False, False, False, False], 48, False, [True, True, False, False], 645, 'South', (16, 6))
Element 27: (0, (16, 6), ['.', '.', '', '%'], [(5, 5), (11, 11), (18, 11)], [False, False, False, True], 46, False, [True, True, False, False], 664, 'South', (16, 5))
Element 28: (0, (16, 5), ['.', '.', '', '%'], [(4, 5), (12, 11), (18, 10)], [False, False, False, True], 44, False, [True, True, False, False], 683, 'South', (16, 4))
Element 29: (0, (16, 4), ['.', '.', '', '%'], [(4, 6), (13, 11), (18, 9)], [False, False, False, True], 42, False, [True, True, False, False], 702, 'South', (16, 3))
Element 30: (0, (16, 3), ['.', '%', '', '%'], [(3, 6), (13, 10), (18, 8)], [False, True, False, True], 40, False, [True, False, False, False], 721, 'West', (15, 3))
Element 31: (0, (15, 3), ['%', '.', '.', ''], [(3, 5), (13, 9), (18, 7)], [True, False, False, False], 38, False, [False, True, True, False], 740, 'North', (15, 4))
Element 32: (0, (15, 4), ['%', '', '.', ''], [(3, 4), (14, 9), (18, 6)], [True, False, False, False], 36, False, [False, False, True, False], 769, 'North', (15, 5))
Element 33: (0, (15, 5), ['%', '', '.', ''], [(3, 3), (15, 9), (18, 5)], [True, False, False, False], 34, False, [False, False, True, False], 798, 'North', (15, 6))
Element 34: (0, (15, 6), ['%', '', '.', ''], [(3, 2), (16, 9), (18, 4)], [True, False, False, False], 32, False, [False, False, True, False], 1817, 'North', (15, 7))
Element 35: #1#
