Element 1: (3, (15, 7), ['%', '.', '%', '.'], [(6, 6), (1, 4), (5, 9)], [True, False, True, False], 98, False, [False, True, False, True], 29, 'East', (16, 7))
Element 2: (3, (16, 7), ['', '.', '.', '.'], [(6, 7), (1, 5), (6, 9)], [False, False, False, False], 96, False, [False, True, True, True], 68, 'East', (17, 7))
Element 3: (3, (17, 7), ['', '%', '%', '.'], [(6, 8), (1, 6), (7, 9)], [False, True, True, False], 94, False, [False, False, False, True], 107, 'East', (18, 7))
Element 4: (3, (18, 7), ['', '.', '.', '%'], [(6, 9), (1, 7), (7, 9)], [False, False, False, True], 92, False, [False, True, True, False], 126, 'North', (18, 8))
Element 5: (3, (18, 8), ['%', '', '.', '%'], [(6, 10), (2, 7), (6, 9)], [True, False, False, True], 90, False, [False, False, True, False], 155, 'North', (18, 9))
Element 6: (3, (18, 9), ['%', '', '.', '%'], [(6, 11), (3, 7), (6, 9)], [True, False, False, True], 88, False, [False, False, True, False], 184, 'North', (18, 10))
Element 7: (3, (18, 10), ['%', '', '', '%'], [(7, 11), (4, 7), (5, 9)], [True, False, False, True], 86, False, [False, False, False, False], 213, 'North', (18, 11))
Element 8: (3, (18, 11), ['.', '', '%', '%'], [(8, 11), (5, 7), (4, 9)], [False, False, True, True], 84, False, [True, False, False, False], 232, 'West', (17, 11))
Element 9: (3, (17, 11), ['.', '%', '%', ''], [(9, 11), (6, 7), (4, 10)], [False, True, True, False], 82, False, [True, False, False, False], 261, 'West', (16, 11))
Element 10: (3, (16, 11), ['.', '%', '%', ''], [(10, 11), (7, 7), (4, 11)], [False, True, True, False], 80, False, [True, False, False, False], 290, 'West', (15, 11))
Element 11: (3, (15, 11), ['%', '.', '%', ''], [(11, 11), (6, 7), (3, 11)], [True, False, True, False], 78, False, [False, True, False, False], 319, 'South', (15, 10))
Element 12: (3, (15, 10), ['%', '.', '', '%'], [(12, 11), (6, 8), (2, 11)], [True, False, False, True], 76, False, [False, True, False, False], 348, 'South', (15, 9))
Element 13: (3, (15, 9), ['.', '%', '', '.'], [(13, 11), (6, 9), (1, 11)], [False, True, False, False], 74, False, [True, False, False, True], 367, 'East', (16, 9))
Element 14: (3, (16, 9), ['', '.', '%', '%'], [(13, 10), (7, 9), (1, 10)], [False, False, True, True], 72, False, [False, True, False, False], 396, 'South', (16, 8))
Element 15: (3, (16, 8), ['%', '', '', '%'], [(13, 9), (6, 9), (1, 9)], [True, False, False, True], 70, False, [False, False, False, False], 425, 'North', (16, 9))
Element 16: (3, (16, 9), ['', '', '%', '%'], [(14, 9), (6, 10), (1, 8)], [False, False, True, True], 68, False, [False, False, False, False], 444, 'West', (15, 9))
Element 17: (3, (15, 9), ['', '%', '', ''], [(13, 9), (6, 11), (1, 7)], [False, True, False, False], 66, False, [False, False, False, False], 443, 'West', (14, 9))
Element 18: (3, (14, 9), ['', '%', '%', ''], [(13, 8), (7, 11), (2, 7)], [False, True, True, False], 64, False, [False, False, False, False], 452, 'West', (13, 9))
Element 19: (3, (13, 9), ['.', '', '', ''], [(13, 7), (8, 11), (3, 7)], [False, False, False, False], 62, False, [True, False, False, False], 461, 'West', (12, 9))
Element 20: (3, (12, 9), ['%', '%', '%', ''], [(13, 6), (9, 11), (3, 8)], [True, True, True, False], 60, False, [False, False, False, False], 490, 'East', (13, 9))
Element 21: (3, (13, 9), ['', '', '', ''], [(13, 5), (9, 10), (3, 9)], [False, False, False, False], 58, False, [False, False, False, False], 519, 'North', (13, 10))
Element 22: (3, (13, 10), ['%', '', '', '%'], [(13, 4), (10, 10), (3, 8)], [True, False, False, True], 56, False, [False, False, False, False], 538, 'North', (13, 11))
Element 23: (3, (13, 11), ['', '', '%', '%'], [(13, 3), (10, 9), (3, 7)], [False, False, True, True], 54, False, [False, False, False, False], 557, 'West', (12, 11))
Element 24: (3, (12, 11), ['', '%', '%', ''], [(13, 2), (9, 9), (3, 6)], [False, True, True, False], 52, False, [False, False, False, False], 586, 'West', (11, 11))
Element 25: (3, (11, 11), ['', '%', '%', ''], [(13, 1), (9, 8), (4, 6)], [False, True, True, False], 50, False, [False, False, False, False], 605, 'West', (10, 11))
Element 26: (3, (10, 11), ['', '', '%', ''], [(12, 1), (9, 7), (4, 5)], [False, False, True, False], 48, False, [False, False, False, False], 634, 'South', (10, 10))
Element 27: (3, (10, 10), ['', '', '', '%'], [(11, 1), (10, 7), (5, 5)], [False, False, False, True], 46, False, [False, False, False, False], 663, 'South', (10, 9))
Element 28: (3, (10, 9), ['', '', '', '%'], [(10, 1), (11, 7), (6, 5)], [False, False, False, True], 44, False, [False, False, False, False], 692, 'South', (10, 8))
Element 29: (3, (10, 8), ['', 'G', '', '%'], [(9, 1), (10, 7), (6, 4)], [False, False, False, True], 42, False, [False, False, False, False], 711, 'West', (9, 8))
Element 30: (3, (9, 8), ['%', '', '', 'G'], [(8, 1), (10, 8), (6, 3)], [True, False, False, False], 40, False, [False, False, False, False], 730, 'North', (9, 9))
Element 31: (3, (9, 9), ['%', '', '', ''], [(7, 1), (10, 7), (7, 3)], [True, False, False, False], 38, False, [False, False, False, False], 749, 'North', (9, 10))
Element 32: (3, (9, 10), ['%', '', '', ''], [(6, 1), (9, 7), (8, 3)], [True, False, False, False], 36, False, [False, False, False, False], 768, 'North', (9, 11))
Element 33: (3, (9, 11), ['', '', '%', ''], [(6, 2), (9, 8), (9, 3)], [False, False, True, False], 34, False, [False, False, False, False], 787, 'West', (8, 11))
Element 34: (3, (8, 11), ['', '%', '%', ''], [(6, 3), (10, 8), (10, 3)], [False, True, True, False], 32, False, [False, False, False, False], 796, 'West', (7, 11))
Element 35: (3, (7, 11), ['', '%', '%', ''], [(5, 3), (9, 8), (11, 3)], [False, True, True, False], 30, False, [False, False, False, False], 815, 'West', (6, 11))
Element 36: (3, (6, 11), ['%', '', '%', ''], [(5, 4), (9, 9), (12, 3)], [True, False, True, False], 28, False, [False, False, False, False], 834, 'South', (6, 10))
Element 37: (3, (6, 10), ['%', '', '', '%'], [(4, 4), (10, 9), (13, 3)], [True, False, False, True], 26, False, [False, False, False, False], 843, 'South', (6, 9))
Element 38: (3, (6, 9), ['', '', '', ''], [(4, 3), (10, 8), (13, 4)], [False, False, False, False], 24, False, [False, False, False, False], 852, 'East', (7, 9))
Element 39: (3, (7, 9), ['', '%', '%', '%'], [(4, 2), (10, 9), (13, 5)], [False, True, True, True], 22, False, [False, False, False, False], 861, 'West', (6, 9))
Element 40: (3, (6, 9), ['', '', '', ''], [(3, 2), (10, 10), (13, 6)], [False, False, False, False], 20, False, [False, False, False, False], 1860, 'South', (6, 8))
Element 41: #1#
