Element 1: (0, (12, 11), ['.', '%', '%', '.'], [(6, 6), (9, 11), (13, 5)], [False, True, True, False], 98, False, [True, False, False, True], 0, 'East', (13, 11))
Element 2: (0, (13, 11), ['', '.', '%', '%'], [(6, 7), (10, 11), (13, 6)], [False, False, True, True], 96, False, [False, True, False, False], 39, 'South', (13, 10))
Element 3: (0, (13, 10), ['%', '.', '', '%'], [(6, 8), (11, 11), (13, 7)], [True, False, False, True], 94, False, [False, True, False, False], 78, 'South', (13, 9))
Element 4: (0, (13, 9), ['.', 'G', '', '.'], [(6, 9), (12, 11), (13, 8)], [False, False, False, False], 92, False, [True, False, False, True], 107, 'East', (14, 9))
Element 5: (0, (14, 9), ['G', '%', '%', '.'], [(7, 9), (13, 11), (13, 9)], [False, True, True, False], 90, False, [False, False, False, True], 126, 'East', (15, 9))
Element 6: (0, (15, 9), ['', '%', '.', '.'], [(6, 9), (13, 10), (12, 9)], [False, True, False, False], 88, False, [False, False, True, True], 145, 'East', (16, 9))
Element 7: (0, (16, 9), ['', '.', '%', '%'], [(6, 10), (13, 9), (12, 9)], [False, False, True, True], 86, False, [False, True, False, False], 164, 'South', (16, 8))
Element 8: (0, (16, 8), ['%', '.', '', '%'], [(6, 11), (14, 9), (13, 9)], [True, False, False, True], 84, False, [False, True, False, False], 183, 'South', (16, 7))
Element 9: (0, (16, 7), ['.', '.', '', '.'], [(7, 11), (15, 9), (13, 9)], [False, False, False, False], 82, False, [True, True, False, True], 202, 'East', (17, 7))
Element 10: (0, (17, 7), ['', '%', '%', '.'], [(8, 11), (15, 10), (13, 8)], [False, True, True, False], 80, False, [False, False, False, True], 231, 'East', (18, 7))
Element 11: (0, (18, 7), ['', '.', '.', '%'], [(9, 11), (15, 11), (13, 7)], [False, False, False, True], 78, False, [False, True, True, False], 250, 'North', (18, 8))
Element 12: (0, (18, 8), ['%', '', '.', '%'], [(9, 10), (16, 11), (13, 6)], [True, False, False, True], 76, False, [False, False, True, False], 279, 'North', (18, 9))
Element 13: (0, (18, 9), ['%', '', '.', '%'], [(10, 10), (17, 11), (13, 5)], [True, False, False, True], 74, False, [False, False, True, False], 308, 'North', (18, 10))
Element 14: (0, (18, 10), ['%', '', 'G', '%'], [(10, 9), (18, 11), (13, 4)], [True, False, False, True], 72, False, [False, False, False, False], 337, 'South', (18, 9))
