Element 1: (2, (13, 11), ['.', '.', '%', '%'], [(16, 6), (13, 7), (18, 3)], [False, False, True, True], 98, False, [True, True, False, False], 19, 'South', (13, 10))
Element 2: (2, (13, 10), ['%', '.', '', '%'], [(16, 7), (13, 8), (18, 4)], [True, False, False, True], 96, False, [False, True, False, False], 58, 'South', (13, 9))
Element 3: (2, (13, 9), ['.', '', '', '.'], [(17, 7), (13, 7), (18, 5)], [False, False, False, False], 94, False, [True, False, False, True], 87, 'East', (14, 9))
Element 4: (2, (14, 9), ['', '%', '%', '.'], [(18, 7), (13, 6), (18, 6)], [False, True, True, False], 92, False, [False, False, False, True], 116, 'East', (15, 9))
Element 5: (2, (15, 9), ['', '%', '.', '.'], [(18, 8), (13, 5), (18, 5)], [False, True, False, False], 90, False, [False, False, True, True], 145, 'East', (16, 9))
Element 6: (2, (16, 9), ['', '.', '%', '%'], [(18, 9), (13, 4), (18, 4)], [False, False, True, True], 88, False, [False, True, False, False], 174, 'South', (16, 8))
Element 7: (2, (16, 8), ['%', '', '', '%'], [(18, 10), (13, 3), (18, 3)], [True, False, False, True], 86, False, [False, False, False, False], 203, 'South', (16, 7))
Element 8: (2, (16, 7), ['.', '', '', ''], [(18, 11), (13, 2), (18, 2)], [False, False, False, False], 84, False, [True, False, False, False], 222, 'West', (15, 7))
Element 9: (2, (15, 7), ['%', '', '%', ''], [(17, 11), (13, 1), (18, 1)], [True, False, True, False], 82, False, [False, False, False, False], 251, 'South', (15, 6))
Element 10: (2, (15, 6), ['%', '.', '', ''], [(16, 11), (12, 1), (17, 1)], [True, False, False, False], 80, False, [False, True, False, False], 280, 'South', (15, 5))
Element 11: (2, (15, 5), ['%', '.', '', '.'], [(15, 11), (11, 1), (16, 1)], [True, False, False, False], 78, False, [False, True, False, True], 319, 'East', (16, 5))
Element 12: (2, (16, 5), ['', '.', '', '%'], [(15, 10), (10, 1), (15, 1)], [False, False, False, True], 76, False, [False, True, False, False], 358, 'South', (16, 4))
Element 13: (2, (16, 4), ['.', '.', '', '%'], [(15, 9), (9, 1), (15, 2)], [False, False, False, True], 74, False, [True, True, False, False], 387, 'South', (16, 3))
Element 14: (2, (16, 3), ['G', '%', '', '%'], [(16, 9), (8, 1), (15, 3)], [False, True, False, True], 72, False, [False, False, False, False], 416, 'North', (16, 4))
Element 15: (2, (16, 4), ['G', '', '', '%'], [(16, 8), (7, 1), (15, 4)], [False, False, False, True], 70, False, [False, False, False, False], 435, 'South', (16, 3))
Element 16: (2, (16, 3), ['', '%', 'G', '%'], [(16, 9), (6, 1), (16, 4)], [False, True, False, True], 68, False, [False, False, False, False], 444, 'West', (15, 3))
Element 17: (2, (15, 3), ['%', '', '', ''], [(15, 9), (6, 2), (16, 5)], [True, False, False, False], 66, False, [False, False, False, False], 453, 'North', (15, 4))
Element 18: (2, (15, 4), ['%', '', '', ''], [(14, 9), (6, 3), (16, 6)], [True, False, False, False], 64, False, [False, False, False, False], 462, 'South', (15, 3))
Element 19: (2, (15, 3), ['%', '', '', ''], [(13, 9), (7, 3), (16, 7)], [True, False, False, False], 62, False, [False, False, False, False], 471, 'South', (15, 2))
Element 20: (2, (15, 2), ['%', '', '', '%'], [(12, 9), (8, 3), (17, 7)], [True, False, False, True], 60, False, [False, False, False, False], 490, 'South', (15, 1))
Element 21: (2, (15, 1), ['%', '%', '', ''], [(13, 9), (9, 3), (18, 7)], [True, True, False, False], 58, False, [False, False, False, False], 499, 'East', (16, 1))
Element 22: (2, (16, 1), ['', '%', '%', ''], [(13, 10), (10, 3), (18, 8)], [False, True, True, False], 56, False, [False, False, False, False], 508, 'East', (17, 1))
Element 23: (2, (17, 1), ['', '%', '%', ''], [(13, 11), (11, 3), (18, 9)], [False, True, True, False], 54, False, [False, False, False, False], 517, 'East', (18, 1))
Element 24: (2, (18, 1), ['', '%', '', '%'], [(12, 11), (12, 3), (18, 10)], [False, True, False, True], 52, False, [False, False, False, False], 536, 'North', (18, 2))
Element 25: (2, (18, 2), ['%', '', '', '%'], [(11, 11), (11, 3), (18, 11)], [True, False, False, True], 50, False, [False, False, False, False], 545, 'North', (18, 3))
Element 26: (2, (18, 3), ['%', '', '', '%'], [(10, 11), (10, 3), (17, 11)], [True, False, False, True], 48, False, [False, False, False, False], 554, 'North', (18, 4))
Element 27: (2, (18, 4), ['%', '', '', '%'], [(10, 10), (9, 3), (16, 11)], [True, False, False, True], 46, False, [False, False, False, False], 563, 'North', (18, 5))
Element 28: (2, (18, 5), ['%', '', '', '%'], [(10, 9), (8, 3), (15, 11)], [True, False, False, True], 44, False, [False, False, False, False], 572, 'North', (18, 6))
Element 29: (2, (18, 6), ['%', '', '', '%'], [(9, 9), (8, 4), (15, 10)], [True, False, False, True], 42, False, [False, False, False, False], 581, 'North', (18, 7))
Element 30: (2, (18, 7), ['', '', '', '%'], [(9, 10), (8, 5), (15, 9)], [False, False, False, True], 40, False, [False, False, False, False], 590, 'North', (18, 8))
Element 31: (2, (18, 8), ['%', '', '', '%'], [(9, 11), (9, 5), (16, 9)], [True, False, False, True], 38, False, [False, False, False, False], 599, 'North', (18, 9))
Element 32: (2, (18, 9), ['%', '', '', '%'], [(8, 11), (10, 5), (16, 8)], [True, False, False, True], 36, False, [False, False, False, False], 608, 'North', (18, 10))
Element 33: (2, (18, 10), ['%', '', '', '%'], [(7, 11), (11, 5), (16, 9)], [True, False, False, True], 34, False, [False, False, False, False], 617, 'North', (18, 11))
Element 34: (2, (18, 11), ['', '', '%', '%'], [(6, 11), (10, 5), (15, 9)], [False, False, True, True], 32, False, [False, False, False, False], 626, 'West', (17, 11))
Element 35: (2, (17, 11), ['', '%', '%', ''], [(6, 10), (9, 5), (14, 9)], [False, True, True, False], 30, False, [False, False, False, False], 635, 'West', (16, 11))
Element 36: (2, (16, 11), ['', '%', '%', ''], [(6, 9), (8, 5), (13, 9)], [False, True, True, False], 28, False, [False, False, False, False], 644, 'West', (15, 11))
Element 37: (2, (15, 11), ['%', '', '%', ''], [(7, 9), (8, 4), (13, 10)], [True, False, True, False], 26, False, [False, False, False, False], 653, 'South', (15, 10))
Element 38: (2, (15, 10), ['%', '', '', '%'], [(6, 9), (8, 3), (13, 11)], [True, False, False, True], 24, False, [False, False, False, False], 652, 'North', (15, 11))
Element 39: (2, (15, 11), ['%', '', '%', ''], [(6, 8), (7, 3), (12, 11)], [True, False, True, False], 22, False, [False, False, False, False], 661, 'East', (16, 11))
Element 40: (2, (16, 11), ['', '%', '%', ''], [(6, 7), (6, 3), (11, 11)], [False, True, True, False], 20, False, [False, False, False, False], 670, 'East', (17, 11))
Element 41: (2, (17, 11), ['', '%', '%', ''], [(6, 6), (6, 4), (10, 11)], [False, True, True, False], 18, False, [False, False, False, False], 689, 'East', (18, 11))
Element 42: (2, (18, 11), ['', '', '%', '%'], [(6, 5), (5, 4), (10, 10)], [False, False, True, True], 16, False, [False, False, False, False], 708, 'South', (18, 10))
Element 43: (2, (18, 10), ['%', '', '', '%'], [(5, 5), (5, 3), (10, 9)], [True, False, False, True], 14, False, [False, False, False, False], 727, 'South', (18, 9))
Element 44: (2, (18, 9), ['%', '', '', '%'], [(5, 6), (4, 3), (10, 8)], [True, False, False, True], 12, False, [False, False, False, False], 746, 'South', (18, 8))
Element 45: (2, (18, 8), ['%', '', '', '%'], [(5, 7), (4, 4), (10, 7)], [True, False, False, True], 10, False, [False, False, False, False], 775, 'South', (18, 7))
Element 46: (2, (18, 7), ['', '', '', '%'], [(4, 7), (4, 5), (11, 7)], [False, False, False, True], 8, False, [False, False, False, False], 804, 'West', (17, 7))
Element 47: (2, (17, 7), ['', '%', '%', ''], [(4, 6), (3, 5), (10, 7)], [False, True, True, False], 6, False, [False, False, False, False], 823, 'East', (18, 7))
Element 48: (2, (18, 7), ['', '', '', '%'], [(3, 6), (3, 4), (9, 7)], [False, False, False, True], 4, False, [False, False, False, False], 852, 'South', (18, 6))
Element 49: (2, (18, 6), ['%', '', '', '%'], [(3, 7), (3, 3), (9, 8)], [True, False, False, True], 2, False, [False, False, False, False], 871, 'South', (18, 5))
Element 50: (2, (18, 5), ['%', '', '', '%'], [(3, 7), (3, 3), (9, 9)], [True, False, False, True], 0, False, [False, False, False, False], 870, 'Stop', (18, 5))
Element 51: #0#
