Element 1: (1, (3, 7), ['.', '.', '.', '.'], [(13, 2), (10, 10), (13, 4)], [False, False, False, False], 98, False, [True, True, True, True], 9, 'East', (4, 7))
Element 2: (1, (4, 7), ['', '.', '%', '.'], [(13, 1), (10, 11), (13, 5)], [False, False, True, False], 96, False, [False, True, False, True], 48, 'East', (5, 7))
Element 3: (1, (5, 7), ['', '.', '%', '.'], [(12, 1), (11, 11), (13, 6)], [False, False, True, False], 94, False, [False, True, False, True], 87, 'East', (6, 7))
Element 4: (1, (6, 7), ['', '.', '.', ''], [(11, 1), (12, 11), (13, 7)], [False, False, False, False], 92, False, [False, True, True, False], 126, 'North', (6, 8))
Element 5: (1, (6, 8), ['%', '', '.', '%'], [(10, 1), (13, 11), (13, 8)], [True, False, False, True], 90, False, [False, False, True, False], 165, 'North', (6, 9))
Element 6: (1, (6, 9), ['.', '', '.', '.'], [(9, 1), (13, 10), (13, 9)], [False, False, False, False], 88, False, [True, False, True, True], 204, 'East', (7, 9))
Element 7: (1, (7, 9), ['', '%', '%', '%'], [(8, 1), (13, 11), (14, 9)], [False, True, True, True], 86, False, [False, False, False, False], 233, 'West', (6, 9))
Element 8: (1, (6, 9), ['.', '', '.', ''], [(7, 1), (12, 11), (15, 9)], [False, False, False, False], 84, False, [True, False, True, False], 252, 'North', (6, 10))
Element 9: (1, (6, 10), ['%', '', '.', '%'], [(6, 1), (11, 11), (16, 9)], [True, False, False, True], 82, False, [False, False, True, False], 281, 'North', (6, 11))
Element 10: (1, (6, 11), ['%', '', '%', '.'], [(6, 2), (10, 11), (16, 8)], [True, False, True, False], 80, False, [False, False, False, True], 310, 'East', (7, 11))
Element 11: (1, (7, 11), ['', '%', '%', '.'], [(6, 3), (9, 11), (16, 7)], [False, True, True, False], 78, False, [False, False, False, True], 349, 'East', (8, 11))
Element 12: (1, (8, 11), ['', '%', '%', ''], [(7, 3), (9, 10), (17, 7)], [False, True, True, False], 76, False, [False, False, False, False], 388, 'East', (9, 11))
Element 13: (1, (9, 11), ['', '', '%', ''], [(8, 3), (9, 9), (18, 7)], [False, False, True, False], 74, False, [False, False, False, False], 417, 'East', (10, 11))
Element 14: (1, (10, 11), ['', '', '%', ''], [(9, 3), (10, 9), (18, 8)], [False, False, True, False], 72, False, [False, False, False, False], 446, 'East', (11, 11))
Element 15: (1, (11, 11), ['', '%', '%', ''], [(10, 3), (10, 8), (18, 9)], [False, True, True, False], 70, False, [False, False, False, False], 465, 'East', (12, 11))
Element 16: (1, (12, 11), ['', '%', '%', ''], [(11, 3), (10, 7), (18, 10)], [False, True, True, False], 68, False, [False, False, False, False], 494, 'East', (13, 11))
Element 17: (1, (13, 11), ['', '', '%', '%'], [(12, 3), (11, 7), (18, 11)], [False, False, True, True], 66, False, [False, False, False, False], 513, 'South', (13, 10))
Element 18: (1, (13, 10), ['%', '', '', '%'], [(11, 3), (10, 7), (17, 11)], [True, False, False, True], 64, False, [False, False, False, False], 522, 'South', (13, 9))
Element 19: (1, (13, 9), ['.', '', '', ''], [(10, 3), (9, 7), (16, 11)], [False, False, False, False], 62, False, [True, False, False, False], 541, 'West', (12, 9))
Element 20: (1, (12, 9), ['%', '%', '%', ''], [(9, 3), (9, 8), (15, 11)], [True, True, True, False], 60, False, [False, False, False, False], 560, 'East', (13, 9))
Element 21: (1, (13, 9), ['', '', '', ''], [(8, 3), (9, 7), (15, 10)], [False, False, False, False], 58, False, [False, False, False, False], 569, 'East', (14, 9))
Element 22: (1, (14, 9), ['', '%', '%', ''], [(8, 4), (10, 7), (15, 11)], [False, True, True, False], 56, False, [False, False, False, False], 568, 'East', (15, 9))
Element 23: (1, (15, 9), ['', '%', '', ''], [(8, 5), (10, 8), (16, 11)], [False, True, False, False], 54, False, [False, False, False, False], 567, 'East', (16, 9))
Element 24: (1, (16, 9), ['', '', '%', '%'], [(9, 5), (9, 8), (17, 11)], [False, False, True, True], 52, False, [False, False, False, False], 566, 'South', (16, 8))
Element 25: (1, (16, 8), ['%', '', '', '%'], [(10, 5), (10, 8), (18, 11)], [True, False, False, True], 50, False, [False, False, False, False], 565, 'South', (16, 7))
Element 26: (1, (16, 7), ['.', '.', '', ''], [(11, 5), (10, 9), (18, 10)], [False, False, False, False], 48, False, [True, True, False, False], 564, 'South', (16, 6))
Element 27: (1, (16, 6), ['.', '.', '', '%'], [(10, 5), (9, 9), (18, 9)], [False, False, False, True], 46, False, [True, True, False, False], 573, 'South', (16, 5))
Element 28: (1, (16, 5), ['.', '.', '', '%'], [(9, 5), (9, 8), (18, 8)], [False, False, False, True], 44, False, [True, True, False, False], 582, 'South', (16, 4))
Element 29: (1, (16, 4), ['.', '.', '', '%'], [(8, 5), (9, 9), (18, 7)], [False, False, False, True], 42, False, [True, True, False, False], 591, 'South', (16, 3))
Element 30: (1, (16, 3), ['.', '%', '', '%'], [(8, 4), (9, 10), (18, 6)], [False, True, False, True], 40, False, [True, False, False, False], 610, 'West', (15, 3))
Element 31: (1, (15, 3), ['%', '.', '.', ''], [(8, 3), (9, 11), (18, 5)], [True, False, False, False], 38, False, [False, True, True, False], 629, 'North', (15, 4))
Element 32: (1, (15, 4), ['%', '', '.', ''], [(7, 3), (10, 11), (18, 4)], [True, False, False, False], 36, False, [False, False, True, False], 648, 'North', (15, 5))
Element 33: (1, (15, 5), ['%', '', '.', ''], [(6, 3), (10, 10), (18, 3)], [True, False, False, False], 34, False, [False, False, True, False], 667, 'North', (15, 6))
Element 34: (1, (15, 6), ['%', '', '.', ''], [(6, 4), (10, 9), (18, 2)], [True, False, False, False], 32, False, [False, False, True, False], 696, 'North', (15, 7))
