Element 1: (3, (18, 5), ['%', '.', '.', '%'], [(11, 1), (13, 5), (16, 6)], [True, False, False, True], 98, False, [False, True, True, False], 29, 'North', (18, 6))
Element 2: (3, (18, 6), ['%', '', '.', '%'], [(12, 1), (13, 6), (16, 7)], [True, False, False, True], 96, False, [False, False, True, False], 68, 'North', (18, 7))
Element 3: (3, (18, 7), ['G', '', '.', '%'], [(13, 1), (13, 7), (17, 7)], [False, False, False, True], 94, False, [False, False, True, False], 107, 'North', (18, 8))
Element 4: (3, (18, 8), ['%', 'G', '.', '%'], [(13, 2), (13, 8), (18, 7)], [True, False, False, True], 92, False, [False, False, True, False], 136, 'North', (18, 9))
Element 5: (3, (18, 9), ['%', 'G', '.', '%'], [(13, 3), (13, 9), (18, 8)], [True, False, False, True], 90, False, [False, False, True, False], 165, 'North', (18, 10))
Element 6: (3, (18, 10), ['%', 'G', '', '%'], [(12, 3), (14, 9), (18, 9)], [True, False, False, True], 88, False, [False, False, False, False], 194, 'North', (18, 11))
Element 7: (3, (18, 11), ['.', 'G', '%', '%'], [(11, 3), (15, 9), (18, 10)], [False, False, True, True], 86, False, [True, False, False, False], 213, 'West', (17, 11))
Element 8: (3, (17, 11), ['.', '%', '%', 'G'], [(10, 3), (16, 9), (18, 11)], [False, True, True, False], 84, False, [True, False, False, False], 242, 'West', (16, 11))
Element 9: (3, (16, 11), ['.', '%', '%', 'G'], [(9, 3), (16, 8), (17, 11)], [False, True, True, False], 82, False, [True, False, False, False], 271, 'West', (15, 11))
Element 10: (3, (15, 11), ['%', '.', '%', 'G'], [(8, 3), (16, 7), (16, 11)], [True, False, True, False], 80, False, [False, True, False, False], 290, 'South', (15, 10))
Element 11: (3, (15, 10), ['%', '', 'G', '%'], [(7, 3), (15, 7), (15, 11)], [True, False, False, True], 78, False, [False, False, False, False], 319, 'South', (15, 9))
Element 12: (3, (15, 9), ['', '%', 'G', ''], [(6, 3), (15, 6), (15, 10)], [False, True, False, False], 76, False, [False, False, False, False], 328, 'East', (16, 9))
Element 13: (3, (16, 9), ['G', '', '%', '%'], [(6, 4), (15, 5), (15, 9)], [False, False, True, True], 74, False, [False, False, False, False], 347, 'South', (16, 8))
