Element 1: (2, (10, 3), ['.', '%', '%', '.'], [(13, 6), (7, 9), (16, 6)], [False, True, True, False], 98, False, [True, False, False, True], 19, 'East', (11, 3))
Element 2: (2, (11, 3), ['', '%', '%', '.'], [(13, 7), (6, 9), (16, 7)], [False, True, True, False], 96, False, [False, False, False, True], 48, 'East', (12, 3))
Element 3: (2, (12, 3), ['', '%', '%', '.'], [(13, 8), (6, 10), (17, 7)], [False, True, True, False], 94, False, [False, False, False, True], 87, 'East', (13, 3))
Element 4: (2, (13, 3), ['', '.', '.', '%'], [(13, 9), (6, 11), (18, 7)], [False, False, False, True], 92, False, [False, True, True, False], 126, 'North', (13, 4))
Element 5: (2, (13, 4), ['%', '', '', '%'], [(14, 9), (7, 11), (18, 8)], [True, False, False, True], 90, False, [False, False, False, False], 165, 'North', (13, 5))
Element 6: (2, (13, 5), ['%', '', '', '%'], [(15, 9), (8, 11), (18, 9)], [True, False, False, True], 88, False, [False, False, False, False], 194, 'North', (13, 6))
Element 7: (2, (13, 6), ['%', '', '', '%'], [(16, 9), (9, 11), (18, 10)], [True, False, False, True], 86, False, [False, False, False, False], 223, 'North', (13, 7))
Element 8: (2, (13, 7), ['%', '', '', '%'], [(16, 8), (10, 11), (18, 11)], [True, False, False, True], 84, False, [False, False, False, False], 242, 'North', (13, 8))
Element 9: (2, (13, 8), ['%', '', '', '%'], [(16, 7), (11, 11), (17, 11)], [True, False, False, True], 82, False, [False, False, False, False], 261, 'North', (13, 9))
Element 10: (2, (13, 9), ['.', '', '.', ''], [(15, 7), (12, 11), (16, 11)], [False, False, False, False], 80, False, [True, False, True, False], 290, 'North', (13, 10))
Element 11: (2, (13, 10), ['%', '', 'G', '%'], [(15, 6), (13, 11), (15, 11)], [True, False, False, True], 78, False, [False, False, False, False], 329, 'South', (13, 9))
Element 12: (2, (13, 9), ['.', '', 'G', ''], [(15, 5), (13, 10), (15, 10)], [False, False, False, False], 76, False, [True, False, False, False], 348, 'West', (12, 9))
Element 13: (2, (12, 9), ['%', '%', '%', 'G'], [(16, 5), (13, 9), (15, 9)], [True, True, True, False], 74, False, [False, False, False, False], 367, 'Stop', (12, 9))
Element 14: (2, (12, 9), ['%', '%', '%', ''], [(16, 4), (14, 9), (16, 9)], [True, True, True, False], 72, False, [False, False, False, False], 376, 'East', (13, 9))
Element 15: (2, (13, 9), ['', '', '', ''], [(16, 3), (15, 9), (16, 8)], [False, False, False, False], 70, False, [False, False, False, False], 385, 'Stop', (13, 9))
Element 16: (2, (13, 9), ['', '', '', ''], [(15, 3), (15, 10), (16, 9)], [False, False, False, False], 68, False, [False, False, False, False], 394, 'South', (13, 8))
Element 17: (2, (13, 8), ['%', '', '', '%'], [(15, 4), (15, 11), (15, 9)], [True, False, False, True], 66, False, [False, False, False, False], 403, 'South', (13, 7))
Element 18: (2, (13, 7), ['%', '', '', '%'], [(15, 3), (16, 11), (14, 9)], [True, False, False, True], 64, False, [False, False, False, False], 402, 'South', (13, 6))
Element 19: (2, (13, 6), ['%', '', '', '%'], [(15, 2), (17, 11), (13, 9)], [True, False, False, True], 62, False, [False, False, False, False], 411, 'South', (13, 5))
Element 20: (2, (13, 5), ['%', '', '', '%'], [(15, 1), (18, 11), (13, 10)], [True, False, False, True], 60, False, [False, False, False, False], 420, 'South', (13, 4))
Element 21: (2, (13, 4), ['%', '', '', '%'], [(16, 1), (18, 10), (13, 11)], [True, False, False, True], 58, False, [False, False, False, False], 429, 'South', (13, 3))
Element 22: (2, (13, 3), ['', '.', '', '%'], [(17, 1), (18, 9), (12, 11)], [False, False, False, True], 56, False, [False, True, False, False], 438, 'South', (13, 2))
Element 23: (2, (13, 2), ['%', '.', '', '%'], [(18, 1), (18, 8), (11, 11)], [True, False, False, True], 54, False, [False, True, False, False], 447, 'South', (13, 1))
Element 24: (2, (13, 1), ['.', '%', '', '%'], [(18, 2), (18, 7), (10, 11)], [False, True, False, True], 52, False, [True, False, False, False], 466, 'West', (12, 1))
Element 25: (2, (12, 1), ['.', '%', '%', ''], [(18, 3), (18, 6), (10, 10)], [False, True, True, False], 50, False, [True, False, False, False], 505, 'West', (11, 1))
Element 26: (2, (11, 1), ['.', '%', '%', ''], [(18, 4), (18, 5), (10, 9)], [False, True, True, False], 48, False, [True, False, False, False], 544, 'West', (10, 1))
Element 27: (2, (10, 1), ['.', '%', '%', ''], [(18, 3), (18, 4), (9, 9)], [False, True, True, False], 46, False, [True, False, False, False], 563, 'West', (9, 1))
Element 28: (2, (9, 1), ['.', '%', '%', ''], [(18, 2), (18, 3), (9, 10)], [False, True, True, False], 44, False, [True, False, False, False], 582, 'West', (8, 1))
Element 29: (2, (8, 1), ['.', '%', '%', ''], [(18, 1), (18, 2), (9, 11)], [False, True, True, False], 42, False, [True, False, False, False], 591, 'West', (7, 1))
Element 30: (2, (7, 1), ['.', '%', '%', ''], [(17, 1), (18, 1), (8, 11)], [False, True, True, False], 40, False, [True, False, False, False], 600, 'West', (6, 1))
Element 31: (2, (6, 1), ['%', '%', '.', ''], [(16, 1), (17, 1), (7, 11)], [True, True, False, False], 38, False, [False, False, True, False], 609, 'North', (6, 2))
Element 32: (2, (6, 2), ['%', '', '.', '%'], [(15, 1), (16, 1), (6, 11)], [True, False, False, True], 36, False, [False, False, True, False], 618, 'North', (6, 3))
