Element 1: (0, (3, 6), ['%', '.', '.', '.'], [(5, 9), (10, 3), (12, 1)], [True, False, False, False], 98, False, [False, True, True, True], 0, 'East', (4, 6))
Element 2: (0, (4, 6), ['', '.', '.', '.'], [(6, 9), (11, 3), (13, 1)], [False, False, False, False], 96, False, [False, True, True, True], 39, 'East', (5, 6))
Element 3: (0, (5, 6), ['', '.', '.', '.'], [(7, 9), (12, 3), (13, 2)], [False, False, False, False], 94, False, [False, True, True, True], 78, 'East', (6, 6))
Element 4: (0, (6, 6), ['', '.', '.', '%'], [(6, 9), (13, 3), (13, 1)], [False, False, False, True], 92, False, [False, True, True, False], 97, 'North', (6, 7))
Element 5: (0, (6, 7), ['.', '', '.', ''], [(6, 10), (13, 4), (12, 1)], [False, False, False, False], 90, False, [True, False, True, False], 126, 'North', (6, 8))
Element 6: (0, (6, 8), ['%', '', '', '%'], [(6, 11), (13, 5), (11, 1)], [True, False, False, True], 88, False, [False, False, False, False], 165, 'North', (6, 9))
Element 7: (0, (6, 9), ['', '', '', ''], [(7, 11), (13, 6), (10, 1)], [False, False, False, False], 86, False, [False, False, False, False], 194, 'East', (7, 9))
Element 8: (0, (7, 9), ['', '%', '%', '%'], [(8, 11), (13, 7), (9, 1)], [False, True, True, True], 84, False, [False, False, False, False], 223, 'West', (6, 9))
Element 9: (0, (6, 9), ['', '', '', ''], [(9, 11), (13, 8), (8, 1)], [False, False, False, False], 82, False, [False, False, False, False], 252, 'North', (6, 10))
Element 10: (0, (6, 10), ['%', '', '', '%'], [(10, 11), (13, 9), (7, 1)], [True, False, False, True], 80, False, [False, False, False, False], 281, 'North', (6, 11))
Element 11: (0, (6, 11), ['%', '', '%', ''], [(11, 11), (14, 9), (6, 1)], [True, False, True, False], 78, False, [False, False, False, False], 310, 'East', (7, 11))
Element 12: (0, (7, 11), ['', '%', '%', ''], [(12, 11), (15, 9), (6, 2)], [False, True, True, False], 76, False, [False, False, False, False], 339, 'East', (8, 11))
Element 13: (0, (8, 11), ['', '%', '%', ''], [(13, 11), (16, 9), (6, 3)], [False, True, True, False], 74, False, [False, False, False, False], 368, 'East', (9, 11))
Element 14: (0, (9, 11), ['', '.', '%', ''], [(13, 10), (16, 8), (7, 3)], [False, False, True, False], 72, False, [False, True, False, False], 397, 'South', (9, 10))
Element 15: (0, (9, 10), ['%', '.', '', '.'], [(13, 9), (16, 7), (8, 3)], [True, False, False, False], 70, False, [False, True, False, True], 426, 'East', (10, 10))
Element 16: (0, (10, 10), ['', '.', '', '%'], [(12, 9), (17, 7), (9, 3)], [False, False, False, True], 68, False, [False, True, False, False], 465, 'South', (10, 9))
Element 17: (0, (10, 9), ['.', '', '', '%'], [(13, 9), (18, 7), (10, 3)], [False, False, False, True], 66, False, [True, False, False, False], 484, 'West', (9, 9))
Element 18: (0, (9, 9), ['%', '', '', ''], [(14, 9), (18, 8), (11, 3)], [True, False, False, False], 64, False, [False, False, False, False], 503, 'South', (9, 8))
Element 19: (0, (9, 8), ['%', '.', '', ''], [(15, 9), (18, 9), (12, 3)], [True, False, False, False], 62, False, [False, True, False, False], 512, 'South', (9, 7))
Element 20: (0, (9, 7), ['%', '%', '', '.'], [(15, 10), (18, 10), (13, 3)], [True, True, False, False], 60, False, [False, False, False, True], 541, 'East', (10, 7))
Element 21: (0, (10, 7), ['', '%', '', '.'], [(15, 11), (18, 11), (13, 4)], [False, True, False, False], 58, False, [False, False, False, True], 560, 'East', (11, 7))
Element 22: (0, (11, 7), ['', '%', '%', '%'], [(16, 11), (17, 11), (13, 5)], [False, True, True, True], 56, False, [False, False, False, False], 589, 'West', (10, 7))
Element 23: (0, (10, 7), ['', '%', '', ''], [(15, 11), (16, 11), (13, 6)], [False, True, False, False], 54, False, [False, False, False, False], 588, 'North', (10, 8))
Element 24: (0, (10, 8), ['', '', '', '%'], [(15, 10), (15, 11), (13, 7)], [False, False, False, True], 52, False, [False, False, False, False], 587, 'South', (10, 7))
Element 25: (0, (10, 7), ['', '%', '', ''], [(15, 9), (15, 10), (13, 8)], [False, True, False, False], 50, False, [False, False, False, False], 586, 'West', (9, 7))
Element 26: (0, (9, 7), ['%', '%', '', ''], [(16, 9), (15, 11), (13, 9)], [True, True, False, False], 48, False, [False, False, False, False], 585, 'North', (9, 8))
Element 27: (0, (9, 8), ['%', '', '', ''], [(16, 8), (16, 11), (14, 9)], [True, False, False, False], 46, False, [False, False, False, False], 584, 'East', (10, 8))
Element 28: (0, (10, 8), ['', '', '', '%'], [(16, 7), (17, 11), (15, 9)], [False, False, False, True], 44, False, [False, False, False, False], 583, 'West', (9, 8))
Element 29: (0, (9, 8), ['%', '', '', ''], [(16, 6), (18, 11), (16, 9)], [True, False, False, False], 42, False, [False, False, False, False], 592, 'North', (9, 9))
Element 30: (0, (9, 9), ['%', '', '', ''], [(16, 5), (18, 10), (16, 8)], [True, False, False, False], 40, False, [False, False, False, False], 601, 'East', (10, 9))
Element 31: (0, (10, 9), ['', '', '', '%'], [(16, 4), (18, 9), (16, 7)], [False, False, False, True], 38, False, [False, False, False, False], 610, 'South', (10, 8))
Element 32: (0, (10, 8), ['', '', '', '%'], [(16, 3), (18, 8), (15, 7)], [False, False, False, True], 36, False, [False, False, False, False], 629, 'North', (10, 9))
Element 33: (0, (10, 9), ['', '', '', '%'], [(15, 3), (18, 7), (15, 6)], [False, False, False, True], 34, False, [False, False, False, False], 648, 'North', (10, 10))
Element 34: (0, (10, 10), ['', '', '', '%'], [(15, 4), (18, 6), (15, 5)], [False, False, False, True], 32, False, [False, False, False, False], 677, 'North', (10, 11))
Element 35: (0, (10, 11), ['', '', '%', ''], [(15, 3), (18, 5), (16, 5)], [False, False, True, False], 30, False, [False, False, False, False], 686, 'East', (11, 11))
Element 36: (0, (11, 11), ['', '%', '%', ''], [(15, 2), (18, 4), (16, 6)], [False, True, True, False], 28, False, [False, False, False, False], 705, 'East', (12, 11))
