Element 1: (2, (15, 3), ['%', '.', '.', '.'], [(18, 9), (4, 4), (16, 5)], [True, False, False, False], 98, False, [False, True, True, True], 19, 'East', (16, 3))
Element 2: (2, (16, 3), ['', '%', '.', '%'], [(18, 8), (5, 4), (16, 6)], [False, True, False, True], 96, False, [False, False, True, False], 58, 'North', (16, 4))
Element 3: (2, (16, 4), ['.', '', '', '%'], [(18, 7), (6, 4), (16, 7)], [False, False, False, True], 94, False, [True, False, False, False], 97, 'West', (15, 4))
Element 4: (2, (15, 4), ['%', '', '.', ''], [(18, 6), (6, 5), (17, 7)], [True, False, False, False], 92, False, [False, False, True, False], 136, 'North', (15, 5))
Element 5: (2, (15, 5), ['%', '', '.', ''], [(18, 5), (6, 6), (18, 7)], [True, False, False, False], 90, False, [False, False, True, False], 165, 'North', (15, 6))
Element 6: (2, (15, 6), ['%', '', '.', ''], [(18, 4), (6, 7), (18, 8)], [True, False, False, False], 88, False, [False, False, True, False], 194, 'North', (15, 7))
Element 7: (2, (15, 7), ['%', '', '%', ''], [(18, 3), (6, 8), (18, 9)], [True, False, True, False], 86, False, [False, False, False, False], 223, 'East', (16, 7))
Element 8: (2, (16, 7), ['', '', '.', ''], [(18, 2), (6, 9), (18, 10)], [False, False, False, False], 84, False, [False, False, True, False], 242, 'North', (16, 8))
Element 9: (2, (16, 8), ['%', '', '.', '%'], [(18, 1), (7, 9), (18, 11)], [True, False, False, True], 82, False, [False, False, True, False], 261, 'North', (16, 9))
Element 10: (2, (16, 9), ['.', '', '%', '%'], [(17, 1), (6, 9), (17, 11)], [False, False, True, True], 80, False, [True, False, False, False], 290, 'West', (15, 9))
Element 11: (2, (15, 9), ['.', '%', '.', ''], [(16, 1), (6, 10), (16, 11)], [False, True, False, False], 78, False, [True, False, True, False], 329, 'North', (15, 10))
Element 12: (2, (15, 10), ['%', '', 'G', '%'], [(15, 1), (6, 11), (15, 11)], [True, False, False, True], 76, False, [False, False, False, False], 368, 'South', (15, 9))
Element 13: (2, (15, 9), ['.', '%', 'G', ''], [(15, 2), (7, 11), (15, 10)], [False, True, False, False], 74, False, [True, False, False, False], 387, 'West', (14, 9))
Element 14: (2, (14, 9), ['.', '%', '%', 'G'], [(15, 3), (8, 11), (15, 9)], [False, True, True, False], 72, False, [True, False, False, False], 406, 'West', (13, 9))
