Element 1: (3, (16, 3), ['.', '%', '.', '%'], [(13, 8), (6, 9), (7, 11)], [False, True, False, True], 98, False, [True, False, True, False], 29, 'North', (16, 4))
Element 2: (3, (16, 4), ['.', '', '.', '%'], [(13, 9), (7, 9), (8, 11)], [False, False, False, True], 96, False, [True, False, True, False], 68, 'North', (16, 5))
Element 3: (3, (16, 5), ['.', '', '.', '%'], [(14, 9), (6, 9), (9, 11)], [False, False, False, True], 94, False, [True, False, True, False], 97, 'North', (16, 6))
Element 4: (3, (16, 6), ['.', '', '.', '%'], [(15, 9), (6, 8), (10, 11)], [False, False, False, True], 92, False, [True, False, True, False], 136, 'North', (16, 7))
Element 5: (3, (16, 7), ['.', '', '.', '.'], [(16, 9), (6, 7), (11, 11)], [False, False, False, False], 90, False, [True, False, True, True], 175, 'East', (17, 7))
Element 6: (3, (17, 7), ['', '%', '%', '.'], [(16, 8), (6, 6), (12, 11)], [False, True, True, False], 88, False, [False, False, False, True], 214, 'East', (18, 7))
Element 7: (3, (18, 7), ['', '.', '.', '%'], [(16, 7), (6, 5), (13, 11)], [False, False, False, True], 86, False, [False, True, True, False], 243, 'North', (18, 8))
Element 8: (3, (18, 8), ['%', '', '.', '%'], [(15, 7), (6, 4), (13, 10)], [True, False, False, True], 84, False, [False, False, True, False], 282, 'North', (18, 9))
Element 9: (3, (18, 9), ['%', '', '.', '%'], [(15, 6), (6, 3), (13, 9)], [True, False, False, True], 82, False, [False, False, True, False], 311, 'North', (18, 10))
Element 10: (3, (18, 10), ['%', '', '', '%'], [(15, 5), (7, 3), (12, 9)], [True, False, False, True], 80, False, [False, False, False, False], 350, 'North', (18, 11))
Element 11: (3, (18, 11), ['.', '', '%', '%'], [(15, 4), (8, 3), (13, 9)], [False, False, True, True], 78, False, [True, False, False, False], 369, 'West', (17, 11))
Element 12: (3, (17, 11), ['.', '%', '%', ''], [(15, 3), (9, 3), (14, 9)], [False, True, True, False], 76, False, [True, False, False, False], 398, 'West', (16, 11))
Element 13: (3, (16, 11), ['.', '%', '%', ''], [(15, 2), (10, 3), (15, 9)], [False, True, True, False], 74, False, [True, False, False, False], 427, 'West', (15, 11))
Element 14: (3, (15, 11), ['%', 'G', '%', ''], [(15, 1), (11, 3), (15, 10)], [True, False, True, False], 72, False, [False, False, False, False], 466, 'East', (16, 11))
Element 15: (3, (16, 11), ['G', '%', '%', ''], [(16, 1), (12, 3), (15, 11)], [False, True, True, False], 70, False, [False, False, False, False], 485, 'East', (17, 11))
Element 16: (3, (17, 11), ['G', '%', '%', ''], [(17, 1), (13, 3), (16, 11)], [False, True, True, False], 68, False, [False, False, False, False], 504, 'East', (18, 11))
Element 17: (3, (18, 11), ['G', '', '%', '%'], [(18, 1), (13, 4), (17, 11)], [False, False, True, True], 66, False, [False, False, False, False], 513, 'South', (18, 10))
Element 18: (3, (18, 10), ['%', '', 'G', '%'], [(18, 2), (13, 5), (18, 11)], [True, False, False, True], 64, False, [False, False, False, False], 532, 'South', (18, 9))
Element 19: (3, (18, 9), ['%', '', 'G', '%'], [(18, 3), (13, 6), (18, 10)], [True, False, False, True], 62, False, [False, False, False, False], 551, 'South', (18, 8))
Element 20: (3, (18, 8), ['%', '', 'G', '%'], [(18, 4), (13, 7), (18, 9)], [True, False, False, True], 60, False, [False, False, False, False], 560, 'South', (18, 7))
Element 21: (3, (18, 7), ['', '.', 'G', '%'], [(18, 5), (13, 8), (18, 8)], [False, False, False, True], 58, False, [False, True, False, False], 569, 'South', (18, 6))
Element 22: (3, (18, 6), ['%', '', 'G', '%'], [(18, 4), (13, 9), (18, 7)], [True, False, False, True], 56, False, [False, False, False, False], 578, 'South', (18, 5))
Element 23: (3, (18, 5), ['%', '', 'G', '%'], [(18, 3), (14, 9), (18, 6)], [True, False, False, True], 54, False, [False, False, False, False], 577, 'South', (18, 4))
Element 24: (3, (18, 4), ['%', '', 'G', '%'], [(18, 2), (15, 9), (18, 5)], [True, False, False, True], 52, False, [False, False, False, False], 576, 'South', (18, 3))
