Element 1: (3, (16, 6), ['.', '.', '.', '%'], [(16, 3), (7, 1), (7, 3)], [False, False, False, True], 98, False, [True, True, True, False], 29, 'North', (16, 7))
Element 2: (3, (16, 7), ['.', '', '.', '.'], [(16, 4), (8, 1), (8, 3)], [False, False, False, False], 96, False, [True, False, True, True], 68, 'East', (17, 7))
Element 3: (3, (17, 7), ['', '%', '%', '.'], [(16, 5), (9, 1), (9, 3)], [False, True, True, False], 94, False, [False, False, False, True], 107, 'East', (18, 7))
Element 4: (3, (18, 7), ['', '.', '.', '%'], [(15, 5), (10, 1), (10, 3)], [False, False, False, True], 92, False, [False, True, True, False], 146, 'North', (18, 8))
Element 5: (3, (18, 8), ['%', '', '.', '%'], [(15, 6), (11, 1), (11, 3)], [True, False, False, True], 90, False, [False, False, True, False], 185, 'North', (18, 9))
Element 6: (3, (18, 9), ['%', '', '.', '%'], [(15, 7), (12, 1), (12, 3)], [True, False, False, True], 88, False, [False, False, True, False], 224, 'North', (18, 10))
Element 7: (3, (18, 10), ['%', '', '', '%'], [(16, 7), (13, 1), (13, 3)], [True, False, False, True], 86, False, [False, False, False, False], 253, 'North', (18, 11))
Element 8: (3, (18, 11), ['.', '', '%', '%'], [(16, 8), (13, 2), (13, 4)], [False, False, True, True], 84, False, [True, False, False, False], 282, 'West', (17, 11))
Element 9: (3, (17, 11), ['.', '%', '%', ''], [(16, 9), (13, 3), (13, 5)], [False, True, True, False], 82, False, [True, False, False, False], 311, 'West', (16, 11))
Element 10: (3, (16, 11), ['.', '%', '%', ''], [(15, 9), (13, 4), (13, 6)], [False, True, True, False], 80, False, [True, False, False, False], 340, 'West', (15, 11))
Element 11: (3, (15, 11), ['%', 'G', '%', ''], [(15, 10), (13, 5), (13, 7)], [True, False, True, False], 78, False, [False, False, False, False], 369, 'East', (16, 11))
Element 12: (3, (16, 11), ['G', '%', '%', ''], [(15, 11), (13, 6), (13, 8)], [False, True, True, False], 76, False, [False, False, False, False], 378, 'East', (17, 11))
Element 13: (3, (17, 11), ['G', '%', '%', ''], [(16, 11), (13, 7), (13, 9)], [False, True, True, False], 74, False, [False, False, False, False], 387, 'East', (18, 11))
Element 14: (3, (18, 11), ['G', '', '%', '%'], [(17, 11), (13, 8), (14, 9)], [False, False, True, True], 72, False, [False, False, False, False], 396, 'South', (18, 10))
Element 15: (3, (18, 10), ['%', '', 'G', '%'], [(18, 11), (13, 9), (15, 9)], [True, False, False, True], 70, False, [False, False, False, False], 395, 'South', (18, 9))
Element 16: (3, (18, 9), ['%', '', 'G', '%'], [(18, 10), (13, 10), (16, 9)], [True, False, False, True], 68, False, [False, False, False, False], 404, 'South', (18, 8))
