Element 1: (2, (12, 9), ['%', '%', '%', '.'], [(12, 11), (7, 9), (16, 6)], [True, True, True, False], 98, False, [False, False, False, True], 19, 'East', (13, 9))
Element 2: (2, (13, 9), ['', '.', '.', '.'], [(13, 11), (6, 9), (16, 7)], [False, False, False, False], 96, False, [False, True, True, True], 48, 'East', (14, 9))
Element 3: (2, (14, 9), ['', '%', '%', '.'], [(13, 10), (6, 10), (17, 7)], [False, True, True, False], 94, False, [False, False, False, True], 87, 'East', (15, 9))
Element 4: (2, (15, 9), ['', '%', '.', '.'], [(13, 9), (6, 11), (18, 7)], [False, True, False, False], 92, False, [False, False, True, True], 116, 'East', (16, 9))
Element 5: (2, (16, 9), ['', '.', '%', '%'], [(13, 8), (7, 11), (18, 8)], [False, False, True, True], 90, False, [False, True, False, False], 155, 'South', (16, 8))
Element 6: (2, (16, 8), ['%', '', '', '%'], [(13, 7), (8, 11), (18, 9)], [True, False, False, True], 88, False, [False, False, False, False], 194, 'South', (16, 7))
Element 7: (2, (16, 7), ['.', '', '', ''], [(13, 6), (9, 11), (18, 10)], [False, False, False, False], 86, False, [True, False, False, False], 223, 'West', (15, 7))
Element 8: (2, (15, 7), ['%', '.', '%', ''], [(13, 5), (10, 11), (18, 11)], [True, False, True, False], 84, False, [False, True, False, False], 252, 'South', (15, 6))
Element 9: (2, (15, 6), ['%', '.', '', ''], [(13, 4), (10, 10), (17, 11)], [True, False, False, False], 82, False, [False, True, False, False], 291, 'South', (15, 5))
Element 10: (2, (15, 5), ['%', '.', '', '.'], [(13, 3), (10, 9), (16, 11)], [True, False, False, False], 80, False, [False, True, False, True], 330, 'East', (16, 5))
Element 11: (2, (16, 5), ['', '.', '', '%'], [(13, 2), (9, 9), (15, 11)], [False, False, False, True], 78, False, [False, True, False, False], 369, 'South', (16, 4))
Element 12: (2, (16, 4), ['.', '.', '', '%'], [(13, 1), (9, 10), (15, 10)], [False, False, False, True], 76, False, [True, True, False, False], 408, 'South', (16, 3))
Element 13: (2, (16, 3), ['.', '%', '', '%'], [(12, 1), (9, 9), (15, 9)], [False, True, False, True], 74, False, [True, False, False, False], 427, 'West', (15, 3))
Element 14: (2, (15, 3), ['%', '.', '.', ''], [(11, 1), (9, 8), (16, 9)], [True, False, False, False], 72, False, [False, True, True, False], 446, 'North', (15, 4))
Element 15: (2, (15, 4), ['%', '', '', ''], [(10, 1), (9, 7), (16, 8)], [True, False, False, False], 70, False, [False, False, False, False], 475, 'South', (15, 3))
Element 16: (2, (15, 3), ['%', '.', '', ''], [(9, 1), (10, 7), (16, 9)], [True, False, False, False], 68, False, [False, True, False, False], 494, 'South', (15, 2))
Element 17: (2, (15, 2), ['%', '.', '', '%'], [(8, 1), (11, 7), (15, 9)], [True, False, False, True], 66, False, [False, True, False, False], 523, 'South', (15, 1))
Element 18: (2, (15, 1), ['%', '%', '', '.'], [(7, 1), (10, 7), (14, 9)], [True, True, False, False], 64, False, [False, False, False, True], 542, 'East', (16, 1))
Element 19: (2, (16, 1), ['', '%', '%', '.'], [(6, 1), (10, 8), (13, 9)], [False, True, True, False], 62, False, [False, False, False, True], 561, 'East', (17, 1))
Element 20: (2, (17, 1), ['', '%', '%', ''], [(6, 2), (10, 7), (13, 10)], [False, True, True, False], 60, False, [False, False, False, False], 580, 'East', (18, 1))
Element 21: (2, (18, 1), ['', '%', '.', '%'], [(6, 3), (9, 7), (13, 11)], [False, True, False, True], 58, False, [False, False, True, False], 589, 'North', (18, 2))
Element 22: (2, (18, 2), ['%', '', '.', '%'], [(7, 3), (9, 8), (12, 11)], [True, False, False, True], 56, False, [False, False, True, False], 608, 'North', (18, 3))
Element 23: (2, (18, 3), ['%', '', '.', '%'], [(8, 3), (10, 8), (11, 11)], [True, False, False, True], 54, False, [False, False, True, False], 627, 'North', (18, 4))
Element 24: (2, (18, 4), ['%', '', '.', '%'], [(9, 3), (9, 8), (10, 11)], [True, False, False, True], 52, False, [False, False, True, False], 646, 'North', (18, 5))
Element 25: (2, (18, 5), ['%', '', '.', '%'], [(10, 3), (9, 9), (10, 10)], [True, False, False, True], 50, False, [False, False, True, False], 665, 'North', (18, 6))
Element 26: (2, (18, 6), ['%', '', '', '%'], [(11, 3), (9, 8), (10, 9)], [True, False, False, True], 48, False, [False, False, False, False], 684, 'North', (18, 7))
Element 27: (2, (18, 7), ['', '', '', '%'], [(12, 3), (9, 7), (10, 8)], [False, False, False, True], 46, False, [False, False, False, False], 693, 'North', (18, 8))
Element 28: (2, (18, 8), ['%', '', '', '%'], [(11, 3), (9, 8), (10, 7)], [True, False, False, True], 44, False, [False, False, False, False], 692, 'North', (18, 9))
Element 29: (2, (18, 9), ['%', '', '', '%'], [(10, 3), (9, 9), (11, 7)], [True, False, False, True], 42, False, [False, False, False, False], 691, 'North', (18, 10))
Element 30: (2, (18, 10), ['%', '', '', '%'], [(9, 3), (9, 10), (10, 7)], [True, False, False, True], 40, False, [False, False, False, False], 690, 'North', (18, 11))
Element 31: (2, (18, 11), ['', '', '%', '%'], [(8, 3), (10, 10), (9, 7)], [False, False, True, True], 38, False, [False, False, False, False], 689, 'West', (17, 11))
Element 32: (2, (17, 11), ['', '%', '%', ''], [(8, 4), (10, 11), (9, 8)], [False, True, True, False], 36, False, [False, False, False, False], 688, 'West', (16, 11))
Element 33: (2, (16, 11), ['', '%', '%', ''], [(8, 5), (11, 11), (9, 9)], [False, True, True, False], 34, False, [False, False, False, False], 687, 'West', (15, 11))
Element 34: (2, (15, 11), ['%', '', '%', ''], [(9, 5), (12, 11), (9, 10)], [True, False, True, False], 32, False, [False, False, False, False], 686, 'South', (15, 10))
Element 35: (2, (15, 10), ['%', '', '', '%'], [(10, 5), (13, 11), (9, 11)], [True, False, False, True], 30, False, [False, False, False, False], 685, 'North', (15, 11))
Element 36: (2, (15, 11), ['%', '', '%', ''], [(11, 5), (13, 10), (8, 11)], [True, False, True, False], 28, False, [False, False, False, False], 684, 'East', (16, 11))
Element 37: (2, (16, 11), ['', '%', '%', ''], [(10, 5), (13, 9), (7, 11)], [False, True, True, False], 26, False, [False, False, False, False], 683, 'East', (17, 11))
Element 38: (2, (17, 11), ['', '%', '%', ''], [(9, 5), (14, 9), (6, 11)], [False, True, True, False], 24, False, [False, False, False, False], 682, 'East', (18, 11))
Element 39: (2, (18, 11), ['', '', '%', '%'], [(8, 5), (15, 9), (6, 10)], [False, False, True, True], 22, False, [False, False, False, False], 681, 'South', (18, 10))
Element 40: (2, (18, 10), ['%', '', '', '%'], [(8, 4), (16, 9), (6, 9)], [True, False, False, True], 20, False, [False, False, False, False], 680, 'South', (18, 9))
Element 41: (2, (18, 9), ['%', '', '', '%'], [(8, 3), (16, 8), (6, 8)], [True, False, False, True], 18, False, [False, False, False, False], 689, 'South', (18, 8))
Element 42: (2, (18, 8), ['%', '', '', '%'], [(7, 3), (16, 7), (6, 7)], [True, False, False, True], 16, False, [False, False, False, False], 698, 'South', (18, 7))
Element 43: (2, (18, 7), ['G', '', '', '%'], [(6, 3), (17, 7), (6, 6)], [False, False, False, True], 14, False, [False, False, False, False], 707, 'South', (18, 6))
Element 44: (2, (18, 6), ['%', '', 'G', '%'], [(6, 4), (18, 7), (6, 5)], [True, False, False, True], 12, False, [False, False, False, False], 726, 'South', (18, 5))
