Element 1: (3, (6, 1), ['%', '%', '.', '.'], [(13, 10), (1, 7), (4, 11)], [True, True, False, False], 98, False, [False, False, True, True], 29, 'East', (7, 1))
Element 2: (3, (7, 1), ['', '%', '%', '.'], [(13, 9), (2, 7), (3, 11)], [False, True, True, False], 96, False, [False, False, False, True], 68, 'East', (8, 1))
Element 3: (3, (8, 1), ['', '%', '%', '.'], [(14, 9), (3, 7), (2, 11)], [False, True, True, False], 94, False, [False, False, False, True], 107, 'East', (9, 1))
Element 4: (3, (9, 1), ['', '%', '%', '.'], [(15, 9), (4, 7), (1, 11)], [False, True, True, False], 92, False, [False, False, False, True], 136, 'East', (10, 1))
Element 5: (3, (10, 1), ['', '%', '%', '.'], [(16, 9), (5, 7), (1, 10)], [False, True, True, False], 90, False, [False, False, False, True], 175, 'East', (11, 1))
Element 6: (3, (11, 1), ['', '%', '%', '.'], [(16, 8), (6, 7), (1, 9)], [False, True, True, False], 88, False, [False, False, False, True], 214, 'East', (12, 1))
Element 7: (3, (12, 1), ['', '%', '%', '.'], [(16, 7), (6, 8), (1, 8)], [False, True, True, False], 86, False, [False, False, False, True], 253, 'East', (13, 1))
Element 8: (3, (13, 1), ['', '%', '.', '%'], [(17, 7), (6, 9), (1, 7)], [False, True, False, True], 84, False, [False, False, True, False], 282, 'North', (13, 2))
Element 9: (3, (13, 2), ['%', '', '.', '%'], [(18, 7), (7, 9), (2, 7)], [True, False, False, True], 82, False, [False, False, True, False], 311, 'North', (13, 3))
Element 10: (3, (13, 3), ['.', '', '.', '%'], [(18, 8), (6, 9), (3, 7)], [False, False, False, True], 80, False, [True, False, True, False], 330, 'North', (13, 4))
Element 11: (3, (13, 4), ['%', '', '.', '%'], [(18, 9), (6, 10), (3, 8)], [True, False, False, True], 78, False, [False, False, True, False], 369, 'North', (13, 5))
Element 12: (3, (13, 5), ['%', '', '.', '%'], [(18, 10), (6, 11), (3, 9)], [True, False, False, True], 76, False, [False, False, True, False], 408, 'North', (13, 6))
Element 13: (3, (13, 6), ['%', '', '.', '%'], [(18, 11), (7, 11), (4, 9)], [True, False, False, True], 74, False, [False, False, True, False], 437, 'North', (13, 7))
Element 14: (3, (13, 7), ['%', '', '.', '%'], [(17, 11), (8, 11), (5, 9)], [True, False, False, True], 72, False, [False, False, True, False], 476, 'North', (13, 8))
Element 15: (3, (13, 8), ['%', '', '', '%'], [(16, 11), (9, 11), (6, 9)], [True, False, False, True], 70, False, [False, False, False, False], 505, 'North', (13, 9))
Element 16: (3, (13, 9), ['.', '', '', ''], [(15, 11), (10, 11), (7, 9)], [False, False, False, False], 68, False, [True, False, False, False], 524, 'West', (12, 9))
Element 17: (3, (12, 9), ['%', '%', '%', ''], [(15, 10), (11, 11), (6, 9)], [True, True, True, False], 66, False, [False, False, False, False], 553, 'East', (13, 9))
Element 18: (3, (13, 9), ['', '', '', ''], [(15, 11), (12, 11), (6, 10)], [False, False, False, False], 64, False, [False, False, False, False], 562, 'East', (14, 9))
Element 19: (3, (14, 9), ['', '%', '%', ''], [(16, 11), (13, 11), (6, 11)], [False, True, True, False], 62, False, [False, False, False, False], 561, 'East', (15, 9))
Element 20: (3, (15, 9), ['', '%', '', ''], [(17, 11), (13, 10), (7, 11)], [False, True, False, False], 60, False, [False, False, False, False], 560, 'East', (16, 9))
