Element 1: (3, (13, 1), ['.', '%', '.', '%'], [(1, 4), (3, 11), (6, 5)], [False, True, False, True], 98, False, [True, False, True, False], 29, 'North', (13, 2))
Element 2: (3, (13, 2), ['%', '', '.', '%'], [(1, 5), (4, 11), (6, 6)], [True, False, False, True], 96, False, [False, False, True, False], 68, 'North', (13, 3))
Element 3: (3, (13, 3), ['.', '', '.', '%'], [(1, 6), (4, 10), (6, 7)], [False, False, False, True], 94, False, [True, False, True, False], 107, 'North', (13, 4))
Element 4: (3, (13, 4), ['%', '', '.', '%'], [(1, 7), (4, 9), (6, 8)], [True, False, False, True], 92, False, [False, False, True, False], 146, 'North', (13, 5))
Element 5: (3, (13, 5), ['%', '', '.', '%'], [(2, 7), (5, 9), (6, 9)], [True, False, False, True], 90, False, [False, False, True, False], 185, 'North', (13, 6))
Element 6: (3, (13, 6), ['%', '', '.', '%'], [(3, 7), (4, 9), (7, 9)], [True, False, False, True], 88, False, [False, False, True, False], 214, 'North', (13, 7))
Element 7: (3, (13, 7), ['%', '', '.', '%'], [(4, 7), (3, 9), (6, 9)], [True, False, False, True], 86, False, [False, False, True, False], 243, 'North', (13, 8))
Element 8: (3, (13, 8), ['%', '', '.', '%'], [(5, 7), (3, 8), (6, 10)], [True, False, False, True], 84, False, [False, False, True, False], 282, 'North', (13, 9))
Element 9: (3, (13, 9), ['.', '', '.', '.'], [(5, 6), (3, 7), (6, 11)], [False, False, False, False], 82, False, [True, False, True, True], 311, 'East', (14, 9))
Element 10: (3, (14, 9), ['', '%', '%', '.'], [(4, 6), (3, 6), (7, 11)], [False, True, True, False], 80, False, [False, False, False, True], 350, 'East', (15, 9))
Element 11: (3, (15, 9), ['', '%', '.', '.'], [(4, 5), (3, 5), (8, 11)], [False, True, False, False], 78, False, [False, False, True, True], 389, 'East', (16, 9))
Element 12: (3, (16, 9), ['', '.', '%', '%'], [(4, 4), (3, 4), (9, 11)], [False, False, True, True], 76, False, [False, True, False, False], 428, 'South', (16, 8))
Element 13: (3, (16, 8), ['%', '.', '', '%'], [(5, 4), (3, 3), (10, 11)], [True, False, False, True], 74, False, [False, True, False, False], 467, 'South', (16, 7))
Element 14: (3, (16, 7), ['.', '.', '', '.'], [(6, 4), (3, 2), (11, 11)], [False, False, False, False], 72, False, [True, True, False, True], 1496, 'East', (17, 7))
Element 15: #1#
