Element 1: (0, (6, 3), ['.', '.', '.', '.'], [(16, 6), (17, 1), (17, 11)], [False, False, False, False], 98, False, [True, True, True, True], 0, 'East', (7, 3))
Element 2: (0, (7, 3), ['', '%', '%', '.'], [(16, 7), (16, 1), (16, 11)], [False, True, True, False], 96, False, [False, False, False, True], 39, 'East', (8, 3))
Element 3: (0, (8, 3), ['', '%', '', '.'], [(17, 7), (15, 1), (15, 11)], [False, True, False, False], 94, False, [False, False, False, True], 78, 'East', (9, 3))
Element 4: (0, (9, 3), ['', '%', '%', '.'], [(18, 7), (15, 2), (15, 10)], [False, True, True, False], 92, False, [False, False, False, True], 117, 'East', (10, 3))
Element 5: (0, (10, 3), ['', '%', '%', '.'], [(18, 8), (15, 3), (15, 9)], [False, True, True, False], 90, False, [False, False, False, True], 156, 'East', (11, 3))
Element 6: (0, (11, 3), ['', '%', '%', '.'], [(18, 9), (16, 3), (16, 9)], [False, True, True, False], 88, False, [False, False, False, True], 195, 'East', (12, 3))
Element 7: (0, (12, 3), ['', '%', '%', '.'], [(18, 10), (16, 4), (16, 8)], [False, True, True, False], 86, False, [False, False, False, True], 234, 'East', (13, 3))
Element 8: (0, (13, 3), ['', '.', '.', '%'], [(18, 11), (16, 5), (16, 7)], [False, False, False, True], 84, False, [False, True, True, False], 253, 'North', (13, 4))
Element 9: (0, (13, 4), ['%', '', '.', '%'], [(17, 11), (15, 5), (15, 7)], [True, False, False, True], 82, False, [False, False, True, False], 282, 'North', (13, 5))
Element 10: (0, (13, 5), ['%', '', '.', '%'], [(16, 11), (15, 6), (16, 7)], [True, False, False, True], 80, False, [False, False, True, False], 301, 'North', (13, 6))
Element 11: (0, (13, 6), ['%', '', '.', '%'], [(15, 11), (16, 6), (17, 7)], [True, False, False, True], 78, False, [False, False, True, False], 310, 'North', (13, 7))
Element 12: (0, (13, 7), ['%', '', '.', '%'], [(15, 10), (16, 7), (18, 7)], [True, False, False, True], 76, False, [False, False, True, False], 319, 'North', (13, 8))
Element 13: (0, (13, 8), ['%', '', '.', '%'], [(15, 9), (17, 7), (18, 6)], [True, False, False, True], 74, False, [False, False, True, False], 338, 'North', (13, 9))
Element 14: (0, (13, 9), ['.', '', '.', 'G'], [(14, 9), (18, 7), (18, 5)], [False, False, False, False], 72, False, [True, False, True, False], 367, 'North', (13, 10))
Element 15: (0, (13, 10), ['%', 'G', '.', '%'], [(13, 9), (18, 8), (18, 4)], [True, False, False, True], 70, False, [False, False, True, False], 386, 'North', (13, 11))
