Element 1: (3, (15, 9), ['.', '%', '.', '.'], [(13, 3), (13, 5), (16, 4)], [False, True, False, False], 98, False, [True, False, True, True], 29, 'East', (16, 9))
Element 2: (3, (16, 9), ['', '.', '%', '%'], [(12, 3), (13, 6), (16, 5)], [False, False, True, True], 96, False, [False, True, False, False], 68, 'South', (16, 8))
Element 3: (3, (16, 8), ['%', '.', '', '%'], [(11, 3), (13, 7), (16, 6)], [True, False, False, True], 94, False, [False, True, False, False], 107, 'South', (16, 7))
Element 4: (3, (16, 7), ['.', '', '', '.'], [(10, 3), (13, 8), (15, 6)], [False, False, False, False], 92, False, [True, False, False, True], 146, 'East', (17, 7))
Element 5: (3, (17, 7), ['', '%', '%', '.'], [(9, 3), (13, 9), (15, 7)], [False, True, True, False], 90, False, [False, False, False, True], 185, 'East', (18, 7))
Element 6: (3, (18, 7), ['', '.', '.', '%'], [(8, 3), (14, 9), (16, 7)], [False, False, False, True], 88, False, [False, True, True, False], 214, 'North', (18, 8))
Element 7: (3, (18, 8), ['%', '', '.', '%'], [(7, 3), (15, 9), (17, 7)], [True, False, False, True], 86, False, [False, False, True, False], 233, 'North', (18, 9))
Element 8: (3, (18, 9), ['%', '', '.', '%'], [(6, 3), (15, 10), (18, 7)], [True, False, False, True], 84, False, [False, False, True, False], 262, 'North', (18, 10))
Element 9: (3, (18, 10), ['%', '', '', '%'], [(6, 4), (15, 11), (18, 6)], [True, False, False, True], 82, False, [False, False, False, False], 301, 'North', (18, 11))
Element 10: (3, (18, 11), ['.', '', '%', '%'], [(6, 5), (16, 11), (18, 5)], [False, False, True, True], 80, False, [True, False, False, False], 330, 'West', (17, 11))
Element 11: (3, (17, 11), ['', '%', '%', ''], [(6, 6), (15, 11), (18, 4)], [False, True, True, False], 78, False, [False, False, False, False], 359, 'West', (16, 11))
Element 12: (3, (16, 11), ['', '%', '%', ''], [(6, 7), (15, 10), (18, 3)], [False, True, True, False], 76, False, [False, False, False, False], 378, 'West', (15, 11))
Element 13: (3, (15, 11), ['%', '', '%', ''], [(6, 8), (15, 9), (18, 2)], [True, False, True, False], 74, False, [False, False, False, False], 397, 'South', (15, 10))
Element 14: (3, (15, 10), ['%', '', '', '%'], [(6, 9), (16, 9), (18, 1)], [True, False, False, True], 72, False, [False, False, False, False], 406, 'North', (15, 11))
Element 15: (3, (15, 11), ['%', '', '%', ''], [(7, 9), (16, 8), (17, 1)], [True, False, True, False], 70, False, [False, False, False, False], 425, 'East', (16, 11))
Element 16: (3, (16, 11), ['', '%', '%', ''], [(6, 9), (16, 7), (16, 1)], [False, True, True, False], 68, False, [False, False, False, False], 434, 'East', (17, 11))
Element 17: (3, (17, 11), ['', '%', '%', ''], [(6, 10), (17, 7), (15, 1)], [False, True, True, False], 66, False, [False, False, False, False], 453, 'East', (18, 11))
Element 18: (3, (18, 11), ['', '', '%', '%'], [(6, 11), (18, 7), (15, 2)], [False, False, True, True], 64, False, [False, False, False, False], 472, 'South', (18, 10))
Element 19: (3, (18, 10), ['%', '', '', '%'], [(7, 11), (18, 8), (15, 3)], [True, False, False, True], 62, False, [False, False, False, False], 491, 'South', (18, 9))
Element 20: (3, (18, 9), ['%', '', '', '%'], [(8, 11), (18, 7), (16, 3)], [True, False, False, True], 60, False, [False, False, False, False], 510, 'South', (18, 8))
Element 21: (3, (18, 8), ['%', '', '', '%'], [(9, 11), (18, 6), (15, 3)], [True, False, False, True], 58, False, [False, False, False, False], 519, 'South', (18, 7))
Element 22: (3, (18, 7), ['', '', '', '%'], [(10, 11), (18, 5), (15, 2)], [False, False, False, True], 56, False, [False, False, False, False], 528, 'South', (18, 6))
Element 23: (3, (18, 6), ['%', '', '', '%'], [(11, 11), (18, 4), (15, 1)], [True, False, False, True], 54, False, [False, False, False, False], 537, 'South', (18, 5))
Element 24: (3, (18, 5), ['%', '', '', '%'], [(12, 11), (18, 3), (16, 1)], [True, False, False, True], 52, False, [False, False, False, False], 546, 'South', (18, 4))
Element 25: (3, (18, 4), ['%', '', '', '%'], [(13, 11), (18, 2), (17, 1)], [True, False, False, True], 50, False, [False, False, False, False], 555, 'South', (18, 3))
Element 26: (3, (18, 3), ['%', '', '', '%'], [(13, 10), (18, 1), (16, 1)], [True, False, False, True], 48, False, [False, False, False, False], 564, 'South', (18, 2))
Element 27: (3, (18, 2), ['%', '', '', '%'], [(13, 9), (17, 1), (15, 1)], [True, False, False, True], 46, False, [False, False, False, False], 563, 'South', (18, 1))
Element 28: (3, (18, 1), ['', '%', '', '%'], [(12, 9), (16, 1), (15, 2)], [False, True, False, True], 44, False, [False, False, False, False], 572, 'West', (17, 1))
Element 29: (3, (17, 1), ['', '%', '%', ''], [(13, 9), (15, 1), (15, 3)], [False, True, True, False], 42, False, [False, False, False, False], 571, 'West', (16, 1))
Element 30: (3, (16, 1), ['', '%', '%', ''], [(14, 9), (15, 2), (15, 4)], [False, True, True, False], 40, False, [False, False, False, False], 570, 'West', (15, 1))
Element 31: (3, (15, 1), ['%', '%', '', ''], [(15, 9), (15, 3), (15, 5)], [True, True, False, False], 38, False, [False, False, False, False], 579, 'North', (15, 2))
Element 32: (3, (15, 2), ['%', '', '', '%'], [(16, 9), (16, 3), (15, 6)], [True, False, False, True], 36, False, [False, False, False, False], 578, 'North', (15, 3))
Element 33: (3, (15, 3), ['%', '', '', ''], [(16, 8), (16, 4), (15, 7)], [True, False, False, False], 34, False, [False, False, False, False], 577, 'East', (16, 3))
Element 34: (3, (16, 3), ['', '%', '', '%'], [(16, 7), (16, 5), (16, 7)], [False, True, False, True], 32, False, [False, False, False, False], 576, 'North', (16, 4))
Element 35: (3, (16, 4), ['', '', '', '%'], [(17, 7), (16, 6), (15, 7)], [False, False, False, True], 30, False, [False, False, False, False], 575, 'North', (16, 5))
Element 36: (3, (16, 5), ['', '', '', '%'], [(18, 7), (15, 6), (16, 7)], [False, False, False, True], 28, False, [False, False, False, False], 574, 'North', (16, 6))
Element 37: (3, (16, 6), ['', '', '', '%'], [(18, 8), (15, 7), (16, 8)], [False, False, False, True], 26, False, [False, False, False, False], 573, 'West', (15, 6))
Element 38: (3, (15, 6), ['%', '', '', ''], [(18, 9), (16, 7), (16, 9)], [True, False, False, False], 24, False, [False, False, False, False], 572, 'North', (15, 7))
Element 39: (3, (15, 7), ['%', '', '%', ''], [(18, 10), (16, 6), (15, 9)], [True, False, True, False], 22, False, [False, False, False, False], 571, 'South', (15, 6))
Element 40: (3, (15, 6), ['%', '', '', ''], [(18, 11), (16, 5), (15, 10)], [True, False, False, False], 20, False, [False, False, False, False], 570, 'South', (15, 5))
Element 41: (3, (15, 5), ['%', '', '', ''], [(17, 11), (16, 6), (15, 11)], [True, False, False, False], 18, False, [False, False, False, False], 569, 'South', (15, 4))
Element 42: (3, (15, 4), ['%', '', '', ''], [(16, 11), (16, 5), (15, 10)], [True, False, False, False], 16, False, [False, False, False, False], 568, 'North', (15, 5))
Element 43: (3, (15, 5), ['%', '', '', ''], [(15, 11), (16, 4), (15, 9)], [True, False, False, False], 14, False, [False, False, False, False], 567, 'North', (15, 6))
Element 44: (3, (15, 6), ['%', '', '', ''], [(15, 10), (16, 5), (14, 9)], [True, False, False, False], 12, False, [False, False, False, False], 566, 'East', (16, 6))
Element 45: (3, (16, 6), ['', '', '', '%'], [(15, 11), (16, 4), (13, 9)], [False, False, False, True], 10, False, [False, False, False, False], 565, 'South', (16, 5))
Element 46: (3, (16, 5), ['', '', '', '%'], [(16, 11), (15, 4), (13, 10)], [False, False, False, True], 8, False, [False, False, False, False], 564, 'West', (15, 5))
Element 47: (3, (15, 5), ['%', '', '', ''], [(17, 11), (16, 4), (13, 11)], [True, False, False, False], 6, False, [False, False, False, False], 563, 'East', (16, 5))
Element 48: (3, (16, 5), ['', '', '', '%'], [(18, 11), (16, 3), (12, 11)], [False, False, False, True], 4, False, [False, False, False, False], 562, 'South', (16, 4))
Element 49: (3, (16, 4), ['', '', '', '%'], [(18, 10), (15, 3), (11, 11)], [False, False, False, True], 2, False, [False, False, False, False], 561, 'West', (15, 4))
Element 50: (3, (15, 4), ['%', 'G', '', ''], [(18, 10), (15, 3), (11, 11)], [True, False, False, False], 0, False, [False, False, False, False], 560, 'Stop', (15, 4))
Element 51: #0#
