Element 1: (2, (3, 7), ['.', '.', '.', '.'], [(11, 11), (1, 4), (13, 4)], [False, False, False, False], 98, False, [True, True, True, True], 19, 'East', (4, 7))
Element 2: (2, (4, 7), ['', '.', '%', '.'], [(12, 11), (1, 5), (13, 5)], [False, False, True, False], 96, False, [False, True, False, True], 58, 'East', (5, 7))
Element 3: (2, (5, 7), ['', '.', '%', '.'], [(13, 11), (1, 6), (13, 6)], [False, False, True, False], 94, False, [False, True, False, True], 97, 'East', (6, 7))
Element 4: (2, (6, 7), ['', '.', '.', ''], [(13, 10), (1, 7), (13, 7)], [False, False, False, False], 92, False, [False, True, True, False], 136, 'North', (6, 8))
Element 5: (2, (6, 8), ['%', '', '.', '%'], [(13, 9), (2, 7), (13, 8)], [True, False, False, True], 90, False, [False, False, True, False], 175, 'North', (6, 9))
Element 6: (2, (6, 9), ['.', '', '.', '.'], [(14, 9), (3, 7), (13, 7)], [False, False, False, False], 88, False, [True, False, True, True], 194, 'East', (7, 9))
Element 7: (2, (7, 9), ['', '%', '%', '%'], [(15, 9), (3, 8), (13, 6)], [False, True, True, True], 86, False, [False, False, False, False], 223, 'West', (6, 9))
Element 8: (2, (6, 9), ['.', '', '.', ''], [(16, 9), (3, 9), (13, 5)], [False, False, False, False], 84, False, [True, False, True, False], 242, 'North', (6, 10))
Element 9: (2, (6, 10), ['%', '', '.', '%'], [(16, 8), (4, 9), (13, 4)], [True, False, False, True], 82, False, [False, False, True, False], 271, 'North', (6, 11))
Element 10: (2, (6, 11), ['%', '', '%', '.'], [(16, 7), (5, 9), (13, 3)], [True, False, True, False], 80, False, [False, False, False, True], 310, 'East', (7, 11))
Element 11: (2, (7, 11), ['', '%', '%', '.'], [(17, 7), (6, 9), (13, 2)], [False, True, True, False], 78, False, [False, False, False, True], 339, 'East', (8, 11))
Element 12: (2, (8, 11), ['', '%', '%', '.'], [(18, 7), (7, 9), (13, 1)], [False, True, True, False], 76, False, [False, False, False, True], 368, 'East', (9, 11))
Element 13: (2, (9, 11), ['', '.', '%', ''], [(18, 8), (6, 9), (12, 1)], [False, False, True, False], 74, False, [False, True, False, False], 397, 'South', (9, 10))
Element 14: (2, (9, 10), ['%', '.', '', '.'], [(18, 9), (6, 10), (11, 1)], [True, False, False, False], 72, False, [False, True, False, True], 426, 'East', (10, 10))
Element 15: (2, (10, 10), ['', '.', '', '%'], [(18, 10), (6, 11), (10, 1)], [False, False, False, True], 70, False, [False, True, False, False], 455, 'South', (10, 9))
Element 16: (2, (10, 9), ['.', '', '', '%'], [(18, 11), (7, 11), (9, 1)], [False, False, False, True], 68, False, [True, False, False, False], 474, 'West', (9, 9))
Element 17: (2, (9, 9), ['%', '', '', ''], [(17, 11), (8, 11), (8, 1)], [True, False, False, False], 66, False, [False, False, False, False], 503, 'South', (9, 8))
Element 18: (2, (9, 8), ['%', '.', '', ''], [(16, 11), (9, 11), (7, 1)], [True, False, False, False], 64, False, [False, True, False, False], 522, 'South', (9, 7))
Element 19: (2, (9, 7), ['%', '%', '', '.'], [(15, 11), (10, 11), (6, 1)], [True, True, False, False], 62, False, [False, False, False, True], 551, 'East', (10, 7))
Element 20: (2, (10, 7), ['', '%', '', '.'], [(15, 10), (11, 11), (6, 2)], [False, True, False, False], 60, False, [False, False, False, True], 580, 'East', (11, 7))
Element 21: (2, (11, 7), ['', '%', '%', '%'], [(15, 11), (12, 11), (6, 3)], [False, True, True, True], 58, False, [False, False, False, False], 599, 'West', (10, 7))
Element 22: (2, (10, 7), ['', '%', '', ''], [(16, 11), (13, 11), (7, 3)], [False, True, False, False], 56, False, [False, False, False, False], 608, 'North', (10, 8))
Element 23: (2, (10, 8), ['', '', '', '%'], [(17, 11), (13, 10), (8, 3)], [False, False, False, True], 54, False, [False, False, False, False], 617, 'South', (10, 7))
Element 24: (2, (10, 7), ['', '%', '', ''], [(18, 11), (13, 9), (9, 3)], [False, True, False, False], 52, False, [False, False, False, False], 626, 'West', (9, 7))
Element 25: (2, (9, 7), ['%', '%', '', ''], [(18, 10), (12, 9), (10, 3)], [True, True, False, False], 50, False, [False, False, False, False], 645, 'North', (9, 8))
Element 26: (2, (9, 8), ['%', '', '', ''], [(18, 9), (13, 9), (11, 3)], [True, False, False, False], 48, False, [False, False, False, False], 654, 'East', (10, 8))
Element 27: (2, (10, 8), ['', '', '', '%'], [(18, 8), (14, 9), (12, 3)], [False, False, False, True], 46, False, [False, False, False, False], 663, 'West', (9, 8))
Element 28: (2, (9, 8), ['%', '', '', ''], [(18, 7), (15, 9), (11, 3)], [True, False, False, False], 44, False, [False, False, False, False], 662, 'North', (9, 9))
Element 29: (2, (9, 9), ['%', '', '', ''], [(18, 6), (16, 9), (10, 3)], [True, False, False, False], 42, False, [False, False, False, False], 671, 'East', (10, 9))
Element 30: (2, (10, 9), ['', '', '', '%'], [(18, 5), (16, 8), (9, 3)], [False, False, False, True], 40, False, [False, False, False, False], 680, 'South', (10, 8))
Element 31: (2, (10, 8), ['', '', '', '%'], [(18, 4), (16, 7), (8, 3)], [False, False, False, True], 38, False, [False, False, False, False], 689, 'North', (10, 9))
Element 32: (2, (10, 9), ['', '', '', '%'], [(18, 3), (16, 6), (8, 4)], [False, False, False, True], 36, False, [False, False, False, False], 708, 'North', (10, 10))
Element 33: (2, (10, 10), ['', '', '', '%'], [(18, 2), (16, 5), (8, 5)], [False, False, False, True], 34, False, [False, False, False, False], 727, 'North', (10, 11))
Element 34: (2, (10, 11), ['', '', '%', ''], [(18, 1), (16, 4), (9, 5)], [False, False, True, False], 32, False, [False, False, False, False], 736, 'East', (11, 11))
Element 35: (2, (11, 11), ['', '%', '%', ''], [(17, 1), (16, 3), (10, 5)], [False, True, True, False], 30, False, [False, False, False, False], 755, 'East', (12, 11))
Element 36: (2, (12, 11), ['', '%', '%', ''], [(16, 1), (15, 3), (11, 5)], [False, True, True, False], 28, False, [False, False, False, False], 774, 'East', (13, 11))
Element 37: (2, (13, 11), ['', '', '%', '%'], [(15, 1), (15, 4), (10, 5)], [False, False, True, True], 26, False, [False, False, False, False], 793, 'South', (13, 10))
Element 38: (2, (13, 10), ['%', '', '', '%'], [(15, 2), (15, 5), (9, 5)], [True, False, False, True], 24, False, [False, False, False, False], 812, 'South', (13, 9))
Element 39: (2, (13, 9), ['', '', '', ''], [(15, 3), (15, 6), (8, 5)], [False, False, False, False], 22, False, [False, False, False, False], 821, 'East', (14, 9))
Element 40: (2, (14, 9), ['', '%', '%', ''], [(16, 3), (15, 7), (8, 4)], [False, True, True, False], 20, False, [False, False, False, False], 830, 'East', (15, 9))
Element 41: (2, (15, 9), ['', '%', '', ''], [(16, 4), (15, 6), (8, 3)], [False, True, False, False], 18, False, [False, False, False, False], 829, 'East', (16, 9))
Element 42: (2, (16, 9), ['', '', '%', '%'], [(16, 5), (15, 5), (7, 3)], [False, False, True, True], 16, False, [False, False, False, False], 828, 'South', (16, 8))
Element 43: (2, (16, 8), ['%', '', '', '%'], [(16, 6), (15, 4), (6, 3)], [True, False, False, True], 14, False, [False, False, False, False], 827, 'South', (16, 7))
Element 44: (2, (16, 7), ['', '', '', ''], [(15, 6), (15, 3), (6, 4)], [False, False, False, False], 12, False, [False, False, False, False], 836, 'East', (17, 7))
Element 45: (2, (17, 7), ['', '%', '%', ''], [(15, 7), (15, 2), (6, 5)], [False, True, True, False], 10, False, [False, False, False, False], 845, 'East', (18, 7))
Element 46: (2, (18, 7), ['', '', '', '%'], [(15, 6), (15, 1), (6, 6)], [False, False, False, True], 8, False, [False, False, False, False], 854, 'North', (18, 8))
Element 47: (2, (18, 8), ['%', '', '', '%'], [(15, 5), (16, 1), (5, 6)], [True, False, False, True], 6, False, [False, False, False, False], 863, 'North', (18, 9))
Element 48: (2, (18, 9), ['%', '', '', '%'], [(15, 4), (17, 1), (5, 5)], [True, False, False, True], 4, False, [False, False, False, False], 872, 'North', (18, 10))
Element 49: (2, (18, 10), ['%', '', '', '%'], [(15, 5), (18, 1), (5, 4)], [True, False, False, True], 2, False, [False, False, False, False], 881, 'North', (18, 11))
Element 50: (2, (18, 11), ['', '', '%', '%'], [(15, 5), (18, 1), (5, 3)], [False, False, True, True], 0, False, [False, False, False, False], 890, 'Stop', (18, 11))
Element 51: #0#
