Element 1: (1, (6, 10), ['%', '.', '.', '%'], [(1, 4), (15, 1), (16, 7)], [True, False, False, True], 98, False, [False, True, True, False], 9, 'North', (6, 11))
Element 2: (1, (6, 11), ['%', '', '%', '.'], [(1, 5), (16, 1), (17, 7)], [True, False, True, False], 96, False, [False, False, False, True], 48, 'East', (7, 11))
Element 3: (1, (7, 11), ['', '%', '%', '.'], [(1, 6), (17, 1), (18, 7)], [False, True, True, False], 94, False, [False, False, False, True], 87, 'East', (8, 11))
Element 4: (1, (8, 11), ['', '%', '%', '.'], [(1, 7), (18, 1), (18, 8)], [False, True, True, False], 92, False, [False, False, False, True], 116, 'East', (9, 11))
Element 5: (1, (9, 11), ['', '.', '%', '.'], [(2, 7), (18, 2), (18, 9)], [False, False, True, False], 90, False, [False, True, False, True], 155, 'East', (10, 11))
Element 6: (1, (10, 11), ['', '.', '%', '.'], [(3, 7), (18, 3), (18, 10)], [False, False, True, False], 88, False, [False, True, False, True], 194, 'East', (11, 11))
Element 7: (1, (11, 11), ['', '%', '%', '.'], [(4, 7), (18, 4), (18, 11)], [False, True, True, False], 86, False, [False, False, False, True], 223, 'East', (12, 11))
Element 8: (1, (12, 11), ['', '%', '%', '.'], [(5, 7), (18, 5), (17, 11)], [False, True, True, False], 84, False, [False, False, False, True], 262, 'East', (13, 11))
Element 9: (1, (13, 11), ['', '.', '%', '%'], [(6, 7), (18, 6), (16, 11)], [False, False, True, True], 82, False, [False, True, False, False], 301, 'South', (13, 10))
Element 10: (1, (13, 10), ['%', '.', '', '%'], [(6, 8), (18, 7), (15, 11)], [True, False, False, True], 80, False, [False, True, False, False], 330, 'South', (13, 9))
Element 11: (1, (13, 9), ['.', '.', '', '.'], [(6, 9), (18, 8), (15, 10)], [False, False, False, False], 78, False, [True, True, False, True], 359, 'East', (14, 9))
Element 12: (1, (14, 9), ['', '%', '%', 'G'], [(7, 9), (18, 9), (15, 9)], [False, True, True, False], 76, False, [False, False, False, False], 388, 'West', (13, 9))
Element 13: (1, (13, 9), ['.', '.', '', ''], [(6, 9), (18, 10), (16, 9)], [False, False, False, False], 74, False, [True, True, False, False], 397, 'South', (13, 8))
Element 14: (1, (13, 8), ['%', '.', '', '%'], [(5, 9), (18, 11), (16, 8)], [True, False, False, True], 72, False, [False, True, False, False], 426, 'South', (13, 7))
Element 15: (1, (13, 7), ['%', '.', '', '%'], [(4, 9), (17, 11), (16, 9)], [True, False, False, True], 70, False, [False, True, False, False], 445, 'South', (13, 6))
