Element 1: (3, (15, 9), ['.', '%', '.', '.'], [(12, 3), (1, 9), (4, 4)], [False, True, False, False], 98, False, [True, False, True, True], 29, 'East', (16, 9))
Element 2: (3, (16, 9), ['', '.', '%', '%'], [(13, 3), (1, 8), (5, 4)], [False, False, True, True], 96, False, [False, True, False, False], 68, 'South', (16, 8))
Element 3: (3, (16, 8), ['%', '.', '', '%'], [(13, 4), (1, 7), (6, 4)], [True, False, False, True], 94, False, [False, True, False, False], 107, 'South', (16, 7))
Element 4: (3, (16, 7), ['.', '.', '', '.'], [(13, 5), (2, 7), (6, 5)], [False, False, False, False], 92, False, [True, True, False, True], 146, 'East', (17, 7))
Element 5: (3, (17, 7), ['', '%', '%', '.'], [(13, 6), (3, 7), (6, 6)], [False, True, True, False], 90, False, [False, False, False, True], 185, 'East', (18, 7))
Element 6: (3, (18, 7), ['', '.', '.', '%'], [(13, 7), (4, 7), (6, 7)], [False, False, False, True], 88, False, [False, True, True, False], 224, 'North', (18, 8))
Element 7: (3, (18, 8), ['%', '', '.', '%'], [(13, 8), (5, 7), (6, 8)], [True, False, False, True], 86, False, [False, False, True, False], 263, 'North', (18, 9))
Element 8: (3, (18, 9), ['%', '', '.', '%'], [(13, 9), (5, 6), (6, 9)], [True, False, False, True], 84, False, [False, False, True, False], 302, 'North', (18, 10))
Element 9: (3, (18, 10), ['%', '', '', '%'], [(14, 9), (5, 5), (7, 9)], [True, False, False, True], 82, False, [False, False, False, False], 341, 'North', (18, 11))
Element 10: (3, (18, 11), ['.', '', '%', '%'], [(15, 9), (4, 5), (6, 9)], [False, False, True, True], 80, False, [True, False, False, False], 350, 'West', (17, 11))
Element 11: (3, (17, 11), ['.', '%', '%', ''], [(15, 10), (4, 6), (6, 10)], [False, True, True, False], 78, False, [True, False, False, False], 389, 'West', (16, 11))
Element 12: (3, (16, 11), ['G', '%', '%', ''], [(15, 11), (3, 6), (6, 11)], [False, True, True, False], 76, False, [False, False, False, False], 428, 'East', (17, 11))
Element 13: (3, (17, 11), ['G', '%', '%', ''], [(16, 11), (3, 5), (7, 11)], [False, True, True, False], 74, False, [False, False, False, False], 447, 'East', (18, 11))
Element 14: (3, (18, 11), ['G', '', '%', '%'], [(17, 11), (3, 4), (8, 11)], [False, False, True, True], 72, False, [False, False, False, False], 456, 'South', (18, 10))
Element 15: (3, (18, 10), ['%', '', 'G', '%'], [(18, 11), (3, 3), (9, 11)], [True, False, False, True], 70, False, [False, False, False, False], 475, 'South', (18, 9))
Element 16: (3, (18, 9), ['%', '', 'G', '%'], [(18, 10), (3, 2), (10, 11)], [True, False, False, True], 68, False, [False, False, False, False], 1484, 'South', (18, 8))
Element 17: #1#
