Element 1: (1, (5, 3), ['.', '%', '.', '.'], [(13, 3), (7, 1), (8, 1)], [False, True, False, False], 98, False, [True, False, True, True], 9, 'East', (6, 3))
Element 2: (1, (6, 3), ['', '.', '.', '.'], [(13, 4), (6, 1), (9, 1)], [False, False, False, False], 96, False, [False, True, True, True], 48, 'East', (7, 3))
Element 3: (1, (7, 3), ['', '%', '%', '.'], [(13, 5), (6, 2), (10, 1)], [False, True, True, False], 94, False, [False, False, False, True], 87, 'East', (8, 3))
Element 4: (1, (8, 3), ['', '%', '', '.'], [(13, 6), (6, 3), (11, 1)], [False, True, False, False], 92, False, [False, False, False, True], 116, 'East', (9, 3))
Element 5: (1, (9, 3), ['', '%', '%', '.'], [(13, 7), (6, 4), (12, 1)], [False, True, True, False], 90, False, [False, False, False, True], 155, 'East', (10, 3))
Element 6: (1, (10, 3), ['', '%', '%', '.'], [(13, 8), (6, 5), (13, 1)], [False, True, True, False], 88, False, [False, False, False, True], 194, 'East', (11, 3))
Element 7: (1, (11, 3), ['', '%', '%', '.'], [(13, 9), (6, 6), (13, 2)], [False, True, True, False], 86, False, [False, False, False, True], 223, 'East', (12, 3))
Element 8: (1, (12, 3), ['', '%', '%', 'G'], [(14, 9), (6, 7), (13, 3)], [False, True, True, False], 84, False, [False, False, False, False], 252, 'West', (11, 3))
Element 9: (1, (11, 3), ['', '%', '%', ''], [(15, 9), (6, 8), (13, 4)], [False, True, True, False], 82, False, [False, False, False, False], 271, 'West', (10, 3))
Element 10: (1, (10, 3), ['', '%', '%', ''], [(16, 9), (6, 9), (13, 5)], [False, True, True, False], 80, False, [False, False, False, False], 290, 'West', (9, 3))
Element 11: (1, (9, 3), ['', '%', '%', ''], [(16, 8), (7, 9), (13, 6)], [False, True, True, False], 78, False, [False, False, False, False], 309, 'West', (8, 3))
Element 12: (1, (8, 3), ['', '%', '', ''], [(16, 7), (6, 9), (13, 7)], [False, True, False, False], 76, False, [False, False, False, False], 318, 'North', (8, 4))
Element 13: (1, (8, 4), ['%', '', '', '%'], [(17, 7), (6, 10), (13, 8)], [True, False, False, True], 74, False, [False, False, False, False], 337, 'North', (8, 5))
Element 14: (1, (8, 5), ['%', '', '%', ''], [(18, 7), (6, 11), (13, 9)], [True, False, True, False], 72, False, [False, False, False, False], 356, 'East', (9, 5))
Element 15: (1, (9, 5), ['', '%', '%', ''], [(18, 8), (7, 11), (13, 10)], [False, True, True, False], 70, False, [False, False, False, False], 385, 'East', (10, 5))
Element 16: (1, (10, 5), ['', '%', '%', ''], [(18, 9), (8, 11), (13, 11)], [False, True, True, False], 68, False, [False, False, False, False], 414, 'East', (11, 5))
Element 17: (1, (11, 5), ['', '%', '%', '%'], [(18, 10), (9, 11), (12, 11)], [False, True, True, True], 66, False, [False, False, False, False], 443, 'West', (10, 5))
Element 18: (1, (10, 5), ['', '%', '%', ''], [(18, 11), (10, 11), (11, 11)], [False, True, True, False], 64, False, [False, False, False, False], 462, 'West', (9, 5))
Element 19: (1, (9, 5), ['', '%', '%', ''], [(17, 11), (10, 10), (10, 11)], [False, True, True, False], 62, False, [False, False, False, False], 481, 'West', (8, 5))
Element 20: (1, (8, 5), ['%', '', '%', ''], [(16, 11), (10, 9), (10, 10)], [True, False, True, False], 60, False, [False, False, False, False], 500, 'South', (8, 4))
Element 21: (1, (8, 4), ['%', '', '', '%'], [(15, 11), (9, 9), (9, 10)], [True, False, False, True], 58, False, [False, False, False, False], 529, 'South', (8, 3))
Element 22: (1, (8, 3), ['', '%', '', ''], [(15, 10), (9, 8), (9, 11)], [False, True, False, False], 56, False, [False, False, False, False], 538, 'West', (7, 3))
Element 23: (1, (7, 3), ['', '%', '%', ''], [(15, 11), (9, 7), (8, 11)], [False, True, True, False], 54, False, [False, False, False, False], 547, 'West', (6, 3))
Element 24: (1, (6, 3), ['', '', '', ''], [(16, 11), (10, 7), (7, 11)], [False, False, False, False], 52, False, [False, False, False, False], 556, 'North', (6, 4))
Element 25: (1, (6, 4), ['.', '', '', '%'], [(17, 11), (11, 7), (6, 11)], [False, False, False, True], 50, False, [True, False, False, False], 565, 'West', (5, 4))
Element 26: (1, (5, 4), ['.', '', '.', ''], [(18, 11), (10, 7), (6, 10)], [False, False, False, False], 48, False, [True, False, True, False], 574, 'North', (5, 5))
Element 27: (1, (5, 5), ['.', '', '.', ''], [(18, 10), (10, 8), (6, 9)], [False, False, False, False], 46, False, [True, False, True, False], 583, 'North', (5, 6))
Element 28: (1, (5, 6), ['.', '', '.', ''], [(18, 9), (10, 7), (5, 9)], [False, False, False, False], 44, False, [True, False, True, False], 602, 'North', (5, 7))
Element 29: (1, (5, 7), ['.', '', '%', ''], [(18, 8), (9, 7), (4, 9)], [False, False, True, False], 42, False, [True, False, False, False], 621, 'West', (4, 7))
Element 30: (1, (4, 7), ['.', '.', '%', ''], [(18, 7), (9, 8), (4, 10)], [False, False, True, False], 40, False, [True, True, False, False], 640, 'South', (4, 6))
Element 31: (1, (4, 6), ['.', '.', '', ''], [(18, 6), (10, 8), (4, 11)], [False, False, False, False], 38, False, [True, True, False, False], 669, 'South', (4, 5))
Element 32: (1, (4, 5), ['.', '.', '', ''], [(18, 5), (9, 8), (3, 11)], [False, False, False, False], 36, False, [True, True, False, False], 698, 'South', (4, 4))
Element 33: (1, (4, 4), ['.', '.', '', ''], [(18, 4), (9, 9), (2, 11)], [False, False, False, False], 34, False, [True, True, False, False], 727, 'South', (4, 3))
Element 34: (1, (4, 3), ['.', '.', '', ''], [(18, 3), (10, 9), (1, 11)], [False, False, False, False], 32, False, [True, True, False, False], 746, 'South', (4, 2))
