Element 1: (2, (5, 9), ['.', '%', '%', '.'], [(12, 1), (1, 4), (13, 8)], [False, True, True, False], 98, False, [True, False, False, True], 19, 'East', (6, 9))
Element 2: (2, (6, 9), ['', '.', '.', '.'], [(13, 1), (1, 5), (13, 9)], [False, False, False, False], 96, False, [False, True, True, True], 58, 'East', (7, 9))
Element 3: (2, (7, 9), ['', '%', '%', '%'], [(13, 2), (1, 6), (14, 9)], [False, True, True, True], 94, False, [False, False, False, False], 97, 'West', (6, 9))
Element 4: (2, (6, 9), ['', '.', '.', ''], [(13, 3), (1, 7), (15, 9)], [False, False, False, False], 92, False, [False, True, True, False], 126, 'North', (6, 10))
Element 5: (2, (6, 10), ['%', '', '.', '%'], [(13, 4), (2, 7), (16, 9)], [True, False, False, True], 90, False, [False, False, True, False], 165, 'North', (6, 11))
Element 6: (2, (6, 11), ['%', '', '%', '.'], [(13, 5), (3, 7), (16, 8)], [True, False, True, False], 88, False, [False, False, False, True], 204, 'East', (7, 11))
Element 7: (2, (7, 11), ['', '%', '%', '.'], [(13, 6), (4, 7), (16, 7)], [False, True, True, False], 86, False, [False, False, False, True], 243, 'East', (8, 11))
Element 8: (2, (8, 11), ['', '%', '%', '.'], [(13, 7), (5, 7), (17, 7)], [False, True, True, False], 84, False, [False, False, False, True], 282, 'East', (9, 11))
Element 9: (2, (9, 11), ['', '.', '%', '.'], [(13, 8), (6, 7), (18, 7)], [False, False, True, False], 82, False, [False, True, False, True], 311, 'East', (10, 11))
Element 10: (2, (10, 11), ['', '.', '%', '.'], [(13, 9), (6, 8), (18, 8)], [False, False, True, False], 80, False, [False, True, False, True], 340, 'East', (11, 11))
Element 11: (2, (11, 11), ['', '%', '%', '.'], [(13, 10), (6, 9), (18, 9)], [False, True, True, False], 78, False, [False, False, False, True], 369, 'East', (12, 11))
Element 12: (2, (12, 11), ['', '%', '%', 'G'], [(13, 11), (7, 9), (18, 10)], [False, True, True, False], 76, False, [False, False, False, False], 398, 'West', (11, 11))
Element 13: (2, (11, 11), ['', '%', '%', 'G'], [(12, 11), (6, 9), (18, 11)], [False, True, True, False], 74, False, [False, False, False, False], 397, 'West', (10, 11))
Element 14: (2, (10, 11), ['', '.', '%', 'G'], [(11, 11), (6, 10), (17, 11)], [False, False, True, False], 72, False, [False, True, False, False], 406, 'South', (10, 10))
Element 15: (2, (10, 10), ['.', '.', 'G', '%'], [(10, 11), (6, 11), (16, 11)], [False, False, False, True], 70, False, [True, True, False, False], 425, 'South', (10, 9))
Element 16: (2, (10, 9), ['.', '', 'G', '%'], [(10, 10), (7, 11), (15, 11)], [False, False, False, True], 68, False, [True, False, False, False], 444, 'West', (9, 9))
Element 17: (2, (9, 9), ['%', '', 'G', ''], [(9, 10), (8, 11), (15, 10)], [True, False, False, False], 66, False, [False, False, False, False], 473, 'South', (9, 8))
Element 18: (2, (9, 8), ['%', '.', '', ''], [(9, 11), (7, 11), (15, 11)], [True, False, False, False], 64, False, [False, True, False, False], 472, 'South', (9, 7))
Element 19: (2, (9, 7), ['%', '%', '', '.'], [(8, 11), (6, 11), (16, 11)], [True, True, False, False], 62, False, [False, False, False, True], 481, 'East', (10, 7))
Element 20: (2, (10, 7), ['', '%', '', '.'], [(7, 11), (6, 10), (17, 11)], [False, True, False, False], 60, False, [False, False, False, True], 490, 'East', (11, 7))
Element 21: (2, (11, 7), ['', '%', '%', '%'], [(6, 11), (6, 9), (18, 11)], [False, True, True, True], 58, False, [False, False, False, False], 499, 'West', (10, 7))
Element 22: (2, (10, 7), ['', '%', '', ''], [(6, 10), (5, 9), (18, 10)], [False, True, False, False], 56, False, [False, False, False, False], 498, 'North', (10, 8))
Element 23: (2, (10, 8), ['', '', '', '%'], [(6, 9), (4, 9), (18, 9)], [False, False, False, True], 54, False, [False, False, False, False], 507, 'South', (10, 7))
Element 24: (2, (10, 7), ['', '%', '', ''], [(7, 9), (4, 10), (18, 8)], [False, True, False, False], 52, False, [False, False, False, False], 516, 'West', (9, 7))
Element 25: (2, (9, 7), ['%', '%', '', ''], [(6, 9), (4, 11), (18, 7)], [True, True, False, False], 50, False, [False, False, False, False], 525, 'North', (9, 8))
Element 26: (2, (9, 8), ['%', '', '', ''], [(6, 8), (3, 11), (18, 6)], [True, False, False, False], 48, False, [False, False, False, False], 544, 'East', (10, 8))
Element 27: (2, (10, 8), ['', '', '', '%'], [(6, 7), (2, 11), (18, 5)], [False, False, False, True], 46, False, [False, False, False, False], 563, 'West', (9, 8))
Element 28: (2, (9, 8), ['%', '', '', ''], [(6, 6), (1, 11), (18, 4)], [True, False, False, False], 44, False, [False, False, False, False], 582, 'North', (9, 9))
Element 29: (2, (9, 9), ['%', '', '', ''], [(6, 5), (1, 10), (18, 3)], [True, False, False, False], 42, False, [False, False, False, False], 611, 'East', (10, 9))
Element 30: (2, (10, 9), ['', '', '', '%'], [(6, 4), (1, 9), (18, 2)], [False, False, False, True], 40, False, [False, False, False, False], 640, 'South', (10, 8))
Element 31: (2, (10, 8), ['', '', '', '%'], [(6, 3), (1, 8), (18, 1)], [False, False, False, True], 38, False, [False, False, False, False], 659, 'North', (10, 9))
Element 32: (2, (10, 9), ['', '', '', '%'], [(7, 3), (1, 9), (17, 1)], [False, False, False, True], 36, False, [False, False, False, False], 678, 'North', (10, 10))
Element 33: (2, (10, 10), ['', '', '', '%'], [(8, 3), (1, 10), (16, 1)], [False, False, False, True], 34, False, [False, False, False, False], 697, 'West', (9, 10))
Element 34: (2, (9, 10), ['%', '', '', ''], [(9, 3), (1, 11), (15, 1)], [True, False, False, False], 32, False, [False, False, False, False], 716, 'East', (10, 10))
Element 35: (2, (10, 10), ['', '', '', '%'], [(10, 3), (2, 11), (15, 2)], [False, False, False, True], 30, False, [False, False, False, False], 735, 'North', (10, 11))
Element 36: (2, (10, 11), ['', '', '%', ''], [(11, 3), (3, 11), (15, 3)], [False, False, True, False], 28, False, [False, False, False, False], 754, 'West', (9, 11))
Element 37: (2, (9, 11), ['', '', '%', ''], [(12, 3), (4, 11), (16, 3)], [False, False, True, False], 26, False, [False, False, False, False], 773, 'South', (9, 10))
Element 38: (2, (9, 10), ['%', '', '', ''], [(11, 3), (4, 10), (16, 4)], [True, False, False, False], 24, False, [False, False, False, False], 782, 'North', (9, 11))
Element 39: (2, (9, 11), ['', '', '%', ''], [(10, 3), (4, 9), (16, 5)], [False, False, True, False], 22, False, [False, False, False, False], 791, 'West', (8, 11))
Element 40: (2, (8, 11), ['', '%', '%', ''], [(9, 3), (3, 9), (16, 6)], [False, True, True, False], 20, False, [False, False, False, False], 810, 'West', (7, 11))
Element 41: (2, (7, 11), ['', '%', '%', ''], [(8, 3), (3, 8), (15, 6)], [False, True, True, False], 18, False, [False, False, False, False], 829, 'West', (6, 11))
Element 42: (2, (6, 11), ['%', '', '%', ''], [(8, 4), (3, 9), (15, 7)], [True, False, True, False], 16, False, [False, False, False, False], 838, 'South', (6, 10))
Element 43: (2, (6, 10), ['%', '', '', '%'], [(8, 5), (4, 9), (15, 6)], [True, False, False, True], 14, False, [False, False, False, False], 837, 'South', (6, 9))
Element 44: (2, (6, 9), ['G', '', '', ''], [(9, 5), (5, 9), (15, 5)], [False, False, False, False], 12, False, [False, False, False, False], 846, 'South', (6, 8))
