Element 1: (0, (16, 7), ['.', '.', '.', '.'], [(6, 2), (17, 11), (18, 3)], [False, False, False, False], 98, False, [True, True, True, True], 0, 'East', (17, 7))
Element 2: (0, (17, 7), ['', '%', '%', '.'], [(6, 3), (16, 11), (18, 4)], [False, True, True, False], 96, False, [False, False, False, True], 39, 'East', (18, 7))
Element 3: (0, (18, 7), ['', '.', '.', '%'], [(7, 3), (15, 11), (18, 5)], [False, False, False, True], 94, False, [False, True, True, False], 78, 'North', (18, 8))
Element 4: (0, (18, 8), ['%', '', '.', '%'], [(8, 3), (15, 10), (18, 6)], [True, False, False, True], 92, False, [False, False, True, False], 117, 'North', (18, 9))
Element 5: (0, (18, 9), ['%', '', '.', '%'], [(9, 3), (15, 9), (18, 7)], [True, False, False, True], 90, False, [False, False, True, False], 146, 'North', (18, 10))
Element 6: (0, (18, 10), ['%', '', '', '%'], [(10, 3), (16, 9), (18, 8)], [True, False, False, True], 88, False, [False, False, False, False], 175, 'North', (18, 11))
Element 7: (0, (18, 11), ['', '', '%', '%'], [(11, 3), (16, 8), (18, 9)], [False, False, True, True], 86, False, [False, False, False, False], 194, 'West', (17, 11))
Element 8: (0, (17, 11), ['', '%', '%', ''], [(12, 3), (16, 7), (18, 10)], [False, True, True, False], 84, False, [False, False, False, False], 203, 'West', (16, 11))
Element 9: (0, (16, 11), ['', '%', '%', ''], [(13, 3), (16, 6), (18, 11)], [False, True, True, False], 82, False, [False, False, False, False], 222, 'West', (15, 11))
Element 10: (0, (15, 11), ['%', '', '%', ''], [(13, 4), (16, 5), (17, 11)], [True, False, True, False], 80, False, [False, False, False, False], 241, 'South', (15, 10))
Element 11: (0, (15, 10), ['%', '', '', '%'], [(13, 5), (16, 4), (16, 11)], [True, False, False, True], 78, False, [False, False, False, False], 260, 'South', (15, 9))
Element 12: (0, (15, 9), ['.', '%', '', ''], [(13, 6), (16, 3), (15, 11)], [False, True, False, False], 76, False, [True, False, False, False], 279, 'West', (14, 9))
Element 13: (0, (14, 9), ['.', '%', '%', ''], [(13, 7), (15, 3), (15, 10)], [False, True, True, False], 74, False, [True, False, False, False], 308, 'West', (13, 9))
Element 14: (0, (13, 9), ['.', 'G', '.', ''], [(13, 8), (15, 4), (15, 9)], [False, False, False, False], 72, False, [True, False, True, False], 337, 'North', (13, 10))
Element 15: (0, (13, 10), ['%', 'G', '.', '%'], [(13, 9), (15, 5), (16, 9)], [True, False, False, True], 70, False, [False, False, True, False], 356, 'North', (13, 11))
Element 16: (0, (13, 11), ['.', '', '%', '%'], [(12, 9), (15, 6), (16, 8)], [False, False, True, True], 68, False, [True, False, False, False], 385, 'West', (12, 11))
Element 17: (0, (12, 11), ['.', '%', '%', ''], [(13, 9), (15, 7), (16, 7)], [False, True, True, False], 66, False, [True, False, False, False], 404, 'West', (11, 11))
Element 18: (0, (11, 11), ['.', '%', '%', ''], [(14, 9), (15, 6), (17, 7)], [False, True, True, False], 64, False, [True, False, False, False], 413, 'West', (10, 11))
Element 19: (0, (10, 11), ['.', '.', '%', ''], [(15, 9), (15, 5), (16, 7)], [False, False, True, False], 62, False, [True, True, False, False], 422, 'South', (10, 10))
Element 20: (0, (10, 10), ['.', '.', '', '%'], [(16, 9), (15, 4), (16, 6)], [False, False, False, True], 60, False, [True, True, False, False], 431, 'South', (10, 9))
Element 21: (0, (10, 9), ['.', '', '', '%'], [(16, 8), (15, 3), (16, 5)], [False, False, False, True], 58, False, [True, False, False, False], 440, 'West', (9, 9))
Element 22: (0, (9, 9), ['%', '', '.', ''], [(16, 7), (15, 2), (16, 4)], [True, False, False, False], 56, False, [False, False, True, False], 459, 'North', (9, 10))
Element 23: (0, (9, 10), ['%', '', '.', ''], [(17, 7), (15, 1), (16, 3)], [True, False, False, False], 54, False, [False, False, True, False], 478, 'North', (9, 11))
Element 24: (0, (9, 11), ['.', '', '%', ''], [(18, 7), (16, 1), (15, 3)], [False, False, True, False], 52, False, [True, False, False, False], 497, 'West', (8, 11))
Element 25: (0, (8, 11), ['.', '%', '%', ''], [(18, 8), (17, 1), (15, 4)], [False, True, True, False], 50, False, [True, False, False, False], 516, 'West', (7, 11))
Element 26: (0, (7, 11), ['.', '%', '%', ''], [(18, 9), (18, 1), (15, 5)], [False, True, True, False], 48, False, [True, False, False, False], 525, 'West', (6, 11))
Element 27: (0, (6, 11), ['%', '.', '%', ''], [(18, 10), (18, 2), (15, 6)], [True, False, True, False], 46, False, [False, True, False, False], 544, 'South', (6, 10))
Element 28: (0, (6, 10), ['%', '.', '', '%'], [(18, 11), (18, 3), (15, 7)], [True, False, False, True], 44, False, [False, True, False, False], 553, 'South', (6, 9))
Element 29: (0, (6, 9), ['.', '.', '', '.'], [(17, 11), (18, 4), (15, 6)], [False, False, False, False], 42, False, [True, True, False, True], 562, 'East', (7, 9))
Element 30: (0, (7, 9), ['', '%', '%', '%'], [(16, 11), (18, 5), (15, 5)], [False, True, True, True], 40, False, [False, False, False, False], 571, 'West', (6, 9))
Element 31: (0, (6, 9), ['.', '.', '', ''], [(15, 11), (18, 6), (15, 4)], [False, False, False, False], 38, False, [True, True, False, False], 570, 'South', (6, 8))
Element 32: (0, (6, 8), ['%', '.', '', '%'], [(15, 10), (18, 7), (15, 3)], [True, False, False, True], 36, False, [False, True, False, False], 579, 'South', (6, 7))
Element 33: (0, (6, 7), ['.', '.', '', ''], [(15, 11), (18, 8), (15, 2)], [False, False, False, False], 34, False, [True, True, False, False], 588, 'South', (6, 6))
Element 34: (0, (6, 6), ['.', '.', '', '%'], [(16, 11), (18, 9), (15, 1)], [False, False, False, True], 32, False, [True, True, False, False], 597, 'South', (6, 5))
Element 35: (0, (6, 5), ['.', '.', '', '%'], [(17, 11), (18, 10), (16, 1)], [False, False, False, True], 30, False, [True, True, False, False], 606, 'South', (6, 4))
Element 36: (0, (6, 4), ['.', '', '', '%'], [(18, 11), (18, 9), (17, 1)], [False, False, False, True], 28, False, [True, False, False, False], 615, 'West', (5, 4))
Element 37: (0, (5, 4), ['.', '.', '.', ''], [(18, 10), (18, 8), (18, 1)], [False, False, False, False], 26, False, [True, True, True, False], 624, 'North', (5, 5))
Element 38: (0, (5, 5), ['.', '', '.', ''], [(18, 9), (18, 7), (18, 2)], [False, False, False, False], 24, False, [True, False, True, False], 633, 'North', (5, 6))
Element 39: (0, (5, 6), ['.', '', '.', ''], [(18, 8), (17, 7), (18, 1)], [False, False, False, False], 22, False, [True, False, True, False], 642, 'North', (5, 7))
Element 40: (0, (5, 7), ['.', '', '%', ''], [(18, 7), (16, 7), (17, 1)], [False, False, True, False], 20, False, [True, False, False, False], 651, 'West', (4, 7))
Element 41: (0, (4, 7), ['.', '.', '%', ''], [(18, 6), (15, 7), (16, 1)], [False, False, True, False], 18, False, [True, True, False, False], 660, 'South', (4, 6))
Element 42: (0, (4, 6), ['.', '.', '', ''], [(18, 5), (15, 6), (15, 1)], [False, False, False, False], 16, False, [True, True, False, False], 669, 'South', (4, 5))
Element 43: (0, (4, 5), ['.', '.', '', ''], [(18, 4), (15, 5), (15, 2)], [False, False, False, False], 14, False, [True, True, False, False], 678, 'South', (4, 4))
Element 44: (0, (4, 4), ['.', '.', '', ''], [(18, 3), (15, 4), (15, 3)], [False, False, False, False], 12, False, [True, True, False, False], 687, 'South', (4, 3))
Element 45: (0, (4, 3), ['.', '.', '', '.'], [(18, 2), (15, 5), (16, 3)], [False, False, False, False], 10, False, [True, True, False, True], 696, 'East', (5, 3))
Element 46: (0, (5, 3), ['', '%', '', ''], [(18, 1), (15, 4), (16, 4)], [False, True, False, False], 8, False, [False, False, False, False], 705, 'East', (6, 3))
Element 47: (0, (6, 3), ['', '', '', ''], [(17, 1), (15, 3), (15, 4)], [False, False, False, False], 6, False, [False, False, False, False], 704, 'East', (7, 3))
Element 48: (0, (7, 3), ['', '%', '%', ''], [(16, 1), (15, 2), (16, 4)], [False, True, True, False], 4, False, [False, False, False, False], 703, 'East', (8, 3))
Element 49: (0, (8, 3), ['', '%', '', ''], [(15, 1), (15, 3), (16, 5)], [False, True, False, False], 2, False, [False, False, False, False], 702, 'East', (9, 3))
Element 50: (0, (9, 3), ['', '%', '%', ''], [(15, 2), (15, 4), (15, 5)], [False, True, True, False], 0, False, [False, False, False, False], 701, 'Stop', (9, 3))
Element 51: #0#
