Element 1: (3, (18, 5), ['%', '.', '.', '%'], [(18, 9), (4, 4), (9, 11)], [True, False, False, True], 98, False, [False, True, True, False], 29, 'North', (18, 6))
Element 2: (3, (18, 6), ['%', '', '.', '%'], [(18, 8), (5, 4), (10, 11)], [True, False, False, True], 96, False, [False, False, True, False], 68, 'North', (18, 7))
Element 3: (3, (18, 7), ['.', '', '', '%'], [(18, 9), (6, 4), (11, 11)], [False, False, False, True], 94, False, [True, False, False, False], 97, 'West', (17, 7))
Element 4: (3, (17, 7), ['.', '%', '%', ''], [(18, 10), (6, 5), (12, 11)], [False, True, True, False], 92, False, [True, False, False, False], 126, 'West', (16, 7))
Element 5: (3, (16, 7), ['.', '.', '.', ''], [(18, 11), (6, 6), (13, 11)], [False, False, False, False], 90, False, [True, True, True, False], 155, 'North', (16, 8))
Element 6: (3, (16, 8), ['%', '', '.', '%'], [(17, 11), (6, 7), (13, 10)], [True, False, False, True], 88, False, [False, False, True, False], 194, 'North', (16, 9))
Element 7: (3, (16, 9), ['.', '', '%', '%'], [(16, 11), (6, 8), (13, 9)], [False, False, True, True], 86, False, [True, False, False, False], 233, 'West', (15, 9))
Element 8: (3, (15, 9), ['G', '%', '.', ''], [(15, 11), (6, 9), (14, 9)], [False, True, False, False], 84, False, [False, False, True, False], 272, 'North', (15, 10))
Element 9: (3, (15, 10), ['%', 'G', '', '%'], [(16, 11), (7, 9), (15, 9)], [True, False, False, True], 82, False, [False, False, False, False], 291, 'North', (15, 11))
Element 10: (3, (15, 11), ['%', '', '%', ''], [(17, 11), (6, 9), (16, 9)], [True, False, True, False], 80, False, [False, False, False, False], 290, 'East', (16, 11))
Element 11: (3, (16, 11), ['', '%', '%', ''], [(18, 11), (6, 10), (16, 8)], [False, True, True, False], 78, False, [False, False, False, False], 299, 'East', (17, 11))
Element 12: (3, (17, 11), ['', '%', '%', ''], [(18, 10), (6, 11), (16, 7)], [False, True, True, False], 76, False, [False, False, False, False], 308, 'East', (18, 11))
Element 13: (3, (18, 11), ['', 'G', '%', '%'], [(18, 10), (7, 11), (16, 6)], [False, False, True, True], 74, False, [False, False, False, False], 327, 'West', (17, 11))
Element 14: (3, (17, 11), ['', '%', '%', 'G'], [(18, 11), (8, 11), (16, 5)], [False, True, True, False], 72, False, [False, False, False, False], 336, 'West', (16, 11))
Element 15: (3, (16, 11), ['', '%', '%', 'G'], [(17, 11), (9, 11), (16, 4)], [False, True, True, False], 70, False, [False, False, False, False], 345, 'West', (15, 11))
Element 16: (3, (15, 11), ['%', '', '%', 'G'], [(16, 11), (9, 10), (16, 3)], [True, False, True, False], 68, False, [False, False, False, False], 364, 'South', (15, 10))
Element 17: (3, (15, 10), ['%', '', 'G', '%'], [(15, 11), (10, 10), (15, 3)], [True, False, False, True], 66, False, [False, False, False, False], 383, 'South', (15, 9))
Element 18: (3, (15, 9), ['', '%', 'G', ''], [(15, 10), (10, 9), (15, 4)], [False, True, False, False], 64, False, [False, False, False, False], 402, 'East', (16, 9))
Element 19: (3, (16, 9), ['G', '', '%', '%'], [(15, 9), (9, 9), (15, 5)], [False, False, True, True], 62, False, [False, False, False, False], 421, 'South', (16, 8))
Element 20: (3, (16, 8), ['%', '', 'G', '%'], [(16, 9), (9, 8), (15, 6)], [True, False, False, True], 60, False, [False, False, False, False], 430, 'South', (16, 7))
Element 21: (3, (16, 7), ['G', '', 'G', ''], [(16, 8), (9, 7), (15, 7)], [False, False, False, False], 58, False, [False, False, False, False], 449, 'South', (16, 6))
Element 22: (3, (16, 6), ['G', '', 'G', '%'], [(16, 7), (10, 7), (15, 6)], [False, False, False, True], 56, False, [False, False, False, False], 458, 'South', (16, 5))
Element 23: (3, (16, 5), ['G', '', '', '%'], [(17, 7), (11, 7), (15, 5)], [False, False, False, True], 54, False, [False, False, False, False], 467, 'South', (16, 4))
Element 24: (3, (16, 4), ['G', '', '', '%'], [(18, 7), (10, 7), (15, 4)], [False, False, False, True], 52, False, [False, False, False, False], 466, 'South', (16, 3))
Element 25: (3, (16, 3), ['G', '%', '', '%'], [(18, 8), (10, 8), (15, 3)], [False, True, False, True], 50, False, [False, False, False, False], 465, 'North', (16, 4))
Element 26: (3, (16, 4), ['', '', '', '%'], [(18, 9), (10, 7), (15, 2)], [False, False, False, True], 48, False, [False, False, False, False], 474, 'North', (16, 5))
Element 27: (3, (16, 5), ['', '', '', '%'], [(18, 8), (9, 7), (15, 1)], [False, False, False, True], 46, False, [False, False, False, False], 483, 'North', (16, 6))
Element 28: (3, (16, 6), ['', '', '', '%'], [(18, 7), (9, 8), (16, 1)], [False, False, False, True], 44, False, [False, False, False, False], 492, 'North', (16, 7))
Element 29: (3, (16, 7), ['', '', '', ''], [(18, 6), (10, 8), (17, 1)], [False, False, False, False], 42, False, [False, False, False, False], 501, 'West', (15, 7))
Element 30: (3, (15, 7), ['%', '', '%', ''], [(18, 5), (9, 8), (18, 1)], [True, False, True, False], 40, False, [False, False, False, False], 500, 'South', (15, 6))
Element 31: (3, (15, 6), ['%', '', '', ''], [(18, 4), (9, 9), (18, 2)], [True, False, False, False], 38, False, [False, False, False, False], 519, 'South', (15, 5))
Element 32: (3, (15, 5), ['%', '', '', ''], [(18, 3), (10, 9), (18, 1)], [True, False, False, False], 36, False, [False, False, False, False], 528, 'South', (15, 4))
Element 33: (3, (15, 4), ['%', '', '', ''], [(18, 2), (10, 8), (17, 1)], [True, False, False, False], 34, False, [False, False, False, False], 527, 'South', (15, 3))
Element 34: (3, (15, 3), ['%', '', '', ''], [(18, 1), (10, 9), (16, 1)], [True, False, False, False], 32, False, [False, False, False, False], 526, 'South', (15, 2))
