Element 1: (3, (16, 9), ['.', '.', '%', '%'], [(13, 10), (13, 4), (15, 11)], [False, False, True, True], 98, False, [True, True, False, False], 29, 'South', (16, 8))
Element 2: (3, (16, 8), ['%', '.', '', '%'], [(13, 9), (13, 5), (16, 11)], [True, False, False, True], 96, False, [False, True, False, False], 68, 'South', (16, 7))
Element 3: (3, (16, 7), ['.', '.', '', '.'], [(14, 9), (13, 6), (17, 11)], [False, False, False, False], 94, False, [True, True, False, True], 107, 'East', (17, 7))
Element 4: (3, (17, 7), ['', '%', '%', '.'], [(15, 9), (13, 7), (18, 11)], [False, True, True, False], 92, False, [False, False, False, True], 136, 'East', (18, 7))
Element 5: (3, (18, 7), ['', '.', '.', '%'], [(16, 9), (13, 8), (18, 10)], [False, False, False, True], 90, False, [False, True, True, False], 165, 'North', (18, 8))
Element 6: (3, (18, 8), ['%', '', 'G', '%'], [(16, 8), (13, 9), (18, 9)], [True, False, False, True], 88, False, [False, False, False, False], 184, 'South', (18, 7))
Element 7: (3, (18, 7), ['', '.', 'G', '%'], [(16, 7), (12, 9), (18, 8)], [False, False, False, True], 86, False, [False, True, False, False], 193, 'South', (18, 6))
Element 8: (3, (18, 6), ['%', '.', 'G', '%'], [(16, 6), (13, 9), (18, 7)], [True, False, False, True], 84, False, [False, True, False, False], 212, 'South', (18, 5))
Element 9: (3, (18, 5), ['%', '.', 'G', '%'], [(16, 5), (14, 9), (18, 6)], [True, False, False, True], 82, False, [False, True, False, False], 231, 'South', (18, 4))
Element 10: (3, (18, 4), ['%', '.', 'G', '%'], [(16, 4), (15, 9), (18, 5)], [True, False, False, True], 80, False, [False, True, False, False], 250, 'South', (18, 3))
Element 11: (3, (18, 3), ['%', '.', 'G', '%'], [(16, 3), (16, 9), (18, 4)], [True, False, False, True], 78, False, [False, True, False, False], 269, 'South', (18, 2))
Element 12: (3, (18, 2), ['%', '', 'G', '%'], [(15, 3), (16, 8), (18, 3)], [True, False, False, True], 76, False, [False, False, False, False], 288, 'South', (18, 1))
Element 13: (3, (18, 1), ['.', '%', 'G', '%'], [(15, 4), (16, 7), (18, 2)], [False, True, False, True], 74, False, [True, False, False, False], 297, 'West', (17, 1))
Element 14: (3, (17, 1), ['.', '%', '%', 'G'], [(15, 5), (15, 7), (18, 1)], [False, True, True, False], 72, False, [True, False, False, False], 326, 'West', (16, 1))
Element 15: (3, (16, 1), ['.', '%', '%', 'G'], [(15, 6), (16, 7), (17, 1)], [False, True, True, False], 70, False, [True, False, False, False], 345, 'West', (15, 1))
Element 16: (3, (15, 1), ['%', '%', '.', 'G'], [(15, 7), (17, 7), (16, 1)], [True, True, False, False], 68, False, [False, False, True, False], 354, 'North', (15, 2))
Element 17: (3, (15, 2), ['%', 'G', '', '%'], [(15, 6), (18, 7), (15, 1)], [True, False, False, True], 66, False, [False, False, False, False], 363, 'North', (15, 3))
Element 18: (3, (15, 3), ['%', 'G', '', ''], [(15, 5), (18, 8), (15, 2)], [True, False, False, False], 64, False, [False, False, False, False], 362, 'East', (16, 3))
Element 19: (3, (16, 3), ['G', '%', '', '%'], [(15, 4), (18, 9), (15, 3)], [False, True, False, True], 62, False, [False, False, False, False], 361, 'North', (16, 4))
Element 20: (3, (16, 4), ['', 'G', '', '%'], [(15, 5), (18, 10), (16, 3)], [False, False, False, True], 60, False, [False, False, False, False], 360, 'North', (16, 5))
Element 21: (3, (16, 5), ['', 'G', '', '%'], [(15, 4), (18, 11), (16, 4)], [False, False, False, True], 58, False, [False, False, False, False], 359, 'North', (16, 6))
Element 22: (3, (16, 6), ['', 'G', '', '%'], [(15, 3), (17, 11), (16, 5)], [False, False, False, True], 56, False, [False, False, False, False], 358, 'West', (15, 6))
Element 23: (3, (15, 6), ['%', '', '', 'G'], [(16, 3), (16, 11), (16, 6)], [True, False, False, False], 54, False, [False, False, False, False], 357, 'North', (15, 7))
Element 24: (3, (15, 7), ['%', '', '%', 'G'], [(16, 4), (15, 11), (16, 7)], [True, False, True, False], 52, False, [False, False, False, False], 356, 'South', (15, 6))
Element 25: (3, (15, 6), ['%', '', '', ''], [(15, 4), (15, 10), (17, 7)], [True, False, False, False], 50, False, [False, False, False, False], 355, 'South', (15, 5))
Element 26: (3, (15, 5), ['%', '', '', ''], [(16, 4), (15, 11), (16, 7)], [True, False, False, False], 48, False, [False, False, False, False], 354, 'South', (15, 4))
Element 27: (3, (15, 4), ['%', '', '', ''], [(16, 5), (16, 11), (16, 8)], [True, False, False, False], 46, False, [False, False, False, False], 353, 'North', (15, 5))
Element 28: (3, (15, 5), ['%', '', '', ''], [(16, 4), (17, 11), (16, 9)], [True, False, False, False], 44, False, [False, False, False, False], 352, 'North', (15, 6))
Element 29: (3, (15, 6), ['%', '', '', ''], [(16, 5), (18, 11), (15, 9)], [True, False, False, False], 42, False, [False, False, False, False], 351, 'East', (16, 6))
Element 30: (3, (16, 6), ['', '', '', '%'], [(15, 5), (18, 10), (14, 9)], [False, False, False, True], 40, False, [False, False, False, False], 350, 'South', (16, 5))
Element 31: (3, (16, 5), ['', '', '', '%'], [(15, 6), (18, 9), (13, 9)], [False, False, False, True], 38, False, [False, False, False, False], 349, 'West', (15, 5))
Element 32: (3, (15, 5), ['%', '', '', ''], [(16, 6), (18, 8), (13, 10)], [True, False, False, False], 36, False, [False, False, False, False], 348, 'East', (16, 5))
Element 33: (3, (16, 5), ['', '', '', '%'], [(16, 7), (18, 7), (13, 11)], [False, False, False, True], 34, False, [False, False, False, False], 347, 'South', (16, 4))
Element 34: (3, (16, 4), ['', '', '', '%'], [(15, 7), (18, 6), (12, 11)], [False, False, False, True], 32, False, [False, False, False, False], 356, 'West', (15, 4))
Element 35: (3, (15, 4), ['%', '', '', ''], [(16, 7), (18, 5), (11, 11)], [True, False, False, False], 30, False, [False, False, False, False], 365, 'East', (16, 4))
Element 36: (3, (16, 4), ['', '', '', '%'], [(17, 7), (18, 4), (10, 11)], [False, False, False, True], 28, False, [False, False, False, False], 374, 'South', (16, 3))
Element 37: (3, (16, 3), ['', '%', '', '%'], [(18, 7), (18, 3), (10, 10)], [False, True, False, True], 26, False, [False, False, False, False], 383, 'West', (15, 3))
Element 38: (3, (15, 3), ['%', '', '', ''], [(18, 8), (18, 2), (10, 9)], [True, False, False, False], 24, False, [False, False, False, False], 392, 'North', (15, 4))
Element 39: (3, (15, 4), ['%', '', '', ''], [(18, 9), (18, 1), (9, 9)], [True, False, False, False], 22, False, [False, False, False, False], 401, 'South', (15, 3))
Element 40: (3, (15, 3), ['%', '', '', ''], [(18, 10), (17, 1), (9, 10)], [True, False, False, False], 20, False, [False, False, False, False], 410, 'South', (15, 2))
Element 41: (3, (15, 2), ['%', '', '', '%'], [(18, 11), (16, 1), (9, 11)], [True, False, False, True], 18, False, [False, False, False, False], 419, 'South', (15, 1))
Element 42: (3, (15, 1), ['%', '%', '', ''], [(17, 11), (17, 1), (8, 11)], [True, True, False, False], 16, False, [False, False, False, False], 428, 'East', (16, 1))
Element 43: (3, (16, 1), ['', '%', '%', ''], [(16, 11), (18, 1), (7, 11)], [False, True, True, False], 14, False, [False, False, False, False], 437, 'East', (17, 1))
Element 44: (3, (17, 1), ['', '%', '%', ''], [(15, 11), (18, 2), (6, 11)], [False, True, True, False], 12, False, [False, False, False, False], 446, 'East', (18, 1))
Element 45: (3, (18, 1), ['', '%', '', '%'], [(15, 10), (18, 3), (6, 10)], [False, True, False, True], 10, False, [False, False, False, False], 455, 'North', (18, 2))
Element 46: (3, (18, 2), ['%', '', '', '%'], [(15, 11), (18, 4), (6, 9)], [True, False, False, True], 8, False, [False, False, False, False], 464, 'North', (18, 3))
Element 47: (3, (18, 3), ['%', '', '', '%'], [(16, 11), (18, 5), (7, 9)], [True, False, False, True], 6, False, [False, False, False, False], 473, 'North', (18, 4))
Element 48: (3, (18, 4), ['%', '', '', '%'], [(17, 11), (18, 6), (6, 9)], [True, False, False, True], 4, False, [False, False, False, False], 472, 'North', (18, 5))
Element 49: (3, (18, 5), ['%', '', '', '%'], [(18, 11), (18, 7), (6, 8)], [True, False, False, True], 2, False, [False, False, False, False], 481, 'North', (18, 6))
Element 50: (3, (18, 6), ['%', '', 'G', '%'], [(18, 11), (18, 7), (6, 8)], [True, False, False, True], 0, False, [False, False, False, False], 480, 'Stop', (18, 6))
Element 51: #0#
