Element 1: (0, (9, 9), ['%', '', '.', '.'], [(1, 8), (6, 6), (6, 11)], [True, False, False, False], 98, False, [False, False, True, True], 0, 'East', (10, 9))
Element 2: (0, (10, 9), ['', '', '.', '%'], [(1, 9), (6, 7), (7, 11)], [False, False, False, True], 96, False, [False, False, True, False], 39, 'North', (10, 10))
Element 3: (0, (10, 10), ['.', '', '.', '%'], [(1, 10), (6, 8), (8, 11)], [False, False, False, True], 94, False, [True, False, True, False], 78, 'North', (10, 11))
Element 4: (0, (10, 11), ['G', '', '%', '.'], [(1, 11), (6, 9), (9, 11)], [False, False, True, False], 92, False, [False, False, False, True], 107, 'East', (11, 11))
Element 5: (0, (11, 11), ['', '%', '%', '.'], [(2, 11), (7, 9), (9, 10)], [False, True, True, False], 90, False, [False, False, False, True], 146, 'East', (12, 11))
Element 6: (0, (12, 11), ['', '%', '%', '.'], [(3, 11), (6, 9), (10, 10)], [False, True, True, False], 88, False, [False, False, False, True], 165, 'East', (13, 11))
Element 7: (0, (13, 11), ['', '.', '%', '%'], [(4, 11), (6, 10), (10, 11)], [False, False, True, True], 86, False, [False, True, False, False], 194, 'South', (13, 10))
Element 8: (0, (13, 10), ['%', '.', '', '%'], [(4, 10), (6, 11), (11, 11)], [True, False, False, True], 84, False, [False, True, False, False], 213, 'South', (13, 9))
Element 9: (0, (13, 9), ['.', '.', '', '.'], [(4, 9), (7, 11), (12, 11)], [False, False, False, False], 82, False, [True, True, False, True], 232, 'East', (14, 9))
Element 10: (0, (14, 9), ['', '%', '%', '.'], [(5, 9), (8, 11), (13, 11)], [False, True, True, False], 80, False, [False, False, False, True], 251, 'East', (15, 9))
Element 11: (0, (15, 9), ['', '%', '.', '.'], [(6, 9), (9, 11), (13, 10)], [False, True, False, False], 78, False, [False, False, True, True], 260, 'East', (16, 9))
Element 12: (0, (16, 9), ['', '.', '%', '%'], [(7, 9), (10, 11), (13, 9)], [False, False, True, True], 76, False, [False, True, False, False], 269, 'South', (16, 8))
Element 13: (0, (16, 8), ['%', '.', '', '%'], [(6, 9), (11, 11), (13, 8)], [True, False, False, True], 74, False, [False, True, False, False], 288, 'South', (16, 7))
